gene,lineage,partner,rho
MIAT,Cholangiocyte,RP11-707P17.2,0.15014717347218048
MIAT,Cholangiocyte,RP11-219E7.3,0.14991904390192723
LINC00261,Kupffer,KRT73,0.22362850557724176
LINC00261,Kupffer,ACMSD,0.20194102072636602
LINC00261,Kupffer,RP13-444H2.1,0.15792526072492538
LINC00261,Kupffer,KIF12,0.1578989461772642
LINC00261,Kupffer,CRB3,0.12892931700225577
LINC00261,Kupffer,SLCO1B3,0.12888633837413768
LINC00261,Kupffer,AGMO,0.11156766019507149
LINC00261,Kupffer,CTD-2509G16.5,0.11153664470505432
LINC00261,Kupffer,AC068535.3,0.0997933105620433
LINC00261,Kupffer,KIRREL3,0.099704528646978
LINC00261,Kupffer,FGF12,0.09969343710153879
LINC00261,Kupffer,C6,0.0909806370047039
LINC00261,Kupffer,IL17D,0.09096038277259672
LINC00261,Kupffer,PCDHGA12,0.09095531816096439
LINC00261,Kupffer,CFHR3,0.08389151301935538
LINC00261,Kupffer,ASPDH,0.0823759568661056
LINC00261,Kupffer,RP11-222A11.1,0.07871476418294901
LINC00261,Kupffer,TFAP2C,0.07870599201830257
LINC00261,Kupffer,GSTA2,0.07503653269042584
LINC00261,Kupffer,DDX25,0.07035949507801477
LINC00261,LSEC,DCDC2,0.5743972174799546
LINC00261,LSEC,C8orf47,0.5552993616693809
LINC00261,LSEC,SFRP5,0.5435838596992096
LINC00261,LSEC,CLDN10,0.5365156996805315
LINC00261,LSEC,PKHD1,0.5293215443168421
LINC00261,LSEC,SERPINA5,0.5201099813996519
LINC00261,LSEC,GABRP,0.5182641899282571
LINC00261,LSEC,EPCAM,0.5139882548162176
LINC00261,LSEC,FGFR2,0.5012453988309288
LINC00261,LSEC,CITED4,0.49933283778846227
LINC00261,LSEC,CLDN1,0.49894799460873684
LINC00261,LSEC,TSTD1,0.49884695587691835
LINC00261,LSEC,KRT7,0.4982600254934926
LINC00261,LSEC,CFTR,0.49478251240799115
LINC00261,LSEC,CLDN3,0.49432863811288924
LINC00261,LSEC,FAM150B,0.4924018612121952
LINC00261,LSEC,SLC17A4,0.49238389506837416
LINC00261,LSEC,HOMER2,0.4919768185114299
LINC00261,LSEC,DEFB1,0.4907956000823926
LINC00261,LSEC,TM4SF4,0.48933948865362575
LINC00261,Cholangiocyte,OR52N4,0.49999999999999994
LINC00261,Cholangiocyte,RP11-103J8.1,0.49987402369154044
LINC00261,Cholangiocyte,GC,0.4081197134625519
LINC00261,Cholangiocyte,KRT71,0.40791402091393036
LINC00261,Cholangiocyte,NKD2,0.28845687614885
LINC00261,Cholangiocyte,RRM2,0.23524185411184412
LINC00261,Cholangiocyte,MOK,0.21286481195804652
LINC00261,Cholangiocyte,NEU4,0.20384111763908902
LINC00261,Cholangiocyte,HAMP,0.1956834935460238
LINC00261,Cholangiocyte,AC011043.1,0.17630861809875284
LINC00261,Cholangiocyte,RP11-350G8.5,0.16603617816858487
LINC00261,Cholangiocyte,PKN3,0.1576153366046221
LINC00261,Cholangiocyte,ZBED6CL,0.15010915187713825
LINC00261,Cholangiocyte,RP11-187C18.2,0.14377308636472702
LINC00261,Cholangiocyte,EAF1-AS1,0.14071662099499288
LINC00261,Cholangiocyte,RP11-166B2.1,0.14057392434566424
LINC00261,Cholangiocyte,GHRLOS,0.13559340065067996
LINC00261,Cholangiocyte,RP11-214N9.1,0.1241007352579309
LINC00261,Cholangiocyte,FCGBP,0.11891174691447753
LINC00261,Cholangiocyte,AC009404.2,0.1107445286385462
