gene,is_lncRNA,hvg_standard,hvg_forced,mean_raw,var_raw,index_of_dispersion,n_detected
CCDC113,False,False,False,0.000334,0.00036,1.078104,49.0
GINS3,False,False,False,0.003264,0.003319,1.016823,493.0
RP11-481J2.2,False,False,False,5.2e-05,7.9e-05,1.499957,6.0
NDRG4,False,False,False,0.000334,0.000426,1.274184,47.0
SETD6,False,False,False,0.017049,0.017388,1.019866,2553.0
CNOT1,False,False,False,0.119318,0.130606,1.09461,16457.0
SLC38A7,False,False,False,0.016689,0.018154,1.087796,2425.0
GOT2,False,False,False,0.039047,0.040459,1.036165,5738.0
RP11-410D17.2,False,True,True,4.6e-05,0.000125,2.714258,4.0
RP11-430C1.1,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
CDH8,False,False,False,4.6e-05,5.9e-05,1.285677,6.0
RP11-368L12.1,False,True,True,2e-05,2e-05,0.999987,3.0
RP11-21L1.1,False,False,False,0.000701,0.000701,0.999305,107.0
RP11-744D14.2,False,False,False,2e-05,2e-05,0.999987,3.0
CDH11,False,False,False,0.000721,0.001442,1.999292,75.0
CDH5,False,True,True,0.021008,0.059451,2.829868,1832.0
LINC00920,True,False,True,0.008987,0.009194,1.023113,1349.0
BEAN1,False,False,False,0.000223,0.000223,0.999784,34.0
CTD-2258A20.5,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
RP11-403P17.5,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
AC132186.1,False,False,False,0.001403,0.001493,1.064025,208.0
TK2,False,False,False,0.050577,0.056252,1.112209,7153.0
RP11-403P17.3,False,False,False,0.004392,0.004425,1.007555,666.0
Y_RNA.1,False,False,False,0.001121,0.001185,1.057366,167.0
CKLF,False,False,False,0.705026,1.150663,1.632087,66953.0
CKLF-CMTM1,False,False,False,0.0004,0.0004,0.999607,61.0
CMTM1,False,False,False,0.001409,0.001407,0.998597,215.0
CMTM2,False,True,True,0.031942,0.07695,2.409075,2930.0
CMTM3,False,False,False,0.223428,0.258133,1.155327,28744.0
CMTM4,False,False,False,0.002432,0.002531,1.040702,363.0
DYNC1LI2,False,False,False,0.120445,0.137809,1.144161,16289.0
RP11-63M22.2,False,False,False,0.000708,0.000721,1.017817,107.0
RP11-61A14.4,False,False,False,0.000236,0.000249,1.055326,35.0
CCDC79,False,False,False,0.000118,0.000131,1.111,17.0
NAE1,False,False,False,0.105408,0.109283,1.036754,15011.0
RP11-61A14.1,False,False,False,0.001921,0.00193,1.004912,292.0
PDP2,False,False,False,0.00333,0.003384,1.016362,503.0
RP11-61A14.2,False,True,True,7.2e-05,7.2e-05,0.999934,11.0
RP11-61A14.3,False,False,False,0.005041,0.005409,1.07299,741.0
RRAD,False,True,True,0.005257,0.013528,2.573314,557.0
FAM96B,False,False,False,0.424564,0.473745,1.11584,50708.0
CES2,False,False,False,0.048263,0.052174,1.081039,6920.0
CES3,False,False,False,0.000236,0.000249,1.055326,35.0
CES4A,False,False,False,0.012775,0.013386,1.047775,1893.0
CBFB,False,False,False,0.104917,0.111464,1.062402,14773.0
C16orf70,False,False,False,0.018839,0.01952,1.036144,2801.0
B3GNT9,False,False,False,0.002497,0.002517,1.008008,379.0
TRADD,False,False,False,0.172537,0.2023,1.172506,22657.0
FBXL8,False,False,False,0.015024,0.016122,1.073116,2201.0
HSF4,False,False,False,0.002104,0.002126,1.010364,319.0
NOL3,False,False,False,0.004615,0.005013,1.086302,674.0
KIAA0895L,False,False,False,0.004392,0.004517,1.028451,660.0
EXOC3L1,False,False,False,0.00548,0.006577,1.20027,766.0
E2F4,False,False,False,0.096979,0.099976,1.030909,13901.0
ELMO3,False,False,False,0.004883,0.004978,1.019284,737.0
LRRC29,False,False,False,0.005565,0.005639,1.013287,841.0
TMEM208,False,False,False,0.198349,0.227651,1.147725,26271.0
FHOD1,False,False,False,0.031057,0.032675,1.052108,4558.0
SLC9A5,False,False,False,0.000583,0.000583,0.999423,89.0
PLEKHG4,False,False,False,0.003939,0.003924,0.996067,601.0
KCTD19,False,False,False,0.001023,0.001022,0.998984,156.0
LRRC36,False,False,False,0.001442,0.001545,1.071292,212.0
TPPP3,False,True,True,0.029235,0.052043,1.780194,3426.0
ZDHHC1,False,False,False,0.012618,0.014229,1.127649,1802.0
HSD11B2,False,False,False,7.9e-05,9.2e-05,1.166596,11.0
ATP6V0D1,False,False,False,0.283831,0.386481,1.361659,33147.0
AGRP,False,False,False,0.000537,0.000577,1.07264,79.0
FAM65A,False,False,False,0.027596,0.03061,1.109228,3944.0
CTD-2012K14.2,False,False,False,2e-05,2e-05,0.999987,3.0
CTD-2012K14.3,False,False,False,0.000223,0.000223,0.999784,34.0
CTD-2012K14.4,False,False,False,9.2e-05,9.2e-05,0.999915,14.0
CTD-2012K14.6,False,False,False,0.001947,0.002061,1.058666,289.0
CTD-2012K14.7,False,False,False,0.001573,0.001597,1.0151,238.0
CTCF,False,False,False,0.125951,0.138497,1.099609,17267.0
AC009095.4,False,True,True,0.000243,0.000242,0.999764,37.0
RLTPR,False,False,False,0.017737,0.018301,1.031789,2640.0
ACD,False,False,False,0.046815,0.047298,1.010319,6944.0
PARD6A,False,False,False,0.027511,0.027619,1.003947,4131.0
ENKD1,False,False,False,0.006207,0.006379,1.02759,932.0
C16orf86,False,False,False,0.015489,0.015997,1.032761,2307.0
GFOD2,False,False,False,0.027058,0.028712,1.061127,3963.0
RANBP10,False,False,False,0.014657,0.015412,1.05154,2169.0
TSNAXIP1,False,False,False,0.000262,0.000262,0.999744,40.0
CENPT,False,False,False,0.054576,0.055884,1.02398,8015.0
THAP11,False,False,False,0.093708,0.095022,1.014021,13557.0
NUTF2,False,False,False,0.133752,0.1481,1.107275,18286.0
EDC4,False,False,False,0.002117,0.002152,1.016465,320.0
CTC-479C5.10,False,False,False,0.000144,0.000144,0.999862,22.0
NRN1L,False,False,False,0.000125,0.000125,0.999882,19.0
PSKH1,False,False,False,0.01956,0.019688,1.006586,2945.0
CTRL,False,False,False,0.001219,0.001218,0.998787,186.0
CTC-479C5.12,False,False,False,0.025118,0.025667,1.021861,3744.0
PSMB10,False,False,False,0.25149,0.31103,1.236751,31036.0
LCAT,False,False,False,0.004457,0.004687,1.051432,663.0
SLC12A4,False,False,False,0.00917,0.009322,1.016569,1382.0
DPEP3,False,True,True,0.001462,0.001814,1.240699,202.0
DPEP2,False,True,True,0.080244,0.095253,1.18704,10826.0
DUS2,False,False,False,0.027301,0.029256,1.071626,3980.0
CTC-479C5.6,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
DDX28,False,False,False,0.028677,0.029061,1.013386,4284.0
NFATC3,False,False,False,0.166309,0.186371,1.120628,22213.0
RP11-96D1.11,False,False,False,0.001547,0.001545,0.99846,236.0
ESRP2,False,False,False,0.000354,0.000406,1.147802,51.0
PLA2G15,False,False,False,0.019166,0.02462,1.284536,2590.0
SLC7A6,False,False,False,0.046343,0.049387,1.065687,6693.0
SLC7A6OS,False,False,False,0.080782,0.0854,1.057167,11523.0
PRMT7,False,False,False,0.0375,0.039791,1.061091,5483.0
SMPD3,False,True,True,0.036399,0.075138,2.064281,3979.0
ZFP90,False,False,False,0.051488,0.055773,1.08321,7355.0
CDH3,False,False,False,0.000374,0.000373,0.999633,57.0
CDH1,False,False,False,0.001717,0.00296,1.723485,198.0
TANGO6,False,False,False,0.01933,0.020032,1.036289,2868.0
RP11-521L9.1,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
HAS3,False,False,False,0.000406,0.000406,0.9996,62.0
CHTF8,False,False,False,0.069258,0.071987,1.039399,10018.0
CIRH1A,False,False,False,0.025479,0.025918,1.017234,3806.0
SNTB2,False,False,False,0.180848,0.228663,1.264394,22579.0
RP11-343C2.11,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
VPS4A,False,False,False,0.099057,0.101398,1.023634,14219.0
COG8,False,False,False,0.017672,0.018068,1.022394,2644.0
PDF,False,False,False,0.000236,0.000236,0.999771,36.0
NIP7,False,False,False,0.081241,0.083766,1.031078,11720.0
TMED6,False,True,True,0.000682,0.000681,0.999325,104.0
TERF2,False,False,False,0.044258,0.047085,1.063865,6414.0
CYB5B,False,False,False,0.155599,0.173576,1.115535,20958.0
NFAT5,False,False,False,0.119147,0.13926,1.168807,15959.0
NQO1,False,False,False,0.006384,0.007668,1.201016,921.0
CTD-2033A16.1,False,True,True,0.000341,0.000341,0.999666,52.0
CTD-2033A16.3,False,False,False,0.00019,0.00019,0.999816,29.0
NOB1,False,False,False,0.09572,0.101464,1.060008,13561.0
WWP2,False,True,True,0.048099,0.050453,1.048937,6998.0
CLEC18A,False,True,True,0.001619,0.00163,1.006485,246.0
PDPR,False,False,False,0.030355,0.031414,1.034864,4487.0
RP11-296I10.3,False,False,False,0.000321,0.000321,0.999685,49.0
CLEC18C,False,True,True,4.6e-05,4.6e-05,0.999961,7.0
FKSG63,False,False,False,0.000197,0.000197,0.99981,30.0
EXOSC6,False,False,False,0.061655,0.064632,1.048282,8912.0
AARS,False,False,False,0.034183,0.037001,1.08241,4949.0
DDX19B,False,False,False,0.064034,0.065453,1.022163,9369.0
DDX19A,False,False,False,0.051967,0.054301,1.044912,7562.0
ST3GAL2,False,False,False,0.042941,0.046852,1.091092,6177.0
RP11-529K1.4,False,True,True,0.00038,0.00038,0.999626,58.0
FUK,False,False,False,0.011838,0.012065,1.019176,1779.0
COG4,False,False,False,0.059479,0.061801,1.039051,8651.0
SF3B3,False,False,False,0.080146,0.084998,1.060533,11422.0
RP11-49C24.1,False,False,False,0.001508,0.001532,1.01589,228.0
IL34,False,False,False,0.000164,0.000164,0.999843,25.0
MTSS1L,False,False,False,0.001285,0.001336,1.039538,192.0
FLJ00418,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
VAC14,False,False,False,0.033056,0.040432,1.223149,4579.0
RP11-394B2.6,False,True,True,2e-05,2e-05,0.999987,3.0
VAC14-AS1,True,False,True,0.0004,0.0004,0.999607,61.0
RP11-424M24.5,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
HYDIN,False,False,False,0.000151,0.00019,1.260727,21.0
CMTR2,False,False,False,0.079209,0.088667,1.119408,11008.0
CALB2,False,True,True,0.000472,0.000721,1.527316,59.0
ZNF23,False,False,False,0.00175,0.001773,1.013238,265.0
AC010547.9,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
RP11-510M2.2,False,False,False,0.000754,0.000793,1.051427,112.0
ZNF19,False,False,False,0.004582,0.004718,1.02976,687.0
CHST4,False,True,True,0.002025,0.008117,4.00771,122.0
TAT,False,True,True,0.002012,0.007711,3.831889,211.0
RP11-432I5.1,False,False,False,0.0008,0.000812,1.0156,121.0
MARVELD3,False,False,False,0.001075,0.001349,1.255031,148.0
PHLPP2,False,False,False,0.011025,0.011467,1.040111,1640.0
RP11-432I5.6,False,False,False,2e-05,2e-05,0.999987,3.0
RP11-432I5.8,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
RP11-432I5.4,False,False,False,9.2e-05,9.2e-05,0.999915,14.0
AP1G1,False,False,False,0.073499,0.077943,1.060459,10513.0
ATXN1L,False,False,False,0.039945,0.041601,1.041453,5868.0
IST1,False,False,False,0.111314,0.117815,1.058402,15663.0
ZNF821,False,False,False,0.035612,0.037478,1.052375,5210.0
RP11-498D10.5,False,False,False,0.000832,0.000845,1.014922,126.0
RP11-498D10.6,False,False,False,0.004536,0.00462,1.018592,684.0
DHODH,False,False,False,0.014296,0.01442,1.008636,2157.0
TXNL4B,False,False,False,0.025734,0.026042,1.01197,3852.0
HP,False,True,True,0.015594,0.030794,1.974751,1813.0
HPR,False,True,True,0.000439,0.001435,3.268239,43.0
DHX38,False,False,False,0.069252,0.074276,1.072544,9877.0
PMFBP1,False,False,False,0.00196,0.002192,1.118449,283.0
AC004158.2,False,False,False,0.00135,0.001362,1.008365,205.0
AC004158.3,False,False,False,2e-05,2e-05,0.999987,3.0
RP5-991G20.1,False,False,False,9.8e-05,9.8e-05,0.999908,15.0
ZFHX3,False,False,False,0.058115,0.093451,1.608036,6850.0
RP5-991G20.4,False,False,False,0.000557,0.000583,1.046509,83.0
RP5-991G20.2,False,False,False,2e-05,2e-05,0.999987,3.0
RP11-346C20.4,False,False,False,0.000347,0.00036,1.037395,52.0
RP11-346C20.3,False,False,False,0.001383,0.00142,1.02706,208.0
AC140912.1,False,False,False,7.2e-05,9.8e-05,1.363573,9.0
AC009120.4,False,False,False,0.000341,0.000341,0.999666,52.0
AC009120.10,False,False,False,0.000531,0.000531,0.999476,81.0
PSMD7,False,False,False,0.28275,0.323413,1.143816,35665.0
AC009120.6,False,False,False,0.005493,0.005686,1.035087,821.0
AC009120.5,False,False,False,0.00017,0.000184,1.07676,25.0
RP11-252A24.3,False,False,False,0.004739,0.005044,1.064424,704.0
NPIPB15,False,False,False,0.006116,0.006485,1.060344,909.0
CLEC18B,False,True,True,0.000131,0.000131,0.999875,20.0
RP11-252A24.5,False,True,True,3.3e-05,3.3e-05,0.999974,5.0
RP11-252A24.7,False,False,False,0.051901,0.053967,1.039795,7569.0
GLG1,False,False,False,0.164684,0.192258,1.167437,21635.0
RFWD3,False,False,False,0.023735,0.024299,1.023772,3537.0
MLKL,False,False,False,0.070229,0.085565,1.218374,9631.0
FA2H,False,True,True,0.00017,0.00017,0.999836,26.0
WDR59,False,False,False,0.039172,0.041007,1.046846,5735.0
ZNRF1,False,False,False,0.018675,0.020712,1.109097,2678.0
RP11-252E2.1,False,False,False,0.000328,0.000354,1.079679,48.0
LDHD,False,False,False,0.005631,0.005992,1.064225,831.0
RP11-252E2.2,False,True,True,3.3e-05,3.3e-05,0.999974,5.0
ZFP1,False,False,False,0.010383,0.010629,1.023715,1558.0
CTRB2,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
BCAR1,False,False,False,0.001547,0.001833,1.184902,215.0
CFDP1,False,False,False,0.156648,0.176578,1.127233,20936.0
TMEM170A,False,False,False,0.136577,0.145179,1.062989,18951.0
RP11-77K12.4,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
CHST6,False,False,False,2e-05,2e-05,0.999987,3.0
CHST5,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
TMEM231,False,False,False,0.001934,0.001982,1.025192,291.0
GABARAPL2,False,False,False,0.565676,0.738353,1.305258,62005.0
ADAT1,False,False,False,0.073735,0.080766,1.095353,10382.0
KARS,False,False,False,0.204124,0.225608,1.10525,26957.0
TERF2IP,False,False,False,0.656448,0.913277,1.391241,66427.0
RP11-96P7.1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
MON1B,False,False,False,0.063765,0.069952,1.097015,9036.0
SYCE1L,False,False,False,0.018898,0.020127,1.06505,2765.0
RP11-538I12.2,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
RP11-538I12.3,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
ADAMTS18,False,False,False,9.2e-05,0.000144,1.571347,11.0
NUDT7,False,False,False,0.022477,0.023033,1.024774,3349.0
VAT1L,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
WWOX,False,False,False,0.022155,0.026122,1.179036,3242.0
RP11-264L1.4,False,False,False,0.000596,0.000596,0.99941,91.0
RP11-556H2.4,False,False,False,0.000177,0.000177,0.99983,27.0
RP11-679B19.2,False,False,False,0.00017,0.00017,0.999836,26.0
RP11-467I17.1,False,False,False,0.000308,0.000374,1.212466,42.0
MAF,False,True,True,0.241552,0.614491,2.543925,23279.0
RP11-345M22.1,False,False,False,0.000111,0.000125,1.117543,16.0
RP11-345M22.2,False,False,False,0.000308,0.000321,1.042252,46.0
RP11-345M22.3,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
RP11-525K10.3,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
DYNLRB2,False,False,False,0.000885,0.00095,1.073196,130.0
CDYL2,False,False,False,0.00839,0.0087,1.036929,1252.0
RP11-314O13.1,False,False,False,0.000197,0.00021,1.066477,29.0
CMC2,False,False,False,0.144115,0.15165,1.05229,20001.0
CENPN,False,False,False,0.010193,0.010784,1.057981,1504.0
RP11-303E16.3,False,True,True,5.9e-05,5.9e-05,0.999948,9.0
ATMIN,False,False,False,0.049568,0.052119,1.051471,7203.0
C16orf46,False,False,False,0.001986,0.002022,1.017823,300.0
RP11-303E16.5,False,False,False,0.000341,0.000341,0.999666,52.0
RP11-303E16.6,False,False,False,0.000701,0.000714,1.017997,106.0
RP11-303E16.7,False,False,False,0.000944,0.000969,1.026841,142.0
GCSH,False,False,False,0.044075,0.048176,1.093053,6325.0
RP11-55K13.1,False,False,False,0.001639,0.001649,1.006368,249.0
GAN,False,False,False,0.034544,0.039578,1.145729,4862.0
CMIP,False,False,False,0.132755,0.154265,1.162024,17737.0
RP11-960L18.1,False,True,True,0.00175,0.001786,1.020728,264.0
PLCG2,False,True,True,0.071179,0.083352,1.171024,9732.0
7SK.2,False,True,True,0.831337,34.947214,42.037343,20002.0
SDR42E1,False,False,False,0.002996,0.003052,1.018893,452.0
HSD17B2,False,True,True,0.001442,0.004639,3.216761,117.0
RP11-510J16.5,False,False,False,0.001193,0.001231,1.031781,179.0
MPHOSPH6,False,False,False,0.136079,0.182573,1.341676,17092.0
CDH13,False,False,False,0.002438,0.005015,2.056715,257.0
RP11-483P21.2,False,False,False,0.003612,0.003782,1.047212,540.0
RP11-483P21.3,False,False,False,0.000288,0.000288,0.999718,44.0
HSBP1,False,False,False,0.42402,0.752324,1.774267,41675.0
MLYCD,False,False,False,0.035403,0.036286,1.024963,5244.0
RP11-505K9.4,False,False,False,0.000629,0.000629,0.999377,96.0
OSGIN1,False,False,False,0.005827,0.006763,1.16066,836.0
NECAB2,False,True,True,0.000459,0.000459,0.999548,70.0
SLC38A8,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
MBTPS1,False,False,False,0.099765,0.110001,1.102608,13849.0
RP11-505K9.1,False,False,False,0.005329,0.005497,1.031578,798.0
HSDL1,False,False,False,0.020667,0.021237,1.027547,3079.0
DNAAF1,False,True,True,0.020936,0.164823,7.872666,1779.0
TAF1C,False,False,False,0.024594,0.025234,1.026053,3663.0
ADAD2,False,False,False,0.0004,0.000413,1.032394,60.0
RP11-486L19.2,False,True,True,0.000734,0.000825,1.124273,106.0
WFDC1,False,True,True,0.000387,0.000413,1.067417,57.0
ATP2C2,False,False,False,0.000518,0.000544,1.050122,77.0
RP11-517C16.2,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
TLDC1,False,False,False,0.0086,0.008762,1.018846,1294.0
RP11-517C16.4,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
COTL1,False,False,False,1.995811,17.116666,8.576294,69490.0
RP11-61F12.1,False,True,True,0.000243,0.000242,0.999764,37.0
KLHL36,False,False,False,0.090221,0.095991,1.063956,12788.0
USP10,False,True,True,0.100381,0.1176,1.171535,13641.0
CRISPLD2,False,True,True,0.021349,0.030057,1.407889,2776.0
RP11-254F19.3,False,False,False,2e-05,2e-05,0.999987,3.0
ZDHHC7,False,False,False,0.065601,0.073726,1.123855,9163.0
KIAA0513,False,True,True,0.054241,0.064331,1.186008,7441.0
FAM92B,False,True,True,0.00293,0.009057,3.09105,245.0
LINC00311,True,False,True,0.000262,0.000275,1.049745,39.0
RP11-118F19.1,False,False,False,2e-05,2e-05,0.999987,3.0
CTD-2542L18.1,False,False,False,0.00038,0.00038,0.999626,58.0
GSE1,False,False,False,0.047097,0.050634,1.07511,6777.0
GINS2,False,False,False,0.003127,0.003602,1.152017,446.0
C16orf74,False,False,False,0.021146,0.025799,1.220028,2906.0
RP11-568J23.4,False,False,False,9.8e-05,9.8e-05,0.999908,15.0
EMC8,False,False,False,0.069075,0.071252,1.03152,10030.0
COX4I1,False,False,False,2.87298,7.41093,2.579527,130322.0
IRF8,False,True,True,0.278784,1.106111,3.967627,22595.0
RP11-542M13.3,False,False,False,0.013477,0.015891,1.179138,1899.0
RP11-542M13.2,False,False,False,0.000125,0.000125,0.999882,19.0
RP11-805I24.1,False,False,False,0.000485,0.000485,0.999521,74.0
RP11-514D23.3,False,False,False,4.6e-05,5.9e-05,1.285677,6.0
FENDRR,True,False,True,2.6e-05,2.6e-05,0.99998,4.0
FOXF1,False,False,False,0.000164,0.00019,1.159844,23.0
RP11-463O9.9,False,False,False,0.00019,0.000203,1.068782,28.0
MTHFSD,False,False,False,0.015784,0.015968,1.011631,2375.0
C16orf95,False,False,False,0.001881,0.001904,1.012063,285.0
RP11-178L8.7,False,False,False,0.001311,0.001335,1.018696,198.0
RP11-178L8.8,False,True,True,2e-05,2e-05,0.999987,3.0
FBXO31,False,False,False,0.01701,0.017166,1.009201,2561.0
RP11-178L8.9,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
MAP1LC3B,False,False,False,0.429329,0.539793,1.257296,49283.0
RP11-178L8.3,False,False,False,0.000426,0.000426,0.99958,65.0
ZCCHC14,False,False,False,0.015568,0.01665,1.069492,2288.0
RP11-482M8.1,False,False,False,7.9e-05,7.9e-05,0.999928,12.0
JPH3,False,False,False,0.000144,0.000157,1.090772,21.0
AC010536.1,False,False,False,0.000505,0.000504,0.999502,77.0
KLHDC4,False,False,False,0.078245,0.083883,1.072051,11111.0
FLJ00104,False,False,False,0.004097,0.004146,1.01191,620.0
RP4-536B24.4,False,True,True,7.2e-05,7.2e-05,0.999934,11.0
RP4-536B24.3,False,False,False,0.000341,0.000354,1.038127,51.0
SLC7A5,False,True,True,0.069311,0.097714,1.409798,9006.0
RP4-536B24.2,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
CA5A,False,True,True,0.000229,0.000505,2.199785,26.0
BANP,False,False,False,0.0477,0.051612,1.082031,6864.0
RP11-863P13.5,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
RP11-863P13.4,False,False,False,0.000583,0.000609,1.044367,87.0
RP11-863P13.1,False,False,False,0.000105,0.000105,0.999902,16.0
RP11-863P13.3,False,False,False,0.002025,0.002585,1.2763,271.0
RP11-863P13.2,False,False,False,0.000288,0.000288,0.999718,44.0
LA16c-444G7.2,False,True,True,0.001547,0.005949,3.845936,166.0
LA16c-444G7.1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
ZNF469,False,False,False,0.005231,0.005636,1.077483,767.0
ZFPM1,False,False,False,0.068505,0.079413,1.159232,9397.0
ZC3H18,False,False,False,0.114644,0.126345,1.102058,15788.0
IL17C,False,True,True,0.002012,0.003424,1.701582,260.0
CYBA,False,False,False,5.000983,28.137992,5.626492,139342.0
MVD,False,False,False,0.069416,0.074194,1.068835,9918.0
SNAI3-AS1,True,False,True,0.005788,0.005912,1.021399,871.0
SNAI3,False,False,False,0.041656,0.044995,1.080145,6031.0
RNF166,False,False,False,0.213688,0.239973,1.123007,27961.0
CTU2,False,False,False,0.022037,0.02226,1.010093,3308.0
PIEZO1,False,False,False,0.052472,0.056247,1.071958,7550.0
RP5-1142A6.9,False,False,False,0.00059,0.00059,0.999417,90.0
RP5-1142A6.2,False,False,False,0.000341,0.000341,0.999666,52.0
RP5-1142A6.8,False,False,False,0.003815,0.003853,1.009937,578.0
CDT1,False,False,False,0.002202,0.002407,1.093043,320.0
APRT,False,False,False,1.039355,1.42014,1.366366,90380.0
GALNS,False,False,False,0.029221,0.030059,1.028659,4334.0
TRAPPC2L,False,False,False,0.203941,0.222039,1.088741,27128.0
PABPN1L,False,True,True,0.000125,0.000125,0.999882,19.0
CBFA2T3,False,True,True,0.018675,0.024134,1.29232,2489.0
RP11-830F9.5,False,True,True,2.6e-05,2.6e-05,0.99998,4.0
RP11-830F9.6,False,False,False,0.002602,0.002661,1.022593,392.0
CTD-2555A7.2,False,False,False,0.002714,0.003008,1.108405,393.0
ACSF3,False,False,False,0.066676,0.070595,1.058773,9578.0
CTD-2555A7.3,False,False,False,0.001003,0.001054,1.051292,149.0
LINC00304,True,False,True,0.00038,0.000393,1.034109,57.0
CDH15,False,False,False,0.000282,0.000282,0.999725,43.0
SLC22A31,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
RP11-46C24.7,False,False,False,0.008213,0.008578,1.044467,1222.0
ZNF778,False,False,False,0.005355,0.005445,1.016683,808.0
ANKRD11,False,False,False,0.397984,0.597543,1.501427,42335.0
AC137932.1,False,False,False,0.015627,0.016117,1.03136,2330.0
AC137932.5,False,False,False,0.000177,0.000177,0.99983,27.0
AC137932.6,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
SPG7,False,False,False,0.105238,0.111364,1.058207,14849.0
RP11-104N10.1,False,False,False,0.002366,0.002439,1.030881,355.0
RPL13,False,False,False,25.081654,275.776045,10.99513,150254.0
CPNE7,False,False,False,0.021356,0.024085,1.127823,3033.0
DPEP1,False,False,False,0.00154,0.003059,1.985707,160.0
CHMP1A,False,False,False,0.092482,0.0935,1.011004,13412.0
SPATA33,False,False,False,0.026173,0.027612,1.054975,3836.0
CDK10,False,False,False,0.054543,0.055265,1.013244,8047.0
RP11-368I7.4,False,False,False,0.000793,0.000806,1.015742,120.0
SPATA2L,False,False,False,0.026685,0.027507,1.030802,3957.0
VPS9D1,False,True,True,0.025472,0.028442,1.116584,3665.0
VPS9D1-AS1,True,False,True,0.000249,0.000262,1.052389,37.0
ZNF276,False,False,False,0.104412,0.114526,1.096863,14470.0
FANCA,False,False,False,0.028927,0.029702,1.026825,4297.0
SPIRE2,False,False,False,0.003205,0.003287,1.025431,483.0
TCF25,False,False,False,0.660145,0.878284,1.330441,66756.0
MC1R,False,False,False,0.004497,0.004581,1.018834,678.0
TUBB3.1,False,False,False,0.000131,0.000131,0.999875,20.0
DEF8,False,False,False,0.057257,0.062041,1.083563,8182.0
RP11-566K11.5,False,False,False,0.000125,0.000125,0.999882,19.0
CENPBD1,False,False,False,0.014001,0.014749,1.053421,2066.0
DBNDD1,False,False,False,0.001023,0.001153,1.12719,148.0
GAS8,False,False,False,0.003874,0.00416,1.073967,573.0
PRDM7,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
RP11-356C4.3,False,False,False,0.006955,0.007077,1.017557,1048.0
RP11-356C4.5,False,False,False,0.000177,0.000308,1.740575,23.0
AC137934.1,False,False,False,0.004654,0.004737,1.017888,702.0
DOC2B,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
RPH3AL,False,False,False,0.011805,0.0132,1.11813,1709.0
RP11-1260E13.2,False,False,False,9.2e-05,0.000131,1.428489,11.0
RP11-1260E13.3,False,False,False,2e-05,2e-05,0.999987,3.0
AC108004.3,False,False,False,0.001068,0.001107,1.035748,160.0
C17orf97,False,False,False,0.004942,0.00518,1.048115,734.0
FAM101B,False,True,True,0.107591,0.1411,1.31145,13753.0
RP5-1029F21.3,False,False,False,0.00017,0.000184,1.07676,25.0
VPS53,False,False,False,0.083351,0.095951,1.151164,11454.0
RP5-1029F21.4,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
RP5-1029F21.2,False,False,False,0.000138,0.000138,0.999869,21.0
FAM57A,False,False,False,0.00196,0.002113,1.078315,290.0
GEMIN4,False,False,False,0.013582,0.013869,1.021174,2037.0
GLOD4,False,False,False,0.153187,0.159231,1.03946,21302.0
RP11-676J12.4,False,False,False,0.000787,0.000786,0.99922,120.0
RNMTL1,False,False,False,0.034819,0.035325,1.01451,5186.0
RP11-676J12.8,False,False,False,2e-05,2e-05,0.999987,3.0
NXN,False,False,False,0.002353,0.003056,1.298491,316.0
RP11-676J12.7,False,True,True,3.9e-05,5.2e-05,1.333303,5.0
TIMM22,False,False,False,0.056418,0.056722,1.005399,8346.0
ABR,False,False,False,0.064788,0.070148,1.08273,9230.0
AC144836.1,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
TUSC5,False,False,False,0.000216,0.000216,0.99979,33.0
YWHAE,False,False,False,0.388886,0.581747,1.495934,41945.0
