gene,is_lncRNA,hvg_standard,hvg_forced,mean_raw,var_raw,index_of_dispersion,n_detected
NIF3L1,False,False,False,0.029412,0.029792,1.01294,4393.0
ORC2,False,False,False,0.034242,0.035679,1.041951,5033.0
AC005037.3,False,False,False,0.001396,0.00142,1.01739,211.0
FAM126B,False,True,True,0.098316,0.108473,1.103305,13647.0
NDUFB3,False,False,False,0.332173,0.4143,1.247241,39616.0
RP11-13J8.1,False,False,False,0.00059,0.000603,1.021639,89.0
CFLAR,False,False,False,0.811024,1.324702,1.633369,73039.0
CFLAR-AS1,True,False,True,0.002347,0.002472,1.053526,351.0
AC007283.5,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
CASP10,False,False,False,0.063471,0.073011,1.150314,8789.0
CASP8,False,False,False,0.231281,0.298467,1.290494,28093.0
ALS2CR12,False,False,False,0.001619,0.001695,1.046971,242.0
TRAK2,False,False,False,0.038556,0.041002,1.063458,5600.0
STRADB,False,False,False,0.030421,0.031423,1.032934,4501.0
ALS2CR11,False,False,False,0.000223,0.000249,1.117432,32.0
TMEM237,False,False,False,0.007394,0.007654,1.035166,1105.0
MPP4,False,False,False,0.000537,0.000537,0.999469,82.0
ALS2,False,False,False,0.011478,0.012028,1.047924,1699.0
CDK15,False,True,True,0.000505,0.000845,1.674831,60.0
RP11-107N15.1,False,False,False,0.000125,0.000125,0.999882,19.0
FZD7,False,False,False,0.001075,0.001126,1.047712,160.0
AC079354.1,False,False,False,0.000655,0.000655,0.999351,100.0
AC079354.3,False,True,True,9.8e-05,9.8e-05,0.999908,15.0
AC079354.5,False,False,False,0.000157,0.000157,0.999849,24.0
SUMO1,False,False,False,0.44255,0.47544,1.07432,53291.0
AC079354.2,False,False,False,0.000151,0.000151,0.999856,23.0
NOP58,False,False,False,0.16414,0.185561,1.130504,21901.0
RP11-686O6.1,False,False,False,0.000413,0.000413,0.999594,63.0
RP11-686O6.2,False,False,False,0.004936,0.004925,0.997727,752.0
BMPR2,False,False,False,0.044645,0.053455,1.197324,6173.0
FAM117B,False,False,False,0.051731,0.064629,1.249342,6936.0
ICA1L,False,False,False,0.013306,0.014912,1.120691,1910.0
WDR12,False,False,False,0.025354,0.026691,1.052729,3728.0
CARF,False,False,False,0.038195,0.040709,1.065811,5539.0
NBEAL1,False,False,False,0.237646,0.316372,1.331278,28761.0
CYP20A1,False,False,False,0.086976,0.093426,1.074158,12294.0
ABI2,False,False,False,0.057604,0.066517,1.154739,7963.0
RAPH1,False,False,False,0.017842,0.025901,1.451675,2319.0
CD28,False,False,False,0.062146,0.080938,1.302381,8121.0
CTLA4,False,True,True,0.033567,0.073802,2.198628,3540.0
ICOS,False,True,True,0.04121,0.06134,1.488464,5275.0
PARD3B,False,True,True,0.001318,0.002076,1.575807,170.0
NRP2,False,True,True,0.023925,0.069919,2.922395,2131.0
INO80D,False,True,True,0.077209,0.09499,1.230295,10698.0
AC007383.3,False,False,False,0.003887,0.003951,1.016356,587.0
NDUFS1,False,False,False,0.086806,0.094898,1.093221,12163.0
AC007383.4,False,False,False,0.001547,0.001545,0.99846,236.0
EEF1B2,False,False,False,3.687432,15.561506,4.220147,131592.0
GPR1,False,True,True,0.000151,0.000203,1.347684,20.0
ZDBF2,False,False,False,0.010239,0.012992,1.268899,1398.0
ADAM23,False,False,False,0.002314,0.003043,1.314975,305.0
DYTN,False,False,False,2e-05,2e-05,0.999987,3.0
MDH1B,False,True,True,6.6e-05,6.6e-05,0.999941,10.0
FASTKD2,False,False,False,0.04199,0.042876,1.021082,6212.0
AC008269.2,False,False,False,9.2e-05,9.2e-05,0.999915,14.0
KLF7,False,True,True,0.069036,0.099063,1.434962,8631.0
AC007879.2,False,False,False,0.000596,0.000596,0.99941,91.0
AC007879.4,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
AC007879.7,False,False,False,0.000118,0.000118,0.999889,18.0
AC007879.5,False,True,True,0.000203,0.000216,1.06432,30.0
CREB1,False,False,False,0.134158,0.152514,1.136822,18109.0
METTL21A,False,False,False,0.070969,0.084785,1.194671,9966.0
AC079767.4,False,True,True,0.012087,0.029626,2.451053,1258.0
CCNYL1,False,False,False,0.020228,0.02134,1.054957,2978.0
RP11-801F7.1,False,False,False,0.000229,0.000229,0.999777,35.0
FZD5,False,False,False,0.003238,0.003424,1.057498,480.0
AC096772.6,False,False,False,0.008003,0.008372,1.046057,1188.0
PLEKHM3,False,False,False,0.004765,0.004861,1.020001,719.0
CRYGD,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
C2orf80,False,False,False,0.000151,0.000164,1.086813,22.0
IDH1,False,False,False,0.06956,0.087533,1.258379,9343.0
IDH1-AS1,True,False,True,0.002589,0.002674,1.032861,388.0
PIKFYVE,False,False,False,0.054903,0.060804,1.107473,7776.0
PTH2R,False,False,False,0.000806,0.001068,1.324406,111.0
MAP2,False,False,False,0.0008,0.000969,1.212323,112.0
UNC80,False,False,False,0.000223,0.000262,1.176255,32.0
RPE,False,False,False,0.062428,0.067092,1.074706,8934.0
KANSL1L,False,False,False,0.014283,0.015862,1.110552,2056.0
RP11-260M2.1,False,False,False,0.014349,0.015296,1.06606,2106.0
AC007038.7,False,False,False,0.008698,0.009173,1.054609,1286.0
AC006994.2,False,False,False,0.003828,0.004259,1.112618,553.0
ACADL,False,True,True,0.000118,0.000157,1.333224,15.0
AC007970.1,False,True,True,4.6e-05,4.6e-05,0.999961,7.0
LANCL1,False,False,False,0.027838,0.028912,1.038568,4113.0
CPS1,False,True,True,0.00291,0.028689,9.857515,298.0
ERBB4,False,True,True,0.000118,0.000157,1.333224,16.0
AC093381.2,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
IKZF2,False,True,True,0.064178,0.090645,1.412391,8006.0
RP11-105N14.1,False,False,False,0.001744,0.001767,1.013301,264.0
AC079610.2,False,False,False,0.000157,0.000157,0.999849,24.0
SPAG16,False,False,False,0.028369,0.031288,1.102876,4144.0
AC107218.3,False,False,False,0.000203,0.000216,1.06432,30.0
VWC2L,False,True,True,6.6e-05,6.6e-05,0.999941,10.0
BARD1,False,False,False,0.033292,0.036982,1.110838,4738.0
AC072062.1,False,False,False,0.000393,0.000406,1.032947,59.0
ABCA12,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
AC072062.3,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
ATIC,False,False,False,0.079746,0.083678,1.049309,11435.0
FN1,False,True,True,0.104111,5.311039,51.013456,1755.0
AC012668.2,False,True,True,2.6e-05,2.6e-05,0.99998,4.0
LINC00607,True,False,True,0.000334,0.00036,1.078104,49.0
AC093382.1,False,False,False,0.000629,0.000629,0.999377,96.0
MREG,False,False,False,0.003494,0.003704,1.060303,520.0
PECR,False,False,False,0.022726,0.023494,1.033814,3379.0
TMEM169,False,False,False,0.002432,0.002544,1.046093,362.0
XRCC5,False,False,False,0.577128,0.732077,1.268484,61416.0
RP11-566E18.3,False,False,False,0.003081,0.003163,1.026713,463.0
MARCH4,False,False,False,2e-05,2e-05,0.999987,3.0
AC098820.2,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
SMARCAL1,False,False,False,0.027058,0.027703,1.02382,4025.0
AC098820.4,False,False,False,0.000288,0.000288,0.999718,44.0
RPL37A,False,False,False,8.122726,51.356869,6.322615,145477.0
AC073321.4,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
IGFBP2,False,False,False,0.005087,0.008535,1.677914,626.0
IGFBP5,False,True,True,0.001311,0.024435,18.638811,58.0
DIRC3,True,False,True,0.00255,0.002845,1.115709,374.0
TNS1,False,False,False,0.008567,0.01126,1.314318,1148.0
AC010136.2,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
RUFY4,False,False,False,0.003041,0.003163,1.040069,454.0
CXCR2,False,True,True,0.036773,0.069349,1.885878,3947.0
CXCR1,False,True,True,0.009157,0.010633,1.161216,1288.0
ARPC2,False,False,False,2.545271,6.931286,2.723201,125103.0
GPBAR1,False,False,False,0.068813,0.106331,1.545219,8134.0
AAMP,False,False,False,0.127066,0.13659,1.074953,17647.0
PNKD,False,False,False,0.179177,0.186022,1.038207,24667.0
TMBIM1,False,False,False,0.097956,0.112063,1.144022,13444.0
C2orf62,False,False,False,0.00274,0.002798,1.02119,413.0
SLC11A1,False,True,True,0.410661,1.974777,4.80878,25618.0
CTDSP1,False,False,False,0.192765,0.212478,1.102264,25638.0
RP11-378A13.2,False,False,False,0.005362,0.005582,1.0411,800.0
VIL1,False,False,False,0.001521,0.001532,1.007107,231.0
USP37,False,False,False,0.030952,0.033626,1.086378,4478.0
RQCD1,False,False,False,0.07173,0.075211,1.048537,10330.0
PLCD4,False,True,True,0.00021,0.000223,1.062297,31.0
RP11-548H3.1,False,False,False,0.002851,0.002883,1.010948,432.0
ZNF142,False,False,False,0.011871,0.012005,1.011327,1790.0
BCS1L,False,False,False,0.019317,0.019783,1.024124,2884.0
RNF25,False,False,False,0.020622,0.020813,1.009264,3099.0
STK36,False,False,False,0.004143,0.00423,1.02118,624.0
TTLL4,False,False,False,0.011287,0.011816,1.046791,1675.0
CYP27A1,False,True,True,0.016577,0.034079,2.055797,1974.0
RP11-459I19.1,False,True,True,7.9e-05,7.9e-05,0.999928,12.0
WNT6,False,False,False,0.001023,0.001166,1.140011,151.0
WNT10A,False,False,False,0.004267,0.005508,1.290672,576.0
LINC00608,True,False,True,7.9e-05,7.9e-05,0.999928,12.0
FEV,False,False,False,2e-05,2e-05,0.999987,3.0
CCDC108,False,True,True,2.6e-05,2.6e-05,0.99998,4.0
IHH,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
RP11-33O4.1,False,False,False,0.001678,0.001741,1.037391,251.0
NHEJ1,False,False,False,0.000413,0.000413,0.999594,63.0
SLC23A3,False,False,False,0.003612,0.003677,1.018174,545.0
CNPPD1,False,False,False,0.093131,0.098866,1.061577,13198.0
FAM134A,False,False,False,0.107971,0.111705,1.03458,15370.0
ZFAND2B,False,False,False,0.122274,0.124563,1.018721,17406.0
ABCB6,False,False,False,0.000229,0.000229,0.999777,35.0
ATG9A,False,False,False,0.04123,0.042087,1.02078,6103.0
ANKZF1,False,False,False,0.110777,0.117895,1.06426,15527.0
GLB1L,False,False,False,0.011419,0.011891,1.041401,1699.0
STK16,False,False,False,0.090712,0.093444,1.030112,13051.0
TUBA4A,False,False,False,0.422158,0.621936,1.473231,45432.0
DNAJB2,False,False,False,0.067272,0.069145,1.027833,9801.0
PTPRN,False,True,True,0.000295,0.000334,1.133046,42.0
DNPEP,False,False,False,0.120281,0.127564,1.060543,16844.0
AC053503.4,False,False,False,0.000144,0.000144,0.999862,22.0
DES,False,False,False,0.000636,0.00078,1.226176,86.0
SPEG,False,False,False,0.00274,0.002824,1.03076,411.0
RP11-316O14.1,False,False,False,0.000511,0.000524,1.025136,77.0
GMPPA,False,False,False,0.050413,0.052408,1.039569,7373.0
ASIC4,False,True,True,0.000157,0.000157,0.999849,24.0
CHPF,False,False,False,0.017678,0.027316,1.545179,2214.0
TMEM198,False,False,False,0.000918,0.000943,1.02766,138.0
OBSL1,False,False,False,0.002347,0.002695,1.148499,332.0
STK11IP,False,False,False,0.022536,0.023444,1.040299,3336.0
SLC4A3,False,False,False,0.001934,0.00214,1.106548,280.0
RP11-256I23.3,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
EPHA4,False,False,False,0.006771,0.007486,1.10553,981.0
CTD-2308L22.1,False,False,False,0.00019,0.00019,0.999816,29.0
CCDC140,True,True,True,2e-05,2e-05,0.999987,3.0
RP11-384O8.1,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
SGPP2,False,False,False,0.002897,0.00302,1.042358,432.0
RP11-16P6.1,False,False,False,0.000891,0.000904,1.013821,135.0
FARSB,False,False,False,0.038916,0.04005,1.029138,5745.0
MOGAT1,False,False,False,0.001442,0.00165,1.14402,206.0
ACSL3,False,False,False,0.116735,0.17339,1.48533,14557.0
AC097461.4,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
KCNE4,False,False,False,0.000354,0.00076,2.147808,37.0
AC013448.1,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
SCG2,False,True,True,0.000361,0.001095,3.036023,32.0
AP1S3,False,False,False,0.017279,0.019694,1.139785,2461.0
WDFY1,False,False,False,0.060023,0.064653,1.077147,8581.0
MRPL44,False,False,False,0.075079,0.077177,1.027948,10895.0
AC073641.2,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
SERPINE2,False,True,True,0.015286,0.068815,4.501896,1813.0
FAM124B,False,False,False,0.001875,0.002028,1.082048,274.0
CUL3,False,False,False,0.141742,0.15967,1.126486,19127.0
DOCK10,False,False,False,0.170301,0.207661,1.219376,21854.0
AC067961.1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
NYAP2,False,False,False,0.000537,0.000537,0.999469,82.0
RP11-314B1.2,False,True,True,8.5e-05,8.5e-05,0.999921,13.0
IRS1,False,False,False,0.001023,0.001048,1.024625,154.0
RHBDD1,False,False,False,0.027052,0.032796,1.212355,3840.0
COL4A4,False,False,False,0.004057,0.00526,1.296436,549.0
COL4A3,False,False,False,0.000819,0.000858,1.047188,122.0
AC097662.2,False,False,False,0.000249,0.000262,1.052389,37.0
MFF,False,False,False,0.1821,0.20058,1.101482,24545.0
TM4SF20,False,False,False,0.000229,0.000229,0.999777,35.0
AGFG1,False,False,False,0.118551,0.162862,1.373773,15060.0
SLC19A3,False,False,False,0.00061,0.000609,0.999397,93.0
CCL20,False,True,True,0.227119,5.956512,26.226428,7851.0
DAW1,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
AC009410.1,False,False,False,2e-05,2e-05,0.999987,3.0
PID1,False,False,False,0.077747,0.135036,1.736867,8576.0
DNER,False,False,False,0.000262,0.000301,1.149745,37.0
TRIP12,False,False,False,0.158548,0.188656,1.189897,20716.0
FBXO36,False,False,False,0.003907,0.003983,1.01959,589.0
SLC16A14,False,False,False,0.00097,0.001035,1.066604,143.0
AC009950.2,False,False,False,0.004097,0.004185,1.02151,617.0
SP110,False,False,False,0.360392,0.46865,1.300391,41643.0
SP140,False,False,False,0.146547,0.172922,1.179981,19370.0
SP140L,False,False,False,0.113536,0.124428,1.095928,15684.0
SP100,False,False,False,0.462759,0.579925,1.253191,51661.0
AC010149.4,False,False,False,7.9e-05,7.9e-05,0.999928,12.0
AC098823.3,False,False,False,0.000197,0.000197,0.99981,30.0
CAB39,False,False,False,0.136111,0.151828,1.115473,18499.0
ITM2C,False,True,True,0.171049,1.401732,8.194937,10750.0
AC012507.3,False,True,True,3.3e-05,3.3e-05,0.999974,5.0
GPR55,False,True,True,0.009459,0.011218,1.185975,1317.0
C2orf72,False,False,False,0.000361,0.000505,1.399649,45.0
PSMD1,False,False,False,0.113307,0.130202,1.149109,15328.0
HTR2B,False,False,False,0.001324,0.002135,1.612548,163.0
ARMC9,False,False,False,0.00255,0.002714,1.064295,377.0
B3GNT7,False,True,True,0.033371,0.049077,1.470666,4171.0
AC017104.2,False,False,False,0.00038,0.00038,0.999626,58.0
NCL,False,False,False,0.956548,1.649962,1.724913,79531.0
NMUR1,False,False,False,0.038051,0.044561,1.171087,5260.0
PTMA,False,False,False,8.838974,56.090485,6.345814,148435.0
PDE6D,False,False,False,0.048493,0.049419,1.0191,7156.0
COPS7B,False,False,False,0.046736,0.047947,1.025921,6885.0
NPPC,False,False,False,0.000131,0.000275,2.099883,12.0
DIS3L2,False,False,False,0.047116,0.048869,1.037198,6901.0
AC105461.1,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
ALPP,False,True,True,2.6e-05,2.6e-05,0.99998,4.0
ECEL1,False,False,False,0.000649,0.00116,1.787242,77.0
CHRNG,False,False,False,7.9e-05,7.9e-05,0.999928,12.0
TIGD1,False,False,False,0.0129,0.013533,1.049099,1910.0
EIF4E2,False,False,False,0.194757,0.227241,1.166788,25318.0
AC073254.1,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
EFHD1,False,False,False,0.00061,0.000898,1.472518,81.0
GIGYF2,False,False,False,0.104812,0.117595,1.121962,14366.0
KCNJ13,False,False,False,0.000151,0.000177,1.17377,21.0
C2orf82,False,True,True,0.000675,0.000675,0.999331,103.0
NGEF,False,False,False,0.000197,0.000236,1.199811,28.0
INPP5D,False,False,False,0.140129,0.156795,1.118929,18932.0
ATG16L1,False,False,False,0.050846,0.053361,1.049457,7395.0
SAG,False,False,False,0.002727,0.00285,1.045357,406.0
RP11-400N9.1,False,False,False,0.001232,0.001257,1.020051,186.0
DGKD,False,False,False,0.109099,0.132121,1.211025,14397.0
USP40,False,False,False,0.018498,0.020135,1.088526,2680.0
UGT1A8,False,False,False,2e-05,2e-05,0.999987,3.0
MROH2A,False,False,False,2e-05,2e-05,0.999987,3.0
HJURP,False,False,False,0.000249,0.000249,0.999757,38.0
TRPM8,False,False,False,0.001265,0.001329,1.050555,188.0
SPP2,False,True,True,0.000216,0.000242,1.121003,31.0
AC097713.4,False,False,False,0.000655,0.000668,1.019351,99.0
ARL4C,False,True,True,1.099096,3.188858,2.901346,69738.0
SH3BP4,False,False,False,0.008482,0.010966,1.292918,1142.0
AGAP1,False,False,False,0.013647,0.0151,1.106437,1967.0
ASB18,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
IQCA1,False,False,False,0.000524,0.000537,1.024482,79.0
ACKR3,False,False,False,0.00506,0.006896,1.362824,676.0
AC105760.3,False,False,False,0.000105,0.000105,0.999902,16.0
AC105760.2,False,False,False,0.001678,0.001754,1.045204,251.0
COPS8,False,False,False,0.095098,0.097591,1.026221,13714.0
AC112715.2,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
COL6A3,False,True,True,0.013896,0.061462,4.422925,1438.0
AC112721.1,False,True,True,2.6e-05,3.9e-05,1.499984,3.0
AC112721.2,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
MLPH,False,True,True,0.00137,0.002299,1.678067,160.0
RAB17,False,False,False,0.000537,0.000734,1.365325,68.0
AC104667.3,False,True,True,0.000144,0.000144,0.999862,22.0
AC096574.5,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
LRRFIP1,False,False,False,0.823222,1.734576,2.107056,70346.0
RBM44,False,False,False,0.001947,0.002009,1.03173,292.0
RAMP1,False,True,True,0.020386,0.037354,1.83236,2398.0
UBE2F,False,False,False,0.149883,0.174771,1.166052,19813.0
UBE2F-SCLY,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
SCLY,False,False,False,0.009878,0.010095,1.02198,1483.0
ESPNL,False,False,False,0.000105,0.000105,0.999902,16.0
KLHL30,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
FAM132B,False,False,False,0.002235,0.00227,1.015367,338.0
ILKAP,False,False,False,0.096415,0.101763,1.055472,13676.0
AC016757.3,False,False,False,0.007695,0.007885,1.024679,1155.0
HES6,False,False,False,0.021664,0.026438,1.220402,2992.0
PER2,False,False,False,0.027924,0.030762,1.101661,4011.0
TRAF3IP1,False,False,False,0.020484,0.021992,1.073603,2986.0
ASB1,False,False,False,0.042305,0.043505,1.028356,6238.0
TWIST2,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
RP11-648F7.1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
HDAC4,False,False,False,0.038057,0.0407,1.069425,5514.0
AC017028.1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
AC062017.1,False,False,False,0.01994,0.020539,1.030034,2971.0
AC093802.1,False,False,False,0.000157,0.000157,0.999849,24.0
NDUFA10,False,False,False,0.204478,0.227863,1.114362,26923.0
MYEOV2,False,False,False,0.575358,0.679672,1.181303,62806.0
GPC1,False,False,False,0.001842,0.002166,1.176102,262.0
ANKMY1,False,False,False,0.018701,0.018994,1.015656,2805.0
DUSP28,False,False,False,0.041046,0.042692,1.040085,6014.0
RNPEPL1,False,False,False,0.241618,0.285916,1.183338,30262.0
CAPN10-AS1,False,True,True,0.017921,0.026108,1.456851,2590.0
CAPN10,False,False,False,0.039309,0.040452,1.029065,5797.0
GPR35,False,False,False,0.025275,0.030667,1.213322,3465.0
AC011298.2,False,False,False,0.000111,0.000111,0.999895,17.0
AGXT,False,True,True,0.002196,0.003384,1.541098,288.0
C2orf54,False,True,True,3.3e-05,3.3e-05,0.999974,5.0
AC104809.3,False,False,False,0.000931,0.001009,1.083583,136.0
AC104809.2,False,False,False,2e-05,2e-05,0.999987,3.0
SNED1,False,False,False,0.006017,0.007685,1.277215,817.0
AC093585.6,False,False,False,2e-05,2e-05,0.999987,3.0
AC005237.4,False,True,True,5.2e-05,6.6e-05,1.249956,7.0
MTERFD2,False,False,False,0.148474,0.159572,1.074746,20383.0
PASK,False,True,True,0.024436,0.033816,1.383834,3172.0
PPP1R7,False,False,False,0.226653,0.237711,1.048789,30329.0
ANO7,False,False,False,0.000642,0.000721,1.121814,93.0
HDLBP,False,False,False,0.15145,0.248258,1.639213,18481.0
AC104841.2,False,False,False,0.000105,0.000105,0.999902,16.0
SEPT2,False,False,False,0.285122,0.343907,1.206172,35031.0
FARP2,False,False,False,0.020091,0.023135,1.151532,2839.0
STK25,False,False,False,0.080218,0.082174,1.024381,11626.0
BOK-AS1,True,False,True,0.00019,0.000216,1.137748,27.0
BOK,False,False,False,0.00489,0.005574,1.13989,697.0
THAP4,False,False,False,0.03476,0.035335,1.016538,5168.0
ATG4B,False,False,False,0.082788,0.086108,1.040101,11897.0
DTYMK,False,False,False,0.056798,0.058475,1.029533,8311.0
AC133528.2,False,False,False,0.003664,0.003703,1.010654,555.0
ING5,False,False,False,0.039277,0.042205,1.074549,5678.0
AC114730.11,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
D2HGDH,False,False,False,0.04199,0.043348,1.032322,6178.0
AC114730.8,False,False,False,0.000105,0.000105,0.999902,16.0
AC114730.7,False,False,False,0.000767,0.000766,0.99924,117.0
GAL3ST2,False,True,True,5.2e-05,6.6e-05,1.249956,7.0
AC114730.5,False,False,False,0.000131,0.000131,0.999875,20.0
AC114730.3,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
NEU4,False,False,False,0.002261,0.002453,1.084702,332.0
AC114730.2,False,False,False,0.000249,0.000249,0.999757,38.0
PDCD1,False,True,True,0.044101,0.053719,1.218095,5978.0
CXXC11,False,True,True,0.005087,0.005257,1.03358,763.0
AC131097.3,False,False,False,0.001553,0.001604,1.032209,233.0
AC093642.3,False,False,False,0.002438,0.002498,1.02445,368.0
RP11-341N2.1,False,False,False,0.000439,0.000465,1.059269,65.0
CHL1,False,True,True,0.000426,0.000727,1.707277,53.0
AC090044.1,False,False,False,0.000118,0.000131,1.111,17.0
AC087430.1,False,True,True,3.9e-05,3.9e-05,0.999967,6.0
CNTN6,False,False,False,2.6e-05,3.9e-05,1.499984,3.0
CNTN4,False,True,True,0.000347,0.000426,1.226076,48.0
IL5RA,False,False,False,0.002956,0.007274,2.460475,342.0
TRNT1,False,False,False,0.059348,0.063587,1.07143,8506.0
CRBN,False,False,False,0.23505,0.263102,1.119345,30415.0
RP11-97C16.1,False,False,False,0.006653,0.006806,1.02291,1000.0
AC026188.1,False,True,True,7.9e-05,9.2e-05,1.166596,11.0
SUMF1,False,False,False,0.040758,0.044393,1.089194,5892.0
LRRN1,False,True,True,0.001416,0.00161,1.13748,201.0
SETMAR,False,False,False,0.008305,0.008472,1.020115,1249.0
ITPR1-AS1,False,False,False,0.001311,0.001375,1.048696,195.0
ITPR1,False,False,False,0.055513,0.060284,1.085951,7927.0
EGOT,True,False,True,0.001757,0.002278,1.296759,240.0
AC018816.3,False,False,False,0.006856,0.007583,1.105962,1000.0
BHLHE40-AS1,True,False,True,0.003553,0.003894,1.096085,517.0
BHLHE40,False,False,False,0.119088,0.172527,1.448733,14805.0
ARL8B,False,False,False,0.120426,0.142854,1.186245,16060.0
AC026202.3,False,False,False,0.002143,0.002821,1.315908,291.0
AC026202.1,False,False,False,0.000216,0.000229,1.060397,32.0
EDEM1,False,False,False,0.075695,0.094993,1.254933,10322.0
AC026167.1,False,True,True,3.3e-05,3.3e-05,0.999974,5.0
AC069277.2,False,False,False,0.000341,0.000354,1.038127,51.0
GRM7,False,True,True,0.00019,0.00019,0.999816,29.0
GRM7-AS1,True,False,True,0.000308,0.000308,0.999698,47.0
RP11-157E16.1,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
LMCD1-AS1,True,False,True,0.000302,0.000301,0.999705,46.0
AC023481.1,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
LMCD1,False,True,True,0.004333,0.027938,6.448054,296.0
LINC00312,False,False,False,0.000203,0.000256,1.25787,28.0
AC034187.2,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
SSUH2,False,True,True,0.000105,0.000118,1.124902,15.0
OXTR,False,False,False,0.000164,0.000177,1.079843,24.0
RAD18,False,False,False,0.021349,0.022624,1.059714,3132.0
SRGAP3,False,False,False,0.010815,0.013753,1.271617,1466.0
RP11-380O24.1,False,True,True,0.00021,0.00021,0.999797,32.0
SETD5-AS1,False,False,False,0.25402,0.291266,1.146628,32210.0
THUMPD3,False,False,False,0.061773,0.065338,1.057716,8894.0
SETD5,False,False,False,0.135449,0.150533,1.111364,18390.0
RP11-58B17.2,False,False,False,0.001488,0.001525,1.02495,224.0
LHFPL4,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
MTMR14,False,False,False,0.129412,0.150684,1.16437,17292.0
CPNE9,False,False,False,0.001029,0.001054,1.024455,155.0
BRPF1,False,False,False,0.022444,0.023015,1.02546,3344.0
OGG1,False,False,False,0.04848,0.0506,1.043739,7068.0
CAMK1,False,False,False,0.085108,0.126371,1.484834,10209.0
TADA3,False,False,False,0.178528,0.192488,1.078198,24098.0
ARPC4,False,False,False,0.573444,0.777808,1.356381,59926.0
ARPC4-TTLL3,False,False,False,0.000288,0.000288,0.999718,44.0
TTLL3,False,False,False,0.033122,0.034634,1.04565,4872.0
RP11-266J6.2,False,False,False,0.000924,0.000936,1.013267,140.0
RPUSD3,False,False,False,0.072942,0.074675,1.023757,10620.0
CIDEC,False,False,False,9.8e-05,9.8e-05,0.999908,15.0
JAGN1,False,False,False,0.122628,0.127492,1.039662,17300.0
IL17RE,False,False,False,0.011084,0.012181,1.098917,1606.0
IL17RC,False,False,False,0.009255,0.00955,1.031828,1384.0
CRELD1,False,False,False,0.043242,0.044427,1.027403,6367.0
PRRT3,False,False,False,0.017672,0.018107,1.02462,2641.0
PRRT3-AS1,True,False,True,0.000708,0.000707,0.999299,108.0
RP11-1020A11.2,False,False,False,0.001298,0.001309,1.00881,197.0
EMC3,False,False,False,0.179399,0.189954,1.058833,24447.0
AC022007.5,False,False,False,0.000197,0.000197,0.99981,30.0
FANCD2,False,False,False,0.012317,0.012742,1.034524,1836.0
BRK1,False,False,False,0.874049,1.299236,1.486457,79999.0
VHL,False,False,False,0.086131,0.092334,1.072019,12190.0
IRAK2,False,False,False,0.020687,0.023956,1.158028,2923.0
TATDN2,False,False,False,0.030926,0.031988,1.034363,4571.0
RP11-438J1.1,False,False,False,2e-05,2e-05,0.999987,3.0
LINC00852,True,False,True,0.005087,0.005192,1.020693,766.0
GHRL,False,False,False,0.019796,0.022826,1.15306,2811.0
GHRLOS,True,False,True,0.003474,0.003541,1.019174,524.0
SEC13,False,False,False,0.120399,0.135886,1.128628,16452.0
ATP2B2,False,True,True,0.000131,0.000197,1.499879,16.0
SLC6A11,False,False,False,0.000177,0.000177,0.99983,27.0
SLC6A1,False,True,True,9.8e-05,0.000203,2.066582,9.0
HRH1,False,False,False,0.005073,0.007237,1.42646,647.0
ATG7,False,False,False,0.052354,0.057741,1.102906,7420.0
VGLL4,False,False,False,0.092109,0.100537,1.091502,12924.0
RP11-169K17.4,False,True,True,4.6e-05,4.6e-05,0.999961,7.0
