gene,lineage,rho_main,rho_roots_median,rho_roots_min,rho_roots_max,sign_consistent_frac
LINC00342,LSEC,0.07547934326395617,0.04174838138868264,-0.05302979132668925,0.11654739168728433,0.7
LINC00355,LSEC,,,,,0.0
LINC00359,LSEC,,,,,0.0
LINC00379,LSEC,,,,,0.0
LINC00381,LSEC,,,,,0.0
LINC00384,LSEC,,,,,0.0
LINC00393,LSEC,,,,,0.0
LINC00398,LSEC,,,,,0.0
LINC00399,LSEC,,,,,0.0
LINC00402,LSEC,,,,,0.0
LINC00407,LSEC,0.028395618824747476,0.01287904055391215,-0.03207720907682087,0.042274432900042305,0.55
LINC00412,LSEC,,,,,0.0
LINC00426,LSEC,,,,,0.0
LINC00427,LSEC,0.007833956334442274,0.026011183141702865,-0.042229920865352884,0.03451837022779533,0.8
LINC00449,LSEC,,,,,0.0
LINC00461,LSEC,,,,,0.0
LINC00462,LSEC,,,,,0.0
LINC00469,LSEC,,,,,0.0
LINC00470,LSEC,,,,,0.0
LINC00472,LSEC,0.02950754766950236,0.02023989051361222,-0.02210682770128193,0.06139318945318042,0.7
LINC00479,LSEC,,,,,0.0
LINC00482,LSEC,-0.0032248167877270183,0.00877945061591421,-0.0023974798590474184,0.03307398172618417,0.95
LINC00484,LSEC,,,,,0.0
LINC00485,LSEC,,,,,0.0
LINC00486,LSEC,,,,,0.0
LINC00487,LSEC,-0.03307558431355824,-0.031690909638815296,-0.06181518116104718,0.0028006709255404038,0.9
LINC00491,LSEC,0.0006120278386283026,0.02135977161140979,-0.042229920865352884,0.0418627041621759,0.7
LINC00494,LSEC,,,,,0.0
LINC00500,LSEC,,,,,0.0
LINC00501,LSEC,0.031947853176397395,0.0345795728824991,0.02044172981018531,0.03965940394311401,1.0
LINC00504,LSEC,0.00836577885007256,0.03540805962505521,-0.008055685232035736,0.08053766445067798,0.95
LINC00507,LSEC,,,,,0.0
LINC00511,LSEC,0.005134149581896286,-0.00034829026540097096,-0.03521520341466763,0.029306567771958426,0.5
LINC00525,LSEC,,,,,0.0
LINC00526,LSEC,-0.051297971029353254,-0.039634495159963756,-0.06763628287102495,-0.0025780943694941306,1.0
LINC00528,LSEC,0.02116396954680199,0.022164359592866126,-0.04116805117563127,0.055965853944980284,0.75
LINC00534,LSEC,,,,,0.0
LINC00543,LSEC,,,,,0.0
LINC00544,LSEC,,,,,0.0
LINC00545,LSEC,,,,,0.0
LINC00551,LSEC,-0.028153280576901914,-0.03953699837538835,-0.05569453331517554,0.0028153280576901922,0.95
LINC00562,LSEC,-0.03453914634315434,-0.012362307862979583,-0.04502587049142826,0.03194503335248512,0.65
LINC00563,LSEC,0.05153274401250307,0.0517775551479544,0.05092071617387478,0.05238958298658271,1.0
LINC00570,LSEC,,,,,0.0
LINC00571,LSEC,-0.014529343270052661,-0.020097570585147925,-0.05092447657913871,0.008401079525142432,0.85
LINC00574,LSEC,,,,,0.0
LINC00578,LSEC,,,,,0.0
LINC00582,LSEC,,,,,0.0
LINC00592,LSEC,,,,,0.0
LINC00595,LSEC,,,,,0.0
LINC00598,LSEC,-0.012730179043468693,-0.00263171971068181,-0.05557212774744988,0.024113896841955123,0.6
LINC00601,LSEC,,,,,0.0
LINC00604,LSEC,,,,,0.0
LINC00607,LSEC,,,,,0.0
LINC00608,LSEC,,,,,0.0
LINC00621,LSEC,,,,,0.0
LINC00623,LSEC,0.05189996071568005,0.05202236628340572,0.051899960715680066,0.05275679968975969,1.0
LINC00629,LSEC,,,,,0.0
LINC00630,LSEC,0.005311957078977097,0.03682827827253159,-0.015313252622729796,0.08533733008291437,0.75
LINC00632,LSEC,0.004774116654926981,-0.024325398660259713,-0.06357403680686985,0.0031321576054505916,0.9
LINC00636,LSEC,,,,,0.0
LINC00638,LSEC,0.012237515461675343,0.014789724094974631,-0.009354171347604053,0.04232014785700281,0.85
LINC00639,LSEC,0.05618415558607817,0.056184155586078185,0.056184155586078185,0.05618415579630517,1.0
LINC00640,LSEC,-0.03402874782773362,-0.031029811471355202,-0.05667377785698082,0.02117616321653927,0.7
LINC00642,LSEC,-0.014263794312918477,-0.009845111450917706,-0.02729671171325887,0.018247257131896066,0.7
LINC00648,LSEC,,,,,0.0
LINC00649,LSEC,0.04360387137213734,0.05412456340149799,0.023022460898774588,0.07471032825797355,1.0
LINC00654,LSEC,-0.0050714555567944975,-0.007759068198083155,-0.026917994674433607,0.010413705836244071,0.7
LINC00656,LSEC,,,,,0.0
LINC00659,LSEC,,,,,0.0
LINC00662,LSEC,0.07634686099048624,0.040412559658615774,-0.02161827424586674,0.0689216866246,0.8
LINC00663,LSEC,-0.032573549042304785,-0.019792513486713754,-0.026504543840694263,0.014003026185690682,0.8
LINC00664,LSEC,0.05398085536701629,0.053980855367016294,0.053980855367016294,0.05434807207019327,1.0
LINC00665,LSEC,0.033688430956597556,0.026238786588424365,-0.039710249256855616,0.05033835080717564,0.7
LINC00667,LSEC,-0.039905186452234995,-0.039196210953422156,-0.06355407966208855,-0.005909510342044235,1.0
LINC00671,LSEC,0.032451303035307764,0.02050011996530387,-0.0036672739236838525,0.03714689263393068,0.95
LINC00677,LSEC,,,,,0.0
LINC00678,LSEC,,,,,0.0
LINC00682,LSEC,,,,,0.0
LINC00683,LSEC,0.006609900657185667,-0.008568389740796236,-0.05153274401250308,0.011261312230760769,0.75
LINC00685,LSEC,-0.007824743238802103,-0.022161871278495955,-0.062064010289071825,0.038824805067681545,0.9
LINC00686,LSEC,,,,,0.0
LINC00687,LSEC,,,,,0.0
LINC00691,LSEC,,,,,0.0
LINC00692,LSEC,,,,,0.0
LINC00702,LSEC,0.0291325251187072,0.01670835999455266,-0.042474732000804205,0.033049503285928344,0.7
LINC00707,LSEC,,,,,0.0
LINC00838,LSEC,,,,,0.0
LINC00839,LSEC,0.0615798023397254,0.0558665859221649,0.005133470972624399,0.07874091708456216,1.0
LINC00842,LSEC,0.07716126192413342,0.07716126192413343,0.0763823241577303,0.07716126221285148,1.0
LINC00844,LSEC,-0.011693359298470048,-1.6450528533364312e-05,-0.01498777989787296,0.02932498184437071,0.5
LINC00847,LSEC,0.029004569972840188,0.03072258071368357,-0.007162745950460025,0.0910524790136136,0.9
LINC00852,LSEC,-0.03510421567694561,-0.034297218998660325,-0.05878258142234127,0.008739838346923382,0.9
LINC00853,LSEC,0.00420552394723852,0.029536841993002855,-0.021070491668255104,0.06492534839904904,0.7
LINC00861,LSEC,0.02991496198433152,0.020236589690754023,-0.0011883068331292777,0.03991085833204466,0.9
LINC00862,LSEC,,,,,0.0
LINC00863,LSEC,0.0020456126838706993,-0.009668515984756014,-0.04803101309287746,0.01381559949489706,0.7
LINC00865,LSEC,0.008198884792830874,0.012361429354322575,-0.014538379106264824,0.03522559705333412,0.8
LINC00867,LSEC,,,,,0.0
LINC00868,LSEC,,,,,0.0
LINC00869,LSEC,,,,,0.0
LINC00870,LSEC,0.07620539454061288,0.07629208818862089,0.07620539454061288,0.07681225007666895,1.0
LINC00871,LSEC,,,,,0.0
LINC00877,LSEC,-0.02777627194586017,-0.01583790408232308,-0.03129901706222856,0.029548364686324928,0.65
LINC00880,LSEC,0.02937733625415852,0.024358707977406444,-0.0471261435743793,0.036476859182246836,0.75
LINC00881,LSEC,,,,,0.0
LINC00882,LSEC,,,,,0.0
LINC00885,LSEC,,,,,0.0
LINC00886,LSEC,0.05189996071568005,0.05202236628340572,0.051899960715680066,0.05275679968975969,1.0
LINC00887,LSEC,-0.0238690857065038,-0.036048439695207025,-0.05471528877337026,0.006120278386283026,0.85
LINC00896,LSEC,-0.002607894082443028,0.024076410774421665,-0.0030404301327195383,0.04739103625141443,0.9
LINC00900,LSEC,,,,,0.0
LINC00907,LSEC,0.03208671741240884,0.019110822342066243,0.004750625472886102,0.04947466663352456,1.0
LINC00910,LSEC,0.047453349943453633,0.03585019030750941,-0.038073365077857746,0.06535291389858865,0.65
LINC00920,LSEC,0.0012573364681259726,0.001528346416316997,-0.02965566344776813,0.061649212754119415,0.55
LINC00923,LSEC,0.03855775383358306,0.032376272663437206,-0.033906342260007966,0.03929218723993703,0.75
LINC00924,LSEC,0.04041254486760297,0.004627635559486857,-0.08123711584627778,0.06241569065695245,0.5
LINC00926,LSEC,-0.00116851420174482,0.0015170499923798408,-0.08006405702604179,0.06257311612456952,0.55
LINC00929,LSEC,,,,,0.0
LINC00937,LSEC,0.020419099269281954,0.003362293367309521,-0.057147505534368384,0.02774007504997674,0.55
LINC00938,LSEC,0.015115446486940676,0.012424456846951277,-0.02832980252801294,0.043602765177607736,0.75
LINC00939,LSEC,,,,,0.0
LINC00940,LSEC,,,,,0.0
LINC00941,LSEC,0.017350848068527335,0.009938354725889997,-0.044994189754108564,0.0321750890019912,0.75
LINC00943,LSEC,,,,,0.0
LINC00944,LSEC,,,,,0.0
LINC00951,LSEC,,,,,0.0
LINC00954,LSEC,-0.07127815302687404,-0.02007758016322429,-0.07179211629377928,0.053072171356626015,0.55
LINC00957,LSEC,0.036083760680459744,0.03775331254693654,-0.013785595098942121,0.05074002101853605,0.85
LINC00958,LSEC,0.05557212774744987,0.05557212774744988,0.05557212774744988,0.05557212795538681,1.0
LINC00960,LSEC,0.04661266070116062,0.024537441254197708,-0.04004177926701737,0.05664606493198653,0.7
LINC00964,LSEC,-0.0076126615012469855,-0.007402346919923848,-0.034377561446068225,0.03653131503585274,0.65
LINC00968,LSEC,,,,,0.0
LINC00970,LSEC,,,,,0.0
LINC00971,LSEC,,,,,0.0
LINC00987,LSEC,0.05655829740482098,0.06391595900255781,0.012342897637417197,0.07414825366065177,1.0
LINC00989,LSEC,,,,,0.0
LINC00992,LSEC,,,,,0.0
LINC00996,LSEC,-0.045800161023653974,-0.007162666486012116,-0.0741243741125153,0.021578701602769597,0.7
LINC01001,LSEC,0.016011604497944757,0.01798589667852876,-0.0041465085078861855,0.03899434508308857,0.85
LINC01003,LSEC,0.05108729300371459,0.04208057620220926,-2.2851537758538893e-05,0.07437774860919293,0.95
LINC01004,LSEC,0.01004153796003417,0.0038209784874268632,-0.01728619610932458,0.05102796798403636,0.6
LINC01010,LSEC,,,,,0.0
LINC01011,LSEC,0.06691020406884274,0.03726398958640359,-0.04913670167301357,0.07668337556549891,0.8
LINC01013,LSEC,,,,,0.0
LINC01018,LSEC,,,,,0.0
LINC01023,LSEC,-0.027312445658817706,-0.013806583847458753,-0.05072799537982583,0.015826602621007702,0.75
LINC01030,LSEC,,,,,0.0
LINC01031,LSEC,0.0047304901739939195,0.034881515542439026,0.0015394181754884247,0.051279386015712754,1.0
LINC01036,LSEC,,,,,0.0
LINC01048,LSEC,,,,,0.0
LINC01050,LSEC,,,,,0.0
LINC01054,LSEC,,,,,0.0
LINC01058,LSEC,,,,,0.0
LINC01063,LSEC,0.02566099754762935,0.01755726562367239,-0.04847560281769738,0.03576323949069413,0.85
LINC01068,LSEC,,,,,0.0
LINC01072,LSEC,,,,,0.0
LINC01085,LSEC,,,,,0.0
LINC01087,LSEC,-0.05532731661199855,-0.02368547735491531,-0.05287920525748535,0.024725924680583426,0.7
LINC01088,LSEC,0.03945213517198807,0.02397750544051145,0.0008732753704720577,0.04482620915872101,1.0
LINC01090,LSEC,,,,,0.0
LINC01091,LSEC,-0.00509907800649248,-0.006608759328524396,-0.04629832340651947,0.027338329194955206,0.75
LINC01093,LSEC,,,,,0.0
LINC01094,LSEC,0.03301602135707533,0.0016296697490361383,-0.07940535811122013,0.047488651013854806,0.6
LINC01095,LSEC,,,,,0.0
LINC01099,LSEC,-0.020865882509470503,-0.015320985847163186,-0.08044986456263635,0.0269354814185165,0.65
LINC01102,LSEC,,,,,0.0
LINC01104,LSEC,,,,,0.0
LINC01106,LSEC,0.008182546828654493,0.024457027785782133,-0.025819670862785984,0.05326109415816605,0.8
LINC01111,LSEC,,,,,0.0
LINC01114,LSEC,,,,,0.0
LINC01115,LSEC,,,,,0.0
LINC01116,LSEC,0.02672797907784865,0.037526670641634764,0.015298539415755241,0.05456675669855418,1.0
LINC01117,LSEC,,,,,0.0
LINC01118,LSEC,-0.00972348498539703,-0.013339169421189059,-0.07143892184174683,0.0045002393024027604,0.8
LINC01119,LSEC,-0.024341525543168728,-0.020975201869120167,-0.07950012604082259,0.021116521837270853,0.8
LINC01122,LSEC,-0.0015912723804335867,-0.019584890882135775,-0.04896222709026421,0.027051630467370975,0.7
LINC01123,LSEC,,,,,0.0
LINC01124,LSEC,0.01750399618476945,0.03139702812163192,-0.05287920525748535,0.042474732000804205,0.8
LINC01132,LSEC,,,,,0.0
LINC01133,LSEC,,,,,0.0
LINC01134,LSEC,0.024591352399793952,-0.00765756603146858,-0.06400619998124095,0.025365442779426744,0.55
LINC01135,LSEC,-0.022889841164698513,-0.0077727535505794434,-0.055939344450626864,0.0033049503409591278,0.9
LINC01138,LSEC,,,,,0.0
LINC01140,LSEC,,,,,0.0
LINC01149,LSEC,,,,,0.0
LINC01150,LSEC,,,,,0.0
LINC01151,LSEC,-0.05030868833524647,-0.013770626369136809,-0.052267177418857044,0.02313465230014984,0.65
LINC01152,LSEC,,,,,0.0
LINC01160,LSEC,,,,,0.0
LINC01166,LSEC,-0.007840356577005629,0.004074910992573436,-0.09186825878963151,0.03628319533546745,0.55
LIPE-AS1,LSEC,0.00993872638916114,0.03347201203310249,-0.000931397341906487,0.06957539565226557,0.95
LL22NC03-63E9.3,LSEC,-0.004284194870398118,0.011016501117293968,-0.04749336027755628,0.03145823090549475,0.7
LMCD1-AS1,LSEC,-0.026936688718280977,0.0017684587854162178,-0.025192609076789614,0.046660279132034306,0.55
LMLN-AS1,LSEC,,,,,0.0
LOH12CR2,LSEC,-0.0012434673095960043,0.0019686694388542994,-0.058369499738112264,0.04144508035879452,0.5
LOXL1-AS1,LSEC,0.05773834244923836,0.06861848849321965,0.032250596372836886,0.07421013557075978,1.0
LPP-AS1,LSEC,,,,,0.0
LPP-AS2,LSEC,0.01833546990665935,0.015039829926290889,-0.005206083702043817,0.04793547771173816,0.85
LRP4-AS1,LSEC,,,,,0.0
LUCAT1,LSEC,0.009460533031188245,-0.003834099262357271,-0.056561410646732264,0.03493805136376677,0.6
LY86-AS1,LSEC,,,,,0.0
MAFG-AS1,LSEC,,,,,0.0
MALAT1,LSEC,0.0750466454816586,0.06646813272148908,-0.14185140837009064,0.18772059315982065,0.7
MAMDC2-AS1,LSEC,0.015667912668884548,-0.021420974351990592,-0.05214477185113139,0.010894095527583787,0.8
MAP3K14-AS1,LSEC,,,,,0.0
MAPKAPK5-AS1,LSEC,-0.07473921866364876,-0.03467685719411193,-0.09499158103071707,0.026482154207863744,0.8
MAST4-AS1,LSEC,-0.061748809873558554,-0.05656939625197463,-0.08572414067416423,0.00963874413081231,0.9
MATN1-AS1,LSEC,-0.037456103724052114,-0.038190537130406085,-0.051655149580228744,-0.002080894651336229,1.0
MBNL1-AS1,LSEC,-0.03856040244419818,-0.04200530971531207,-0.0769904847594553,-0.020462497499180336,1.0
MCCC1-AS1,LSEC,-0.0008568389740796236,0.0022645030029247197,-0.052511988554308366,0.026439602628742676,0.55
MCF2L-AS1,LSEC,-0.008470994401518868,-0.042753400538265436,-0.07122131041654661,-0.023378477000904542,1.0
MCM3AP-AS1,LSEC,0.023674403495560874,0.04138085602732331,0.013265893720415721,0.06230127219726946,1.0
MDC1-AS1,LSEC,,,,,0.0
MDS2,LSEC,-0.008813200876247556,-0.0017748807320220777,-0.045412465626220054,0.011750934501663412,0.6
MED4-AS1,LSEC,,,,,0.0
MEF2C-AS1,LSEC,-0.01144596870108264,0.012782678901635248,-0.03722259935040314,0.0671166246070637,0.65
MEG3,LSEC,-0.0629768230384832,-0.0476858100467813,-0.26658028755414676,0.14766298994230082,0.7
MEG8,LSEC,-0.02841798003806043,-0.04610500816079997,-0.10105643098354078,0.06262692380447932,0.9
MEG9,LSEC,0.01727640497894894,0.005400679554020727,-0.0437460491466266,0.024413674959043747,0.6
MEIS1-AS2,LSEC,0.02718129818971025,0.012669868983758405,-0.027293014686778305,0.048088339324845866,0.6
MIAT,LSEC,0.06215974150637305,-0.011949404192875674,-0.1600980970791501,0.06219301721320444,0.55
MID1IP1-AS1,LSEC,,,,,0.0
MIMT1,LSEC,0.03476318123408758,0.02129856878426493,-0.05287920525748535,0.03292709771820268,0.75
MIR155HG,LSEC,0.07940858127766748,0.061222894645296226,0.032473202912639124,0.07529641821849582,1.0
MIR181A1HG,LSEC,-1.5319254329672082e-05,0.02269134659745283,-0.034851609429037804,0.09372720156901272,0.75
MIR181A2HG,LSEC,0.05496009990882157,0.05496009990882158,0.05471528877337026,0.05496010011446845,1.0
MIR202HG,LSEC,,,,,0.0
MIR210HG,LSEC,0.012646688488205746,0.005579463075795256,-0.0034157001299713625,0.015663195421562085,0.8
MIR22HG,LSEC,0.016282052946603214,0.0024185277957667825,-0.06374965146023542,0.050624780285659955,0.55
MIR4458HG,LSEC,-0.020453563510391272,0.0041606229443768026,-0.11381482242098018,0.032682718251934736,0.55
MIR4500HG,LSEC,,,,,0.0
MIR497HG,LSEC,0.018823671735591112,0.01870975998312724,0.006833821402111543,0.03628748830377826,1.0
MIR503HG,LSEC,0.027978157474693968,0.016754405433755275,-0.12967853478708036,0.21861063255390073,0.6
MIS18A-AS1,LSEC,0.009073002968407918,0.03126294131838007,-0.0022592551108839443,0.05405768438692851,0.9
MKNK1-AS1,LSEC,,,,,0.0
MNX1-AS1,LSEC,,,,,0.0
MNX1-AS2,LSEC,,,,,0.0
MORC2-AS1,LSEC,-0.06007458096568655,-0.019837544672463375,-0.05246622186797195,0.036423209228481315,0.7
MORF4L2-AS1,LSEC,-0.012995486052084733,-0.011484356681857637,-0.029006542760892078,0.0031127636154672676,0.95
MPRIP-AS1,LSEC,0.043571685718718285,0.030368772503418483,-0.0012071142853639287,0.07901250533559766,0.95
MRPL23-AS1,LSEC,,,,,0.0
MTUS2-AS1,LSEC,,,,,0.0
MYCBP2-AS1,LSEC,,,,,0.0
MYLK-AS1,LSEC,0.005583153841296504,0.0073587368347610965,0.0012290544380397282,0.026523376250419544,1.0
NAALADL2-AS2,LSEC,,,,,0.0
NALCN-AS1,LSEC,-0.005508250547654722,0.022277813326070216,-0.04210751529762722,0.03978180951083967,0.75
NAPA-AS1,LSEC,0.006897066359740935,0.0058106821645022184,-0.013773110119186761,0.04383767252662012,0.8
NAV2-AS2,LSEC,,,,,0.0
NAV2-AS3,LSEC,-0.021298568784264928,-0.029683350173472678,-0.05410326093474195,0.0015912723804335869,0.9
NCAM1-AS1,LSEC,,,,,0.0
NCBP2-AS1,LSEC,-0.039169781672211364,-0.02760245552213645,-0.056184155586078185,0.0006120278386283027,0.95
NDUFB2-AS1,LSEC,0.0286694336829631,0.02185662254531206,-0.014919360230309955,0.05362974717562775,0.8
NEAT1,LSEC,0.0759957435636868,0.06262752939940731,-0.12284837067567428,0.15771590077259023,0.7
NEBL-AS1,LSEC,,,,,0.0
NEXN-AS1,LSEC,-0.009267644191032346,-0.01775019816322229,-0.05525405672943901,0.04580575416223514,0.65
NFE4,LSEC,,,,,0.0
NFYC-AS1,LSEC,-0.025105468669178836,-0.01618852820217845,-0.04998545826394026,0.00958023765112747,0.8
NIFK-AS1,LSEC,0.03738945075827139,0.014020537969813026,-0.04404632746953621,0.06086934708636133,0.75
NNT-AS1,LSEC,-0.00760109498743646,-0.005021875888865268,-0.034746655356906624,0.03892782414903237,0.6
NOP14-AS1,LSEC,0.012301651301090644,0.007177824056459383,-0.020833057206970717,0.030720094536318247,0.7
NPHP3-AS1,LSEC,,,,,0.0
NR2F2-AS1,LSEC,0.0766884086407359,0.0781266216924501,-0.004534063660777442,0.1129461207085616,0.95
NUCB1-AS1,LSEC,,,,,0.0
NUTM2A-AS1,LSEC,0.013623195314697087,0.009698808759677342,-0.06632851819139081,0.044748181683156994,0.6
NXF5,LSEC,,,,,0.0
ODF2-AS1,LSEC,0.021665785487441913,0.02705163051637814,-0.048227793683910246,0.0412506763235476,0.85
OGFR-AS1,LSEC,,,,,0.0
OPA1-AS1,LSEC,,,,,0.0
OR2A1-AS1,LSEC,0.03810203936681687,0.04443099512163529,0.004237900205332355,0.05340452633220486,1.0
OSBPL10-AS1,LSEC,0.0034913642743105186,0.0047303944683456355,-0.03304928341336097,0.05433242304473215,0.7
OSGEPL1-AS1,LSEC,-0.027771681721313782,0.0007422277053630589,-0.01906566784797697,0.03561482427984445,0.55
OSTN-AS1,LSEC,,,,,0.0
OTX2-AS1,LSEC,,,,,0.0
OVCH1-AS1,LSEC,0.02561147728856045,0.020850047097095335,-0.005554129922136771,0.05609889123441007,0.85
PAN3-AS1,LSEC,0.03954307235064728,0.01996948736212027,-0.04662399411210007,0.07990795064948968,0.7
PAPPA-AS1,LSEC,,,,,0.0
PART1,LSEC,-0.04076105405264495,-0.013219801314371338,-0.05496009990882158,0.020686540945636628,0.65
PAXBP1-AS1,LSEC,0.033206791927400905,0.004811942780203159,-0.04217035011056523,0.03367012384260131,0.65
PAXIP1-AS2,LSEC,-0.035288690927597316,-0.019334216735719584,-0.05651001059224806,0.02509556901411635,0.65
PCA3,LSEC,0.00042534055086593546,-0.0005639025436600756,-0.03737193316898298,0.03444967206754799,0.5
PCAT1,LSEC,-0.06501805547862759,-0.049948496723067476,-0.06320739090557848,-0.006515642023960524,1.0
PCAT6,LSEC,-0.04745579217139659,-0.025195503455899184,-0.05111789634730745,0.002723310083069066,0.95
PCAT7,LSEC,-0.004262221870339061,-0.023172268130691363,-0.049258119127108375,0.026250092237364405,0.7
PCBP1-AS1,LSEC,0.09019275999253946,0.06270350082944501,-0.02325682876535184,0.09217546517444987,0.85
PCCA-AS1,LSEC,,,,,0.0
PCDH9-AS1,LSEC,,,,,0.0
PCOLCE-AS1,LSEC,,,,,0.0
PDCD4-AS1,LSEC,-0.0005631702644316475,-0.0066042528731351585,-0.06498477731397885,0.0163546246222982,0.65
PEX5L-AS1,LSEC,,,,,0.0
PGM5-AS1,LSEC,0.04403930541547593,0.02981806621109863,-0.0009520810808883456,0.04600689650038456,0.9
PHKA2-AS1,LSEC,-0.021665785487441913,-0.023807882922640973,-0.056796183424706485,0.008323578605344916,0.85
PINK1-AS,LSEC,-0.018120595670665297,0.005948775834912177,-0.03726994055408658,0.04886461324381648,0.65
PITPNA-AS1,LSEC,0.05131313519997045,0.03968504268984512,-0.02874918029641701,0.06692973875841904,0.85
PLCXD2-AS1,LSEC,,,,,0.0
PLS1-AS1,LSEC,,,,,0.0
POT1-AS1,LSEC,0.008690795308521895,0.02129856878426493,-0.051655149580228744,0.03549761464044155,0.8
POU6F2-AS1,LSEC,,,,,0.0
PPP1R26-AS1,LSEC,-0.05385844979929062,-0.03996541786242816,-0.05361363866383931,0.011628528933937751,0.85
PRC1-AS1,LSEC,,,,,0.0
PRICKLE2-AS3,LSEC,-0.0580441006916752,-0.03856683455356652,-0.0652868422783743,0.01777163852778341,0.8
PRKAG2-AS1,LSEC,-0.008334597093373535,0.015906093147182093,-0.012553375736137937,0.04875682945672191,0.8
PRKAR2A-AS1,LSEC,,,,,0.0
PRKCQ-AS1,LSEC,0.09448778821738972,0.06835205414045688,0.014601606452792607,0.09021130720644753,1.0
PRKG1-AS1,LSEC,,,,,0.0
PRKX-AS1,LSEC,,,,,0.0
PRMT5-AS1,LSEC,,,,,0.0
PROSER2-AS1,LSEC,,,,,0.0
PROX1-AS1,LSEC,0.05189996071568005,0.05202236628340572,0.051899960715680066,0.05275679968975969,1.0
PRR7-AS1,LSEC,-0.030234175228238142,0.005385844979929063,-0.05128793287705176,0.023991491274229462,0.55
PRRT3-AS1,LSEC,0.0020400490980833916,-0.017287363915580382,-0.05648367815072585,0.006268485707126727,0.9
PSMD6-AS2,LSEC,0.04324487471284658,0.00914341130205996,-0.11461087040615062,0.03777361360723063,0.55
PSMG3-AS1,LSEC,0.04139167282759172,0.028303619294499024,-0.07026613439214528,0.06533142517407901,0.7
PTCSC3,LSEC,,,,,0.0
PTOV1-AS1,LSEC,0.005564316174178132,-0.0011732500636608524,-0.013421690191219894,0.017611978658469262,0.5
PWRN1,LSEC,,,,,0.0
PXN-AS1,LSEC,-0.008377573419448153,0.01957699394808468,-0.016774673124276746,0.06325042053134773,0.75
RAB11B-AS1,LSEC,-0.025659807620157214,-0.013113303866120541,-0.041293668891833474,0.05166855920370701,0.9
RAD21-AS1,LSEC,0.002309966234019811,-0.004353885517208252,-0.0334337316207053,0.037526976872352194,0.7
RAI1-AS1,LSEC,,,,,0.0
RAMP2-AS1,LSEC,0.045740786137569316,0.02511739589969786,-0.025718436921156825,0.04704049663458139,0.8
RAP2C-AS1,LSEC,-0.003847065476162665,0.014524676538071091,-0.04104877975394581,0.05691884161704242,0.7
RASAL2-AS1,LSEC,-0.006370538713457433,0.001572332447185378,-0.023736056585199807,0.030660234483227095,0.65
RASSF8-AS1,LSEC,0.018417425411593722,0.014991292561468226,0.0005268869137983922,0.05243403875912397,1.0
RBM26-AS1,LSEC,-0.017602798753705948,0.0002190519445424666,-0.02740462166692634,0.05639788340454591,0.5
RBMS3-AS2,LSEC,,,,,0.0
RBMS3-AS3,LSEC,0.01486750331345234,-0.0008498953384459674,-0.0356000308103612,0.020106609335828342,0.5
RBPMS-AS1,LSEC,0.06269896054419995,0.034070076390628215,-0.04649921639712838,0.06436234426642659,0.75
RFPL1S,LSEC,-0.06361977356743267,-0.06710580609291592,-0.12327299629628047,0.0163447842331023,0.85
RFPL3S,LSEC,0.03990421507856533,0.038618956617445896,-0.027541252738273618,0.04553487119394572,0.95
RGMB-AS1,LSEC,-0.04298787890890093,-0.05089615790284216,-0.07616156689281606,-0.0012686128386181984,1.0
RGPD4-AS1,LSEC,0.00782256361961285,0.020570911168678523,-0.016040002883073383,0.05395234694364996,0.8
RHPN1-AS1,LSEC,,,,,0.0
RMDN2-AS1,LSEC,,,,,0.0
RN7SL832P,LSEC,0.1021720658994685,0.0517339064636774,-0.11445653579386056,0.09956069163505414,0.8
RNASEH2B-AS1,LSEC,,,,,0.0
RNF157-AS1,LSEC,,,,,0.0
RNF185-AS1,LSEC,,,,,0.0
RNU6ATAC35P,LSEC,-0.046514115735751,-0.014443856991627943,-0.051899960715680066,0.02570516922238871,0.7
RRM1-AS1,LSEC,-0.054103260934741944,-0.03219266431184872,-0.056551372289255164,0.008445984173070577,0.8
RUSC1-AS1,LSEC,-0.033053800664848504,-0.010808089896653383,-0.042576236256072875,0.022422827335554157,0.6
RUVBL1-AS1,LSEC,,,,,0.0
SAMSN1-AS1,LSEC,,,,,0.0
SAP30L-AS1,LSEC,0.04311747130976851,0.014290437337965749,-0.044412959526830706,0.03231811429637162,0.65
SAPCD1-AS1,LSEC,,,,,0.0
SBF2-AS1,LSEC,-0.046564417259033354,-0.03296163866981624,-0.05377690457100844,-0.003305238698350534,1.0
SCARNA9,LSEC,,,,,0.0
SCGB1B2P,LSEC,0.03854365950437253,0.01951077652550151,-0.01668122301447689,0.07837470912367359,0.65
SDCBP2-AS1,LSEC,-0.0094274765462984,-0.02433483240318154,-0.09903413148462423,0.04830869419057164,0.85
SEC24B-AS1,LSEC,-0.02445876869420056,0.010019463936437989,-0.01801484785272197,0.05817940615661512,0.65
SEC62-AS1,LSEC,,,,,0.0
SEMA3B-AS1,LSEC,-0.036232048046795515,-0.04375999046192364,-0.05642896672152951,0.0014688668127079264,0.95
SENCR,LSEC,0.03587802339610403,0.01793591338699098,-0.03092641989174903,0.04495657723375796,0.85
SERTAD4-AS1,LSEC,0.09657125330847234,0.09657125330847235,0.0965006585613363,0.09657125366981771,1.0
SFTA1P,LSEC,,,,,0.0
SFTA3,LSEC,,,,,0.0
SH3BP5-AS1,LSEC,0.03382356177809834,0.028732966015029414,0.015121497053773775,0.048113616151819125,1.0
