gene,lineage,rho_main,rho_roots_median,rho_roots_min,rho_roots_max,sign_consistent_frac
SH3RF3-AS1,LSEC,0.04673791013381935,0.0377320789028397,0.00918765837992812,0.06982443333750592,1.0
SHANK2-AS1,LSEC,0.0378233204272291,0.018544443510437568,-0.05569453331517554,0.035864831343618536,0.75
SHANK2-AS3,LSEC,-0.040883459620370606,-0.025399155303074558,-0.0558169388829012,0.009058012011698879,0.9
SIAH2-AS1,LSEC,,,,,0.0
SIDT1-AS1,LSEC,0.042352326433078534,0.03200905596026023,-0.05557212774744988,0.04039383734946798,0.8
SIGLEC5,LSEC,,,,,0.0
SIX3-AS1,LSEC,,,,,0.0
SLC16A1-AS1,LSEC,0.04726924129388914,0.049152091641827544,0.025612097278206084,0.08129461188414439,1.0
SLC22A18AS,LSEC,0.007030916967999266,0.010918692300702375,-0.04504805407347217,0.037922630006016776,0.9
SLC25A21-AS1,LSEC,0.05745816025151297,0.03188718063054802,-0.027722320324427712,0.056157774928924056,0.85
SLC25A30-AS1,LSEC,0.04900714761619999,0.0463405395625692,0.018974223104021935,0.05503100424317762,1.0
SLC26A4-AS1,LSEC,,,,,0.0
SLC8A1-AS1,LSEC,0.010879586730123169,0.005348531987212296,-0.006417194332119605,0.03234027302808818,0.6
SLC9A9-AS2,LSEC,,,,,0.0
SMAD5-AS1,LSEC,-0.004529006005849439,-0.004835019925163591,-0.04382119324578647,0.019462485268380025,0.6
SMARCA5-AS1,LSEC,0.03121341977004343,0.010771689959858126,-0.05569453352357048,0.028765308415530225,0.7
SMCR2,LSEC,,,,,0.0
SMCR5,LSEC,0.005888419470016815,-0.013598103988434862,-0.031940191287796724,0.021129187660790923,0.7
SMIM2-AS1,LSEC,-0.006734511727624181,0.009422014815872414,-0.007264368389212908,0.030368505353907258,0.75
SNAI3-AS1,LSEC,-0.029026420961451905,-0.04942557778955173,-0.06483958786192136,-0.002329605394572321,1.0
SNAP25-AS1,LSEC,,,,,0.0
SNHG10,LSEC,0.00540568604415546,0.0183858828918467,-0.005116324147381411,0.0340913747746428,0.85
SNHG12,LSEC,0.019623850490777858,0.005458404360614491,-0.02619342743060118,0.03236892906802311,0.7
SNHG15,LSEC,0.04548342221680937,0.02752304575771492,-0.00986251581645189,0.042522183869000425,0.75
SNHG18,LSEC,0.0238690857065038,0.003978180951083967,-0.041373081891273256,0.043331570974883826,0.6
SNHG7,LSEC,0.0904667122228693,0.07521667557826373,0.00866611487485471,0.18452707025396725,1.0
SNHG8,LSEC,0.08465624432664763,0.04491905407311966,-0.03661831655049719,0.14369934578669583,0.7
SNHG9,LSEC,0.1325117598257283,0.07955061107309375,-0.07469159884642296,0.15888325188351393,0.8
SNRK-AS1,LSEC,-0.004173812890051793,-0.03910729219898006,-0.0739301075951189,0.03793374687407911,0.85
SPATA13,LSEC,-0.018107492132329425,-0.01312568092381431,-0.049676205249975444,0.044815697655602046,0.65
SPATA13-AS1,LSEC,,,,,0.0
SPATA41,LSEC,-0.036838044904925565,-0.005276291001021881,-0.031442382527273965,0.015005762620735613,0.85
SPATA8,LSEC,,,,,0.0
SPIN4-AS1,LSEC,,,,,0.0
SRGAP2-AS1,LSEC,0.04981906606434383,0.04981906606434384,0.04320916540715817,0.05092071617387478,1.0
SRRM2-AS1,LSEC,-0.06519847068879192,-0.04315814879586587,-0.05864983760001503,0.008582857590745441,0.85
SSBP3-AS1,LSEC,,,,,0.0
ST20,LSEC,-0.04610514975194644,-0.0201225709806327,-0.05054143680152434,0.019577858902450604,0.85
ST3GAL6-AS1,LSEC,0.043943598813512126,0.03408995061159646,-0.05410326093474195,0.0412506763235476,0.8
ST7-AS1,LSEC,-0.012797221256491105,-0.017786420537185783,-0.11254247218181111,0.03622056733568567,0.7
ST7-AS2,LSEC,0.04541246562622005,0.03812933434654325,-0.05385844979929063,0.045657276761671375,0.8
ST7-OT4,LSEC,-0.03063604399204526,-0.021647696518028843,-0.06325930197139339,0.025862176911530945,0.75
ST8SIA6-AS1,LSEC,0.032465932208211604,0.0159440804963888,-0.03676444564578714,0.04407393201955475,0.7
STARD4-AS1,LSEC,0.013686436399156557,-0.01223485643689935,-0.07980589183111371,0.07863253254650832,0.7
STAU2-AS1,LSEC,0.042352326433078534,0.03200905596026023,-0.05557212774744988,0.04039383734946798,0.8
STEAP3-AS1,LSEC,,,,,0.0
STK24-AS1,LSEC,0.010270293012264894,0.022338761723352606,-0.0115859469314452,0.06892902413665115,0.75
STX18-AS1,LSEC,0.05081454998022046,0.045580423290176975,0.02900945531348487,0.06389708899313423,1.0
STXBP5-AS1,LSEC,-0.012010420325136247,-0.002115644495801624,-0.04411055819491777,0.05504161447084879,0.5
SUCLA2-AS1,LSEC,,,,,0.0
SYP-AS1,LSEC,,,,,0.0
SZT2-AS1,LSEC,,,,,0.0
TAB3-AS2,LSEC,,,,,0.0
TAPT1-AS1,LSEC,0.06253599642559132,0.041437185548044556,-0.020140397009279585,0.0753772427303045,0.85
TBC1D3P1-DHX40P1,LSEC,0.020196918674733985,0.022277813326070216,-0.052267177418857044,0.0378233204272291,0.8
TCEAL3-AS1,LSEC,,,,,0.0
TERC,LSEC,0.04106182287206243,0.009056209893089136,-0.06763727721097515,0.03459952165304062,0.6
TET2-AS1,LSEC,,,,,0.0
TEX26-AS1,LSEC,,,,,0.0
TEX41,LSEC,,,,,0.0
TFAP2A-AS1,LSEC,,,,,0.0
THAP7-AS1,LSEC,0.06537631676866873,0.06783924024188226,0.02894638980997819,0.08275086689945614,1.0
THAP9-AS1,LSEC,0.0007882543421419317,0.008281635641206464,-0.026169758358951082,0.05408240192451092,0.65
THOC7-AS1,LSEC,0.009068528457542989,-0.017413398001659995,-0.06435595758051627,0.01567999113638161,0.8
TIPARP-AS1,LSEC,-0.06861541766561563,-0.041644275256552184,-0.06808368711726812,0.014965977902758939,0.8
TLR8-AS1,LSEC,,,,,0.0
TM4SF1-AS1,LSEC,-0.035705842902219294,0.01621701329871485,-0.060083342296555826,0.06827876194715674,0.55
TM4SF19-AS1,LSEC,-0.015171947715259418,-0.007004939978023355,-0.021971899164283194,0.013950965562991803,0.65
TMEM105,LSEC,-0.005753061683106044,0.02129856878426493,-0.04945184936116685,0.03868015940130873,0.75
TMEM254-AS1,LSEC,-0.018493691437971835,-0.006977228406261498,-0.036488193482764844,0.006652431646245068,0.75
TMEM44-AS1,LSEC,0.00448510004663214,-0.009257532279609178,-0.03084561743511969,0.013911654198333961,0.8
TMEM72-AS1,LSEC,,,,,0.0
TMEM78,LSEC,,,,,0.0
TMEM9B-AS1,LSEC,-0.020743522950680732,-0.01648031618972946,-0.0443388763919575,0.01791158365722075,0.85
TMLHE-AS1,LSEC,0.05090581324887491,0.024312725819667792,-0.06202582396902027,0.04930850899218263,0.75
TMPO-AS1,LSEC,0.0076012878043295136,0.003924949681724923,-0.021113195032928554,0.019266395009271315,0.65
TNK2-AS1,LSEC,,,,,0.0
TP53TG1,LSEC,-0.04497868392570996,-0.013273371659356357,-0.07908686414175986,0.07180539983770556,0.6
TP73-AS1,LSEC,0.04528153909117859,0.020655318892267065,-0.02296118246102655,0.09653289471801074,0.75
TPRG1-AS1,LSEC,-0.042597137568529855,-0.013770626369136809,-0.05202236628340572,0.024603519112857766,0.65
TPRXL,LSEC,,,,,0.0
TPT1-AS1,LSEC,-0.031268879217565236,-0.030331797364156782,-0.07535157472391152,0.010139624846131009,0.9
TPTEP1,LSEC,0.025362917203848843,0.038844215978979794,-0.014521633261079922,0.04993508345286859,0.85
TRAF3IP2-AS1,LSEC,0.02252611503320865,0.05080373825024097,-0.035679458063457424,0.08030958087858225,0.8
TRAM2-AS1,LSEC,0.000899263678626265,0.03733679399802274,-0.020928914519383463,0.07391119741123515,0.85
TRAPPC12-AS1,LSEC,,,,,0.0
TRBV11-2,LSEC,,,,,0.0
TRERNA1,LSEC,,,,,0.0
TRIM16L,LSEC,0.02451161884012381,0.0319255736531996,0.000987801192179615,0.05023531885582182,1.0
TRIM52-AS1,LSEC,0.009891980837585761,0.008131102412288864,-0.02841710773807528,0.038168102753291425,0.8
TSIX,LSEC,0.020376253583576014,0.02175483329039771,-0.010173202475958674,0.05500619728941481,0.85
TSPEAR-AS1,LSEC,,,,,0.0
TTC3-AS1,LSEC,,,,,0.0
TTLL10-AS1,LSEC,,,,,0.0
TTN-AS1,LSEC,-0.0371979895835094,-0.00509484346044494,-0.06836792110412603,0.043387424445198254,0.55
TTTY10,LSEC,,,,,0.0
TTTY14,LSEC,0.01776322677416757,7.718264370899742e-05,-0.03483164794647679,0.03293147706047541,0.5
UBAC2-AS1,LSEC,-0.05314842649158431,-0.04886324336762722,-0.06730093148145065,0.005977760077592995,0.9
UBBP4,LSEC,0.004561411635588663,9.469939602799955e-05,-0.031732830180617934,0.029947660475130117,0.5
UBOX5-AS1,LSEC,,,,,0.0
UBXN7-AS1,LSEC,-0.0335998478365658,-0.02452255679524567,-0.04833310704910944,0.01145251055878684,0.9
UGDH-AS1,LSEC,-0.00880872124149287,-0.030942569409850164,-0.049981994632595624,-0.007060418532880335,1.0
UNC5B-AS1,LSEC,,,,,0.0
UPK1A-AS1,LSEC,,,,,0.0
USP2-AS1,LSEC,,,,,0.0
USP3-AS1,LSEC,-0.007582415634705859,-0.003175154698696709,-0.020082038498386304,0.0358658263126299,0.7
USP30-AS1,LSEC,0.040589729895272195,0.04146509675068841,0.0006760962940665666,0.07052070797174849,1.0
UXT-AS1,LSEC,,,,,0.0
VAC14-AS1,LSEC,0.031947853176397395,0.0345795728824991,0.02044172981018531,0.03965940394311401,1.0
VAV3-AS1,LSEC,,,,,0.0
VCAN-AS1,LSEC,,,,,0.0
VIM-AS1,LSEC,-0.03603696475433069,-0.0444663839099996,-0.07360533085218349,-0.03300399213971938,1.0
VIPR1-AS1,LSEC,,,,,0.0
VPS13A-AS1,LSEC,,,,,0.0
VPS9D1-AS1,LSEC,,,,,0.0
WAC-AS1,LSEC,0.028049155567963478,0.04233250320822973,-0.0025508241695061805,0.0745964597823091,0.95
WARS2-IT1,LSEC,0.039047376104485707,0.02356307178718965,-0.05667377785698082,0.03672167031769816,0.75
WASF3-AS1,LSEC,0.013430060449223315,0.025343628498868787,-0.009466169205233825,0.05433754602589518,0.85
WASIR1,LSEC,,,,,0.0
WASIR2,LSEC,-0.03871463148413421,-0.06299591180044335,-0.09395406919323562,0.015783751765009433,0.95
WDFY3-AS1,LSEC,,,,,0.0
WEE2-AS1,LSEC,0.0044347114660949795,0.021132812914154187,-0.0143736490761778,0.06408338212576266,0.8
WNT5A-AS1,LSEC,,,,,0.0
WT1-AS,LSEC,-0.008229403179567598,-0.004765043997227779,-0.05300122321761569,0.03677502366343117,0.55
WWC2-AS2,LSEC,-0.054726364395442144,-0.022207165742754303,-0.07227431208262465,0.040744913107154467,0.7
WWC3-AS1,LSEC,-0.06112677584135572,-0.0288608615013594,-0.07211952326177598,0.029059019977279457,0.7
WWTR1-AS1,LSEC,0.0483568687102726,0.03728708689682167,-0.004271857972595926,0.05006241343180319,0.95
XIAP-AS1,LSEC,-0.017748807320220775,-0.02295104394856135,-0.056184155586078185,0.018972862997477382,0.8
XIST,LSEC,0.004738453219450247,0.066118842796895,-0.22775887454641108,0.24236817734274102,0.65
XXYLT1-AS2,LSEC,0.06041720042765269,0.07373730305472537,0.052363455610709826,0.0887147996179231,1.0
YEATS2-AS1,LSEC,,,,,0.0
ZBED3-AS1,LSEC,0.044728942992622804,0.06252790040058374,0.0048953390628167955,0.08454461051921237,1.0
ZBED5-AS1,LSEC,0.06832819230043424,0.06448997597524284,0.02178904542753043,0.08550884202879694,1.0
ZBTB11-AS1,LSEC,0.058070239045542774,0.049794322910162656,-0.026983473025545556,0.07368655253760563,0.85
ZBTB20-AS1,LSEC,,,,,0.0
ZBTB20-AS2,LSEC,0.048183655926913364,0.03953118346172907,-0.015679527706670852,0.07460849475024349,0.95
ZBTB20-AS3,LSEC,-0.012730179043468693,-0.00263171971068181,-0.05557212774744988,0.024113896841955123,0.6
ZBTB20-AS4,LSEC,-0.011972486008882177,0.03289315477683602,-0.04417218482063049,0.058971443068431835,0.8
ZEB2-AS1,LSEC,0.035069452882671444,0.03575369953462501,-0.0047857519196910486,0.04811311218533242,0.9
ZFAS1,LSEC,0.05145510721757881,0.04223709807265214,-0.08513381723409225,0.12014597224227437,0.9
ZFAT-AS1,LSEC,,,,,0.0
ZFX-AS1,LSEC,,,,,0.0
ZFY-AS1,LSEC,-0.01419904585617662,-0.013770626369136809,-0.046514115735751003,0.024358707977406444,0.65
ZMIZ1-AS1,LSEC,-0.014228611170332877,-0.029481150790091525,-0.05137934435113827,0.0046510286802446486,0.9
ZMYM4-AS1,LSEC,-0.033171908853653995,-0.004835019925163591,-0.05385844979929063,0.020441729886673123,0.7
ZMYND10-AS1,LSEC,,,,,0.0
ZNF197-AS1,LSEC,,,,,0.0
ZNF252P-AS1,LSEC,-0.025432933318306095,-0.009741476247833102,-0.030514859033149683,0.011420816106826924,0.7
ZNF286B,LSEC,-0.00722199552299246,-0.01690972123902678,-0.05168643478273876,-0.0029197856285416587,1.0
ZNF295-AS1,LSEC,,,,,0.0
ZNF32-AS1,LSEC,,,,,0.0
ZNF32-AS2,LSEC,-0.018238429591123415,-0.024481113545132105,-0.054470477637918936,0.02521554695148607,0.75
ZNF337-AS1,LSEC,0.028679787191364946,0.036463700211869864,0.017974500409063884,0.051463856992663676,1.0
ZNF503-AS1,LSEC,0.0246277078005715,0.028268561411405775,-0.0004269429116953485,0.045607757056462014,0.95
ZNF571-AS1,LSEC,0.0032046359808326798,-0.007697911674354225,-0.045688966038841046,0.028863656176118906,0.55
ZNF630-AS1,LSEC,0.05177755514795439,0.05159394679636591,-0.01627994050751285,0.0517775551479544,0.95
ZNF667-AS1,LSEC,0.006343143760812743,0.0006232936205097586,-0.024392085673711886,0.06196287528194974,0.5
ZNF674-AS1,LSEC,-0.054399695460030706,-0.036400216039316056,-0.07674363957857191,0.033457367734708754,0.75
ZNF781,LSEC,0.03589811699753411,0.03739671649360787,0.02096199871068922,0.05502630150468535,1.0
ZNRF3-AS1,LSEC,0.012518472992761187,0.011821642018392661,-0.017078749618096703,0.04679292288199546,0.85
ZRANB2-AS1,LSEC,,,,,0.0
ZSCAN16-AS1,LSEC,0.06800777464446463,0.035184113665529974,-0.05341372580409005,0.09534304675303168,0.7
A1BG-AS1,Kupffer,-0.004047238277094974,-0.00495478885061779,-0.028705806438226254,0.013030500808815614,0.75
A2M-AS1,Kupffer,0.03994545939027564,0.03855851074286851,-0.050096454560474235,0.04998345946307454,0.65
A2ML1-AS2,Kupffer,,,,,0.0
ABCC5-AS1,Kupffer,0.006855614353448027,0.006427697906367833,-0.0010256420968779555,0.007336129355950435,0.95
ACTA2-AS1,Kupffer,7.488833547791863e-05,-0.0006380586703975484,-0.008256313334880843,0.0028683740322273236,0.7
ACVR2B-AS1,Kupffer,0.006079200155318368,0.0031283208032501534,-0.013004652277886082,0.006304634132526652,0.65
ADAM20P1,Kupffer,0.007319902335672095,0.005230150230917045,-0.009319823297571254,0.008747909462223393,0.65
ADAMTS9-AS2,Kupffer,-0.004005191616811008,-0.001774678698265099,-0.005240212864664907,0.0030118480151159676,0.7
ADAMTSL4-AS1,Kupffer,-0.005464995013319563,-0.00016961643100978145,-0.008942169059843238,0.007419145761671324,0.55
ADIPOQ-AS1,Kupffer,0.0024366352375634194,0.002581385845736566,-0.0020526440419864006,0.006515787792923134,0.95
ADORA2A-AS1,Kupffer,-0.001028202261472393,0.0006848833265041374,-0.014093493025586554,0.031256737342528845,0.65
ADPGK-AS1,Kupffer,0.006515827044169043,0.0060153718487876255,-0.013920673672718258,0.017921694826629645,0.65
AFAP1-AS1,Kupffer,-0.0037847327077425246,-0.003027902419792998,-0.008729919063202732,0.0013070451170656017,0.85
AGAP2-AS1,Kupffer,0.007079857068188634,-0.00548963388480143,-0.02439731502129584,0.009269958496400547,0.6
AGBL5-AS1,Kupffer,0.002322103858739739,0.003451064144237682,0.0022749436787310095,0.006711150777844702,1.0
AIRN,Kupffer,-0.0009193797978531067,0.00018891686376882198,-0.0024560915735211625,0.008840306288607673,0.6
ALG13-AS1,Kupffer,-0.002558160746471496,-0.0007457107060626406,-0.0037568583527037734,0.007327395129603436,0.65
ALKBH3-AS1,Kupffer,0.010577110268024593,0.010584929438205045,-0.009561298154524465,0.010830879963135552,0.85
AP4B1-AS1,Kupffer,0.008308227424528282,0.006394466618363539,-0.0003633796323197562,0.009083933857424308,0.95
APOA1-AS,Kupffer,,,,,0.0
APOBEC3B-AS1,Kupffer,-0.01186254339219339,-0.010579501978993506,-0.014584491545982724,-0.0024247021447498214,1.0
AQP4-AS1,Kupffer,-0.0032774892478297946,-0.004480331407712713,-0.007816963024891434,0.0003073643865648815,0.85
ARAP1-AS1,Kupffer,-0.0027457369023739828,-0.00140292860546605,-0.0065537398336380165,0.010482120282992538,0.65
ARAP1-AS2,Kupffer,-0.011607488674168274,-0.008012744118005592,-0.013059722978760534,0.007273273845027612,0.65
ARHGAP26-AS1,Kupffer,-0.0018209425465536859,-0.0025756058735460613,-0.008502590411285033,0.0025894275475793183,0.95
ARHGAP31-AS1,Kupffer,-0.011271025782546327,-0.004900772855755835,-0.011522147957887844,0.002841411110205492,0.85
ARHGAP5-AS1,Kupffer,0.056903077048743214,0.055714029077327865,-0.06183735636464918,0.06422910539152414,0.65
ARIH2OS,Kupffer,0.021871784620231937,0.01588746406485443,-0.030030400591551414,0.024307677288716658,0.65
ARMCX3-AS1,Kupffer,,,,,0.0
ARSD-AS1,Kupffer,-0.001519662283785297,-0.0018781557184334337,-0.006207548409074131,0.00958581639850841,0.6
ASB16-AS1,Kupffer,0.012478033917364899,0.010160357400674393,-0.022606354160586213,0.012603693268902158,0.65
ASMTL-AS1,Kupffer,0.015474383870290456,0.01566091684934041,-0.013825958315641235,0.02391629484812145,0.85
ATP11A-AS1,Kupffer,0.007830998046760651,0.005524106721067418,0.0018230667380823937,0.008936587029984542,1.0
ATP1B3-AS1,Kupffer,0.006361677224626374,0.0048238014598306865,-0.004400241878088707,0.012983013831032284,0.65
ATP6V0E2-AS1,Kupffer,0.003352529055571566,0.0025687742550913406,-0.008165426605070667,0.008445086652825284,0.75
BACH1-IT2,Kupffer,-0.01107780703033209,-0.009536667169677788,-0.011650518890895134,0.013536867952260476,0.65
BCAR4,Kupffer,,,,,0.0
BCDIN3D-AS1,Kupffer,0.00038763975893323316,-0.0002260278225101101,-0.005178670918012249,0.004405974307093135,0.65
BDNF-AS,Kupffer,0.009550281956111906,0.008806293293399726,-0.016817245207884315,0.011224745280155077,0.65
BFSP2-AS1,Kupffer,-0.004628501217558072,-0.004202291093499939,-0.0078969498458326,-0.0019968547440052152,1.0
BHLHE40-AS1,Kupffer,0.023613953253949136,0.021130997899691556,-0.016713100141312387,0.02377101358734103,0.85
BLACE,Kupffer,0.0001873435453965793,-0.0008141700266087316,-0.006831859836661433,0.007283943801028882,0.65
BOK-AS1,Kupffer,-0.008243748177911554,-0.0019465941165393743,-0.008148252985025908,0.006129786171135137,0.6
BRWD1-AS1,Kupffer,-0.004552607669523403,-0.0005108992819688401,-0.00837744144797155,0.0045747223458181396,0.55
BSN-AS1,Kupffer,,,,,0.0
BTBD9-AS1,Kupffer,,,,,0.0
C10orf55,Kupffer,0.009276748600046292,0.007080982234239511,-0.01945816402567329,0.014826024819131327,0.65
C14orf178,Kupffer,0.008891621073754399,0.008291478295072426,-0.00715782849778702,0.013296001185629343,0.85
C1QTNF1-AS1,Kupffer,0.0077195298295661225,0.00770244121610574,-0.008772489982851002,0.007915546282380956,0.85
C1RL-AS1,Kupffer,-0.011282544442800748,-0.00948500631285289,-0.022414998665555196,0.04504090324039095,0.65
C1orf220,Kupffer,0.005757114289873033,0.00626566447191863,-0.007064889485163323,0.011246693289141392,0.65
C21orf91-OT1,Kupffer,-0.002203789674107398,-0.0034423874877611183,-0.011393472833448558,0.0021265710017311992,0.95
C2orf27A,Kupffer,0.010202211732676512,0.007470800211891679,-0.004682776255191988,0.01153054217506619,0.8
C5orf60,Kupffer,-0.0032116541188181207,-0.0026902001050082484,-0.009020777484286023,0.0010406462999345844,0.8
C5orf64,Kupffer,0.016861938642066355,0.01615260143601746,-0.016913941045470293,0.017618494233838423,0.85
C6orf47-AS1,Kupffer,0.004883547934592395,0.004151007100754808,0.0008539864736531623,0.0060443205684334944,1.0
C8orf44,Kupffer,-0.004939158186567986,-0.004712333082848656,-0.013497116900713587,0.005704215904280064,0.8
C9orf163,Kupffer,0.004382741178280785,0.001647106417081988,-0.0049420342068739525,0.007560218786180226,0.75
CACNA1C-AS1,Kupffer,0.013085421563378797,0.013089129295669927,-0.004552063939852753,0.015541709152480187,0.85
CACNA1C-AS2,Kupffer,0.020141606262043785,0.018356494599792963,-0.020493684521752948,0.02004703149928899,0.85
CACTIN-AS1,Kupffer,0.005310035331034969,0.005293700626989946,-0.008685036490367842,0.005584960968303841,0.65
CAHM,Kupffer,0.002480091444838403,0.0005533850078380002,-0.013501160397085668,0.018413105015566523,0.5
CASC11,Kupffer,0.011432610237318326,0.006398820073348363,-0.006719482698375756,0.011445740980390614,0.65
CASC15,Kupffer,0.002678431358741556,0.003960477578553117,-0.004848734327982484,0.010760961908251224,0.8
CASC18,Kupffer,,,,,0.0
CASC19,Kupffer,,,,,0.0
CASC2,Kupffer,0.008252149895876752,0.009497077619671772,-0.013700491152670071,0.01295423035892364,0.65
CASC20,Kupffer,,,,,0.0
CASC8,Kupffer,-0.016247621477617564,-0.004083644839228054,-0.022389930586108817,0.019901891660268716,0.55
CASK-AS1,Kupffer,0.004785314376411163,0.004742341539612472,-0.008380457085661387,0.004807429052663016,0.65
CCDC140,Kupffer,-0.007743867060746116,-0.006987852100889662,-0.008800018170752466,0.0030008515713986213,0.85
CCDC144NL,Kupffer,0.014783139557520805,0.014956084079787386,-0.013043454425982781,0.018834373947218506,0.7
CCDC148-AS1,Kupffer,-0.000260852658476777,-0.0015595872817990683,-0.008654377507354552,0.002668336733326592,0.95
CCDC183-AS1,Kupffer,0.010514956849233191,0.0094505042410116,-0.0049614035685965775,0.011701307051145957,0.85
CCDC26,Kupffer,0.05631949904143586,0.03898083550554961,-0.03151140303460533,0.05819633948504852,0.85
CCND2-AS1,Kupffer,0.014419949078959477,0.013178422659370527,-0.021717741354924526,0.01759844089341534,0.65
CCNT2-AS1,Kupffer,0.014209918076873551,0.013481016361537606,-0.003566169068383006,0.014991743963895124,0.8
CD27-AS1,Kupffer,0.04653292832169867,0.03599561122836248,-0.07256231353547216,0.0707654765230596,0.65
CDKN2B-AS1,Kupffer,0.008124294921242933,0.006798694846562956,-0.006675380607454433,0.009032844330804226,0.85
CELF2-AS1,Kupffer,0.004827602994166877,0.003573216577661366,-0.003692703233735415,0.005343571059261426,0.65
CERS6-AS1,Kupffer,-0.006221009848686601,-0.0012015470261058782,-0.008187345244779381,0.009266980614216163,0.6
CFLAR-AS1,Kupffer,-0.004530276790729903,-0.0014793465967512665,-0.006107329002254003,0.01229285703752704,0.55
CIRBP-AS1,Kupffer,-0.008220720986258713,-0.006311234615317476,-0.009229835086711765,0.001106673102717058,0.8
CKMT2-AS1,Kupffer,0.014646977483412184,0.01368645604234452,-0.02308332035796774,0.025456733517203615,0.65
CLLU1,Kupffer,0.007060384992430412,0.004791373073021394,-0.008428561166291093,0.007209293928477855,0.6
CLRN1-AS1,Kupffer,-0.0028442489293257823,0.0012570183022174808,-0.008886079001688085,0.006787195183260535,0.55
CLYBL-AS1,Kupffer,,,,,0.0
COL4A2-AS1,Kupffer,0.01583121029972937,0.017972124125690856,-0.01907279060221853,0.023576553728775092,0.85
COL4A2-AS2,Kupffer,0.007032993098173416,0.0038008784319556437,-0.027887461441985825,0.011161699198440175,0.6
COLCA1,Kupffer,,,,,0.0
CPB2-AS1,Kupffer,0.006430162612416586,0.007492928269207215,-0.00029723511949564225,0.015509419595437614,0.9
CRNDE,Kupffer,-0.005253401122077609,0.0030725697746627565,-0.007055173266888002,0.007368288402589145,0.6
CSNK1G2-AS1,Kupffer,0.005411439733635023,0.002138474470643967,-0.010314539359187577,0.005780410703120874,0.6
CTC-338M12.4,Kupffer,0.0032773990288732717,0.0025241947041306284,-0.005244518348174528,0.012172522030179192,0.65
CYP1B1-AS1,Kupffer,-0.035105504249644044,-0.02039136024332721,-0.03974832575698509,0.024603633487716346,0.65
CYP4A22-AS1,Kupffer,-0.00013689022043398386,0.002532144568475533,-0.0024361944542024734,0.007011444435212791,0.7
CYP4F35P,Kupffer,-0.0015250031528652765,0.0013012102530654804,-0.005397458826245633,0.00644111107992828,0.65
DAB1-AS1,Kupffer,,,,,0.0
DACT3-AS1,Kupffer,0.004733089963232767,0.0031164073156775187,-0.0076774986548510445,0.004892661114517637,0.85
DBH-AS1,Kupffer,0.007474220504137144,0.007508693842953879,-0.0008241170181674297,0.010216767802273341,0.85
DCTN1-AS1,Kupffer,0.005908136802301568,0.005890042976282476,-0.008698606859884042,0.006124257505289984,0.65
DDX11-AS1,Kupffer,0.01112127368658726,0.009543321794510746,-0.004121841095103473,0.0118786032929627,0.7
DDX39B-AS1,Kupffer,0.0015070941167235894,0.0006874743165426224,-0.0006182651767468584,0.0031713250157391977,0.7
DENND5B-AS1,Kupffer,0.011871879627680606,0.01167222875782443,-0.012660896430258337,0.013516042099254076,0.65
DGCR5,Kupffer,0.010241573859036637,0.010230911812800579,-0.011276134557013975,0.010411811370103406,0.8
DGUOK-AS1,Kupffer,-0.04143059225888365,-0.040600868545169325,-0.057852538009270885,0.0003543919007266407,0.95
DHRS4-AS1,Kupffer,-0.00891372234698582,-0.005139903105810569,-0.008480475735032208,0.004190731149141093,0.65
DIAPH2-AS1,Kupffer,0.0014949854888589463,0.001639248812310135,-0.0018938908206347384,0.005724543440079855,0.8
DICER1-AS1,Kupffer,0.010240599448832476,0.010773725480739547,-0.0048923791364877366,0.014980158281506605,0.65
DIO2-AS1,Kupffer,0.008274407160892446,0.008268375885558208,-0.007704451641292713,0.008317631305297,0.85
DIO3OS,Kupffer,0.009626686745677961,0.00734711646620939,0.0010591258458718389,0.009691728740189169,1.0
DIRC3,Kupffer,0.05037454242032337,0.04427026608887745,-0.049738891380297134,0.05687518697235326,0.65
DLEU1,Kupffer,0.04183522067081639,0.03924825929487912,-0.0325217260785246,0.04484500123384129,0.65
DLEU2L,Kupffer,0.012767623621129993,0.012164868242439515,0.0005618239983324406,0.01842329188927267,1.0
DLG1-AS1,Kupffer,0.001970796776068359,0.0017053784851944966,-0.003728380908210153,0.006206695805848173,0.85
DLG3-AS1,Kupffer,,,,,0.0
DLG5-AS1,Kupffer,-0.0015721524387579161,-0.0027321677292799253,-0.00836336847217491,-0.0014857041588777408,1.0
DLGAP1-AS1,Kupffer,0.006751583693529295,0.0014024840525768644,-0.025659505176402166,0.040415934765055665,0.65
DLGAP1-AS2,Kupffer,-0.0632205253251292,-0.014318138194050591,-0.07348641136859543,0.021931980598824126,0.65
DLGAP1-AS3,Kupffer,-0.0063587753879454315,-0.0040952021903520415,-0.006576630780535107,0.0020722557153590674,0.8
DLGAP1-AS5,Kupffer,,,,,0.0
DNAH10OS,Kupffer,-0.0002560579316389307,-0.00012706224799073168,-0.0035152043677004904,0.002847946413880068,0.6
DNAH17-AS1,Kupffer,-0.0022268413317973234,-0.0011486972766734048,-0.002902981758236973,0.007725481188776453,0.6
DNAJC27-AS1,Kupffer,-0.004118095757696466,-0.0038177463099991066,-0.010305832853486832,0.003175020379760453,0.95
DNAJC9-AS1,Kupffer,0.0042548343042371145,0.005037308413773211,-0.0011557874012091396,0.008751860765288643,0.85
