gene,is_marker,mean_cp10k,var_cp10k,mean_raw,var_raw,n_detected,is_lncRNA,hvg_standard,hvg_forced
EIF4G1,False,0.350047318086773,1.372663543035568,0.12589883258280404,0.14775273091271574,16824.0,False,False,False
FAM131A,False,0.051471476569720565,0.20670697756425835,0.018766510005964906,0.02011871866341275,2744.0,False,False,False
CLCN2,False,0.004435828198270833,0.018411143557742402,0.0014092908317437844,0.0014335334919910795,213.0,False,False,False
POLR2H,False,0.2988082269810368,1.183560925922956,0.09962702954266874,0.10559111143290405,14090.0,False,False,False
THPO,False,0.00018614203803118793,0.00038301644538354723,0.0001179871394018052,0.00011797399173750815,18.0,False,False,False
CHRD,False,0.0031482887237068934,0.008748728723636363,0.0017370328856376877,0.0020093320985153586,246.0,False,False,False
RP11-433C9.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
EIF2B5-AS1,False,0.003566345202839557,0.01583885108502074,0.000976671320603832,0.0009888335975381823,148.0,False,False,False
EPHB3,False,0.0017774443310456939,0.005454020375053668,0.0008980132276692951,0.0009627615214397758,132.0,False,False,False
MAGEF1,False,0.08201955453300035,0.31953564301829157,0.030807753066026913,0.03510273837222351,4382.0,False,False,False
RP11-329B9.4,False,0.00016672737118098572,0.0005095551652645626,8.521293401241487e-05,8.520623128159675e-05,13.0,False,False,False
RP11-329B9.3,False,1.5046490367661036e-05,2.0792053921259757e-05,1.3109682155756133e-05,1.3109596223309748e-05,2.0,False,False,False
RP11-329B9.5,False,4.05812658774638e-05,0.0001414564670477301,1.3109682155756133e-05,1.3109596223309748e-05,2.0,False,False,False
RP11-329B9.1,False,0.00043461038280271893,0.0011150554347364742,0.00020975491449209813,0.00020971229199869066,32.0,False,False,False
VPS8,False,0.17355485490859274,0.8131544814137618,0.055296639332979375,0.05826975675210075,8004.0,False,False,False
C3orf70,False,0.0009110631362292622,0.0030945162274810165,0.0003867356235948059,0.00045213743362005205,54.0,False,False,False
EHHADH-AS1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
EHHADH,False,0.010535025327905925,0.05053600627358543,0.00413610472014106,0.005390671861990791,595.0,False,True,True
MAP3K13,False,0.30386640204773235,1.3254472595840532,0.10877758768738652,0.13809722159655882,14111.0,False,False,False
TMEM41A,False,0.14110584691824146,0.5867958587159937,0.045123525980112614,0.04749255789373815,6574.0,False,False,False
LIPH,False,0.001623797718259821,0.00505034496507249,0.0009307874330586855,0.0013887690464250034,119.0,False,False,False
SENP2,False,0.13487788816130153,0.6080290188672295,0.0422590604290799,0.04377715909630254,6207.0,False,False,False
IGF2BP2,False,0.028829494261236634,0.09895563315265787,0.013286662864858842,0.01687271683145381,1809.0,False,False,False
C3orf65,False,9.661174378437194e-05,0.0004993149840085472,2.6219364311512267e-05,2.621884871683395e-05,4.0,False,True,True
TRA2B,False,1.2138333654520546,5.457406812128391,0.4198310161970123,0.6866584724734038,45776.0,False,False,False
ETV5,False,0.05632409649381551,0.22485570184245854,0.027792526170203002,0.044613587547282604,3297.0,False,False,False
ETV5-AS1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
DGKG,False,0.018487653602868397,0.0864657790511995,0.007826480246986412,0.010505218884523253,1055.0,False,False,False
RP11-78H24.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-48F14.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-48F14.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
CRYGS,False,0.007422561854757832,0.03387573566574404,0.0022089814432449087,0.0022303358280367233,335.0,False,False,False
TBCCD1,False,0.04993787230514096,0.20407201592210877,0.015534973354571019,0.015634592175760475,2344.0,False,False,False
DNAJB11,False,0.43843789583046555,1.7449191750953141,0.15751283110140996,0.20130682539514885,20530.0,False,False,False
AHSG,False,0.007445901402080507,0.09118413900406362,0.0027268138883972757,0.005577325642853385,349.0,False,True,True
FETUB,False,0.0002984065222635177,0.001070931832235927,0.00011143229832392714,0.00011142061151121864,17.0,False,False,False
RP11-134F2.2,False,6.382513221114454e-06,6.214715891556705e-06,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
HRG,False,0.0032172148945653813,0.027736851495112052,0.0011470971886286617,0.0014210939969846875,157.0,False,True,True
RP11-573D15.8,False,0.0020383702928047512,0.008255347837914312,0.0006489292667099286,0.00064851240841251,99.0,False,False,False
KNG1,False,0.00359762247392812,0.0250597568730007,0.0013371875798871256,0.002069555275591598,177.0,False,True,True
RP11-573D15.9,False,0.007390238143931201,0.028553433839295664,0.0025039492917494216,0.002602574046399086,374.0,False,False,False
EIF4A2,False,3.0421307487594964,14.615002762073232,0.9510222274660951,1.3418112329974607,84232.0,False,False,False
RFC4,False,0.11850544897383962,0.49875606780365717,0.0358615355370709,0.03667327533840693,5315.0,False,False,False
RP11-573D15.3,False,6.768391579651151e-05,0.00018450153233566635,2.6219364311512267e-05,2.621884871683395e-05,4.0,False,False,False
RP11-573D15.2,False,0.005372717325755937,0.020277953361689166,0.0018812393893510053,0.001877712635818877,287.0,False,False,False
ADIPOQ,False,4.120256526983003e-05,0.00010531076028790615,1.9664523233634202e-05,1.9664265436295045e-05,3.0,False,False,False
ADIPOQ-AS1,False,6.036949130500331e-05,0.00019663486203584985,1.9664523233634202e-05,1.9664265436295045e-05,3.0,True,False,True
ST6GAL1,False,0.28726647867382454,1.319083037666793,0.10497577986221725,0.18042851168412402,13031.0,False,False,False
RPL39L,False,0.08724757687189874,0.363099219208968,0.027615545461100295,0.028491824138834967,4095.0,False,False,False
RP11-208N14.4,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RTP1,False,1.263218554133155e-05,2.434416176692297e-05,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
MASP1,False,0.00592617282821728,0.030479204089451897,0.0026219364311512268,0.00593185034824486,254.0,False,True,True
RTP4,False,0.12864774841208976,0.5439625069285065,0.039525691699604744,0.040808479916172105,5821.0,False,False,False
RP11-567G11.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
SST,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RTP2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-211G3.3,False,0.00025561727882327494,0.0011994508886158744,7.210325185665874e-05,7.20985255721075e-05,11.0,False,False,False
BCL6,False,0.20094932032852864,1.438276624421158,0.06689870804082355,0.09896060374241505,8351.0,False,True,True
RP11-211G3.2,False,0.004781525993222294,0.023092391621435143,0.0016518199516252728,0.0016622120201640717,251.0,False,True,True
RP11-30O15.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-44H4.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-132N15.3,False,0.00010373478038004969,0.0005854219547788113,3.277420538939033e-05,3.277334606492647e-05,5.0,False,True,True
RP11-132N15.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-132N15.2,False,3.357152920509442e-05,0.00017194125072922617,1.3109682155756133e-05,2.6219364311512267e-05,1.0,False,False,False
RP11-430L16.1,False,9.07872725306275e-05,0.0012574414482265921,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
LPP-AS2,False,0.011502277649958375,0.04969435724452714,0.004077111150440157,0.004230941916283815,609.0,True,False,True
LPP,False,0.5492347409199064,2.6627538551513243,0.19011005578169757,0.2647598818296217,23127.0,False,False,False
AC022498.1,False,0.011336954686383629,0.048061425401132535,0.0037952529840914006,0.0038333128942579942,575.0,False,False,False
LPP-AS1,False,0.0006304397283018373,0.0025459553079938023,0.00019664523233634202,0.00023593715598677165,28.0,True,False,True
TPRG1-AS1,False,0.007027671045300507,0.02139633862956774,0.003329859267562058,0.0035940981888336132,488.0,True,False,True
TPRG1,False,0.14172633636822476,0.7214135440683832,0.03648424543946932,0.04186557696013263,5195.0,False,True,True
TPRG1-AS2,False,2.7518224509861758e-05,0.00011552571162632158,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
TP63,False,0.0009543497486218447,0.004254697083002963,0.0003080775306602691,0.0003342041738621309,45.0,False,False,False
LEPREL1,False,0.014351196048741797,0.05267889928599391,0.006994015430095897,0.009776854609631012,918.0,False,False,False
LEPREL1-AS1,False,0.0004898436464580917,0.001693320015708437,0.00019664523233634202,0.0001966078517221641,30.0,False,False,False
CLDN1,False,0.003498477629638369,0.014232092218405639,0.001973007164441298,0.004525532091686461,192.0,False,False,False
CLDN16,False,0.00032613026114486853,0.0012677193282571275,0.0001376516626354394,0.00016385315299810335,19.0,False,False,False
TMEM207,False,0.0,0.0,0.0,0.0,0.0,False,False,False
IL1RAP,False,0.16469090325710053,1.4275493101711587,0.05001343742420965,0.07151639030698671,6407.0,False,True,True
RP11-268E23.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-95L3.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
GMNC,False,3.734185319777922e-05,0.00011042328773053224,1.3109682155756133e-05,1.3109596223309748e-05,2.0,False,False,False
OSTN,False,0.0002003787739825248,0.0018175914878535405,4.588388754514647e-05,5.899185105197488e-05,6.0,False,True,True
OSTN-AS1,False,0.002006656469300402,0.009922018486235576,0.0007865809293453681,0.0010874920377068299,101.0,True,True,True
UTS2B,False,0.0005653571056443736,0.001975147986809814,0.00022286459664785428,0.00023592615663363422,33.0,False,False,False
CCDC50,False,0.26034555640768486,1.3409177739498885,0.11451962847160771,0.26935478684154573,11992.0,False,True,True
PYDC2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-197K6.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-655G22.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
FGF12,False,0.0011924572650581086,0.003776808758436291,0.0005243872862302453,0.0005896645801406782,76.0,False,False,False
FGF12-AS1,False,9.175309460602127e-06,1.2843378299543086e-05,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
FGF12-AS2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
FGF12-AS3,False,0.0,0.0,0.0,0.0,0.0,False,False,False
MB21D2,False,0.034230326221330765,0.11124681226638646,0.015888934772776434,0.0194384117654321,2177.0,False,False,False
RP11-143P4.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
HRASLS,False,0.000483258312849455,0.0011968085389503645,0.00028841300742663494,0.00032766101959696135,41.0,False,False,False
ATP13A5,False,2.8212623240844526e-05,4.658316656840042e-05,1.9664523233634202e-05,1.9664265436295045e-05,3.0,False,False,False
ATP13A5-AS1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
ATP13A4,False,0.007027213235535105,0.029357053817465346,0.0022352008075564207,0.0022826583759922342,337.0,False,False,False
ATP13A4-AS1,False,1.1379932426143328e-05,1.9756827129176262e-05,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
OPA1,False,0.1917052710754528,0.7386249831220995,0.06826211498502219,0.07300251926838303,9764.0,False,False,False
OPA1-AS1,False,0.00013061246081843745,0.000675108646562011,3.9329046467268404e-05,3.9327757480572615e-05,6.0,True,True,True
RP11-528A4.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-699L21.1,False,0.0004968735128704305,0.0014424294408192143,0.00020975491449209813,0.00020971229199869066,32.0,False,False,False
RP11-699L21.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-135A1.3,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP11-135A1.2,False,0.00023997998675922105,0.000604005368627505,0.00012454198047968327,0.00012452728603135126,19.0,False,False,False
HES1,False,0.21602001514168287,2.601980357157304,0.08739569609134827,0.44997806200929513,6013.0,False,True,True
RP11-513G11.4,False,2.7751232336342008e-05,0.00011749039938646684,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
RP11-513G11.3,False,0.00013010218708827404,0.0003335271938411709,5.89935697009026e-05,5.89904761328327e-05,9.0,False,False,False
RP11-513G11.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
LINC00887,False,0.0030707900176325225,0.013102713011225118,0.0010553294135383687,0.001054222603628917,161.0,True,False,True
CPN2,False,0.00025098770947633374,0.0015502360923169093,8.521293401241487e-05,0.0001245355355462043,11.0,False,True,True
LRRC15,False,0.0005300813563277159,0.0019850071383968842,0.0003605162592832937,0.0006094742432762583,38.0,False,False,False
GP5,False,0.0013262845017337555,0.005031631301890533,0.00043261951113995244,0.00043243518604245445,66.0,False,False,False
ATP13A3,False,0.2384903108961123,1.023075000919309,0.08957845817028166,0.12923491911695834,11299.0,False,False,False
LINC00884,False,0.018555854810270125,0.06982127481747637,0.0071054477284198244,0.007723604757943818,1037.0,False,False,False
TMEM44-AS1,False,0.02470865600194023,0.09402638146173853,0.008868699978369024,0.009039189350471733,1334.0,True,False,True
TMEM44,False,0.027603782228514867,0.12280142845907788,0.009484855039689563,0.013773616688456645,1217.0,False,False,False
AC046143.3,False,0.001955214011628288,0.0069480605738268955,0.0007472518828780996,0.0008253570005201425,108.0,False,False,False
RP11-534C12.1,False,0.0003857573374235542,0.00179715300207115,0.0001179871394018052,0.00011797399173750815,18.0,False,False,False
LSG1,False,0.14658258981770989,0.5989151055622987,0.04821085612779318,0.05170760729152245,6935.0,False,False,False
FAM43A,False,0.15447644222890816,0.8398348731376561,0.047181746078566324,0.07407271851837649,6079.0,False,True,True
AC106706.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
AC090505.6,False,0.0001083479725221062,0.0005727995233727631,2.6219364311512267e-05,2.621884871683395e-05,4.0,False,True,True
AC090505.4,False,0.0003202477010861372,0.0014017805409356468,0.00010487745724604907,0.00010486714535248276,16.0,False,False,False
AC090505.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
XXYLT1,False,0.052965925346914966,0.19540981050968478,0.020077478221540518,0.021667186802445112,2923.0,False,False,False
XXYLT1-AS1,False,7.554271154110869e-06,8.706086379695683e-06,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
XXYLT1-AS2,False,0.005894176022391337,0.025004399378188984,0.0017960264553385902,0.0019108004087051303,266.0,True,False,True
ACAP2,False,0.7345554755864945,3.975780135378305,0.24030047391500994,0.3150839983893059,29250.0,False,True,True
PPP1R2,False,1.4952396305691569,7.717610498581744,0.4458209610707988,0.583711985957673,50275.0,False,False,False
AC091633.3,False,0.003120058359716569,0.01337068341295303,0.0008980132276692951,0.0009103224490869657,136.0,False,False,False
APOD,False,0.011289257762570547,3.6334367064403725,0.0054077438892494055,0.24822387951658628,102.0,False,True,True
RP11-141C7.4,False,0.0018906012323101227,0.007626579676100243,0.0006030453791647821,0.0006026856659442103,92.0,False,False,False
AC069513.4,False,0.006334972346436461,0.026325580253662897,0.0020713297806094692,0.0021719310674584574,308.0,False,False,False
LINC00969,False,0.43275895443729967,1.8316675335484864,0.14384598745403418,0.16860669257148903,19096.0,False,False,False
MUC20,False,0.006683300224831048,0.02413818991555583,0.002523613814983056,0.002740127746045645,374.0,False,False,False
MUC4,False,0.0003923826214775923,0.001321291289788586,0.00015731618586907361,0.00015729246851387108,24.0,False,False,False
AC124944.5,False,1.737762746216218e-05,4.6070062192332045e-05,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
TNK2,False,0.1507947196166729,0.6281415966248789,0.048984327374982796,0.051304684916731694,7125.0,False,False,False
TNK2-AS1,False,0.003483310618842546,0.014681206803733735,0.001166761711862296,0.0011654080180343773,178.0,True,False,True
AC124944.3,False,0.0032639396463007755,0.015331957792432651,0.0008521293401241487,0.0008514087965612021,130.0,False,False,False
RP11-352G9.1,False,0.00041306779580359076,0.001604187259403148,0.00012454198047968327,0.00012452728603135126,19.0,False,False,False
RP11-480A16.1,False,0.008347488597853945,0.032203243517535556,0.0027137042062415195,0.002732577291643939,412.0,False,False,False
TFRC,False,0.30539000419509826,1.7986097277348738,0.1210351405030185,0.3145956693887686,11949.0,False,True,True
LINC00885,False,0.0009082334808172576,0.003534888854751071,0.00036707110036117175,0.0003800485324819398,55.0,True,False,True
ZDHHC19,False,0.0021438096251286385,0.020722660470674406,0.0005571614916196357,0.0006092937851388477,81.0,False,True,True
SLC51A,False,0.019592432717833758,0.08107005735876387,0.006292647434762945,0.006593944981335804,940.0,False,False,False
PCYT1A,False,0.24041739399183265,1.0467893952510858,0.07958888036759548,0.08527662800100065,11304.0,False,False,False
RP11-447L10.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
AC069257.8,False,0.0,0.0,0.0,0.0,0.0,False,False,False
TCTEX1D2,False,0.05992841963437096,0.25216930187735825,0.01845187763422676,0.019160306011219676,2735.0,False,False,False
TM4SF19,False,0.00017315323075007047,0.0005923280109188531,5.89935697009026e-05,5.89904761328327e-05,9.0,False,False,False
TM4SF19-AS1,False,0.006273319623883219,0.024230466910086165,0.0020451104162979568,0.002132709694346511,305.0,True,False,True
TM4SF19.1,False,0.004080719792998119,0.017243633704731413,0.0012847488512641011,0.0014404238992720949,186.0,False,False,False
UBXN7,False,0.22464431865704415,1.0277242511069904,0.07285050373953683,0.08018156702001067,10236.0,False,False,False
UBXN7-AS1,False,0.011158443992160412,0.04671230018634743,0.00335607863187357,0.0034234959014963536,506.0,True,False,True
RNF168,False,0.3910047822154052,1.6951599509286375,0.12538100013765166,0.143681171943569,16995.0,False,False,False
CTD-2002J20.1,False,0.0002371470451431905,0.0008370715523077117,9.176777509029294e-05,0.00010486972332587432,13.0,False,False,False
SMCO1,False,4.0026084505011176e-05,0.00014489434259194612,1.3109682155756133e-05,1.3109596223309748e-05,2.0,False,False,False
WDR53,False,0.055625409041747786,0.23585995003887927,0.0168852706166139,0.016954230803311543,2550.0,False,False,False
FBXO45,False,0.06756627560484796,0.2685877207307472,0.023184472892454722,0.024718444915241333,3390.0,False,False,False
LINC01063,False,0.004631081078795745,0.020284648307912673,0.001658374792703151,0.0017342940467064728,247.0,True,False,True
NRROS,False,0.15579073381445865,0.5703576777511828,0.06431610065613959,0.08267629636179001,8476.0,False,False,False
PIGX,False,0.19890278325107008,1.156398625129919,0.05989813776964977,0.06483206922652986,8536.0,False,True,True
CEP19,False,0.06615077176698851,0.5990891219610224,0.015030250591574408,0.016220294153000955,2189.0,False,True,True
PAK2,False,1.2672209545159578,6.262056132149953,0.4219613395473227,0.5741466244181272,46971.0,False,False,False
SENP5,False,0.23192077065266553,0.981918849643696,0.07391238799415308,0.07770529184295762,10611.0,False,False,False
NCBP2,False,0.4833933293348803,1.9356720186324383,0.15778157958560296,0.16642221055464118,21720.0,False,False,False
NCBP2-AS1,False,0.001626401856330993,0.006985915642096553,0.0005112776040744892,0.0005110195489379921,78.0,True,False,True
NCBP2-AS2,False,0.37339614411473593,1.5357919760143144,0.11617144842323297,0.11792297630799461,16609.0,False,False,False
PIGZ,False,0.018541249654232133,0.06956790015235961,0.006967796065784385,0.0073781331217115526,1034.0,False,False,False
MFI2,False,0.016275140588231436,0.06978852162056536,0.006043563473803578,0.008615922039336862,824.0,False,False,False
MFI2-AS1,False,0.006540112887473043,0.02659779441399268,0.002130323350310372,0.0021913478474491614,320.0,False,False,False
DLG1,False,0.28776526629041876,1.245610696156558,0.09183332350107172,0.10250144297742489,12690.0,False,False,False
DLG1-AS1,False,0.00023159691817591882,0.0008771887601613919,7.865809293453681e-05,7.865242139307533e-05,12.0,True,False,True
AC128709.3,False,5.926619419372178e-05,0.0005358607070051588,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
AC128709.4,False,0.0,0.0,0.0,0.0,0.0,False,False,False
AC128709.2,False,5.399374858251561e-05,0.00044475904928585006,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
RP13-616I3.1,False,0.0006566142285935277,0.002567832187562867,0.00020975491449209813,0.00020971229199869066,32.0,False,False,False
BDH1,False,0.0460196337679193,0.19992935204220572,0.013561966190129721,0.014282700952769579,2020.0,False,False,False
RP11-496H1.2,False,0.0003062538988850215,0.0010201503000176367,0.00011143229832392714,0.00011142061151121864,17.0,False,False,False
AC024560.2,False,0.0006493063161137658,0.0031655259299749935,0.00019009039125846393,0.0001900555026852312,29.0,False,True,True
KIAA0226,False,0.14766997882786334,0.6483710219548828,0.04955459854875818,0.059081577072139034,6907.0,False,False,False
FYTTD1,False,0.3950934886830669,1.6076361245232236,0.13297806094691234,0.147244156829337,18167.0,False,False,False
RP11-803P9.1,False,0.001915881380318434,0.007381815602664805,0.0006489292667099286,0.00064851240841251,99.0,False,False,False
LRCH3,False,0.2141300305455594,0.9312705618800795,0.06816379236885402,0.07517248995894207,9580.0,False,False,False
AC055764.1,False,0.00014300672113739602,0.0006157432911269568,3.9329046467268404e-05,3.9327757480572615e-05,6.0,False,False,False
IQCG,False,0.10136871675876218,0.4362268317372506,0.03187619216172104,0.03548805095450616,4559.0,False,False,False
RPL35A,False,29.0722514043747,240.6875731559513,9.516993425494398,51.187375913058695,148429.0,False,False,False
LMLN,False,0.013330727836443606,0.049535547036215745,0.005014453424576721,0.005474402805032833,730.0,False,False,False
LMLN-AS1,False,5.299502503949292e-05,0.000111392129827453,2.6219364311512267e-05,2.621884871683395e-05,4.0,True,False,True
FAM157A,False,0.0022618507443022047,0.010584731288542343,0.00078002608826749,0.0007794227565614138,119.0,False,False,False
ZNF595,False,0.08329200735453168,0.3466978080759722,0.027274693725050637,0.030791633342139153,3865.0,False,False,False
ZNF718,False,0.07859324241768759,0.3190680329814851,0.025308241401687217,0.027263630094443336,3679.0,False,False,False
ZNF732,False,0.000491862977602108,0.001396494994853732,0.00019009039125846393,0.0001900555026852312,29.0,False,False,False
ZNF141,False,0.11923830439370997,0.489506184618895,0.039545356222838376,0.044235129366585926,5620.0,False,False,False
RP11-2H3.6,False,0.00048354999436283665,0.001705041696689357,0.00017042586802482973,0.00018350770806795682,25.0,False,False,False
ZNF721,False,0.3331668169036242,1.4249735345893795,0.10689634829803552,0.12056224093102712,14603.0,False,False,False
PIGG,False,0.10188293565112513,0.43191547564993016,0.03284630864124699,0.033747211863020696,4862.0,False,False,False
RP11-1263C18.1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
PDE6B,False,0.05388370572696465,0.22692139842185582,0.01674761895397846,0.017017854413223725,2514.0,False,False,False
RP11-1191J2.2,False,0.0005164592906350985,0.0019731129577445204,0.00015731618586907361,0.00015729246851387108,24.0,False,False,False
RP11-1191J2.5,False,0.02588984122863941,0.10970652880692862,0.007852699611297925,0.008066390919294073,1178.0,False,False,False
ATP5I,False,2.3222700384769173,11.013596734226185,0.7781579585602947,1.2037256515522925,71437.0,False,False,False
MYL5,False,0.055964785656696756,0.20548110692654079,0.020673968759627424,0.021623214138440035,3052.0,False,False,False
MFSD7,False,0.0599893677003651,0.20930356113159485,0.024672421817133045,0.027039768509552507,3553.0,False,False,False
PCGF3,False,0.10591575213523947,0.4251953417088686,0.03651701964485871,0.03846119956710557,5335.0,False,False,False
RP11-1191J2.4,False,1.2961916307789117e-05,2.56316320177768e-05,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
RP11-440L14.4,False,0.01825899638828257,0.08237295933477849,0.005381524524937893,0.0055230257893065324,810.0,False,False,False
RP11-440L14.1,False,0.09155612995627921,0.3722058025722144,0.029509894532607057,0.031733153651819,4275.0,False,False,False
AC139887.4,False,0.00025904452388911833,0.001054739382208034,7.865809293453681e-05,7.865242139307533e-05,12.0,False,False,False
CPLX1,False,0.010950011575849343,0.04884696324563168,0.003244646333549643,0.0035356644690209163,478.0,False,False,False
RP11-440L14.3,False,0.0,0.0,0.0,0.0,0.0,False,False,False
GAK,False,0.34102391592760833,1.4502020745903892,0.1121598856835716,0.12161821861894102,15604.0,False,False,False
TMEM175,False,0.16222644589961918,0.6645220038311883,0.0535858258116532,0.05532935587769723,7832.0,False,False,False
DGKQ,False,0.09427615368480392,0.4244845747353781,0.02749755832169849,0.028432777978476875,4071.0,False,False,False
SLC26A1,False,0.0058314265595605635,0.02657547701514284,0.001769807091027078,0.0019240036712950006,258.0,False,False,False
IDUA,False,0.05294440816339908,0.20818022173359435,0.018189683991111635,0.018501315086227304,2727.0,False,False,False
FGFRL1,False,0.031752335745514844,0.13283248675719192,0.009963358438374662,0.01063763090217275,1466.0,False,False,False
RP11-460I19.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RNF212,False,0.012757376333090804,0.05433627256812963,0.0037755884608577663,0.0038924557286182694,566.0,False,False,False
RP11-20I20.2,False,0.0,0.0,0.0,0.0,0.0,False,False,False
AC092535.3,False,0.0020958734771465465,0.008445442764539625,0.0006817034720993189,0.0006812432179164756,104.0,False,False,False
SPON2,False,1.5766228062585623,17.322388525713826,0.4386892939780675,1.4407129112286727,33829.0,False,True,True
RP11-20I20.4,False,0.004946380686816248,0.02041623140363786,0.0015272779711455896,0.0016560530698666938,223.0,False,False,False
CTBP1,False,0.46022222556519116,1.9820563638537185,0.14615329151344725,0.15713512276724043,20051.0,False,False,False
CTBP1-AS2,False,0.1619513641279767,0.699443614043771,0.04964636632384848,0.05377612725299998,7109.0,False,False,False
MAEA,False,0.2829506066505418,1.235052735439645,0.08911306445375232,0.09162094343627496,12844.0,False,False,False
UVSSA,False,0.11100614830983424,0.47969558360540254,0.036215496955276316,0.03852245951914746,5273.0,False,False,False
CRIPAK,False,0.03208615319319083,0.13985837256106032,0.010363203744125223,0.010636058252471442,1553.0,False,False,False
NKX1-1,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RP13-1016M1.2,False,0.0001136889290700647,0.00031123155435043966,5.2438728623024534e-05,5.2436322514525724e-05,8.0,False,False,False
RP11-1398P2.1,False,0.09988261013771721,0.41559370045280514,0.032918411893103655,0.03513866028312401,4786.0,False,False,False
FAM53A,False,0.0031746522460162955,0.012590690667147745,0.001166761711862296,0.0011654080180343773,178.0,False,False,False
SLBP,False,0.47401694478857365,2.1469452897675403,0.14666456911752174,0.1567756542822759,20223.0,False,False,False
RP11-572O17.1,False,0.032935965016813167,0.14107774246445948,0.00996991327945254,0.010748933270637744,1468.0,False,False,False
TMEM129,False,0.1530958319076554,0.6473630031975747,0.0474570494038372,0.04806310362167975,7033.0,False,False,False
TACC3,False,0.18232323776375042,0.881783383854738,0.05690913023813737,0.06029126582199879,8216.0,False,True,True
FGFR3,False,0.00217535404990856,0.006985903765143594,0.0013371875798871256,0.0029872390417657745,129.0,False,False,False
LETM1,False,0.19970396174594746,0.8148301108426664,0.06444719747769716,0.06671793779676767,9370.0,False,False,False
WHSC1,False,0.09378040128737078,0.3818001830119471,0.031443572650581085,0.033116356939624024,4606.0,False,False,False
NELFA,False,0.12977432606401457,0.5401242499492953,0.04110540839937336,0.04182820949361902,6094.0,False,False,False
C4orf48,False,0.8491048656585322,3.8971949686003895,0.29432547407888093,0.39516903448465557,34086.0,False,False,False
NAT8L,False,0.0013915818076940725,0.0038038341254313757,0.0007406970418002215,0.0008319216378969086,107.0,False,False,False
POLN,False,0.009379595192679554,0.03867162550280366,0.0031463237173814723,0.0032413230680505573,472.0,False,False,False
RP11-317B7.3,False,0.0,0.0,0.0,0.0,0.0,False,False,False
HAUS3,False,0.1304677394975059,0.5763633471001569,0.04093498253134853,0.048344636361854036,5921.0,False,False,False
MXD4,False,0.6222936262036326,2.681139000333252,0.2138582450068498,0.2910149641343392,26133.0,False,False,False
ZFYVE28,False,0.18183525180422,0.8093508321669693,0.05171769610445795,0.0550869005737872,7451.0,False,False,False
RP11-478C1.7,False,1.841247493756514e-05,5.1720435221783085e-05,6.554841077878067e-06,6.554841077878067e-06,1.0,False,False,False
RP11-503N18.1,False,0.0003513608471476609,0.0011412233472734255,0.0001376516626354394,0.00013763361682169833,21.0,False,False,False
RP11-503N18.3,False,0.0,0.0,0.0,0.0,0.0,False,False,False
RNF4,False,0.322098133181261,1.3285970161278877,0.10526419286964388,0.11255104502357391,14797.0,False,False,False
FAM193A,False,0.1314041662569891,0.5572717635262125,0.043812557764537,0.046796345415526124,6330.0,False,False,False
