gene,spearman_rho,wald_p,wald_q,log2fc_max_min,is_progression_coupled,label_set,lineage_name,n_cells
PRICKLE2-AS3,-0.0075992755711539305,0.1529816731694235,0.3010236401023237,8.881648,False,lineage_leiden,Kupffer,35366
PRKAG2-AS1,0.056108088375973746,4.5886397484302753e-26,1.2374987821547898e-24,1.2311261,False,lineage_leiden,Kupffer,35366
PRKAR2A-AS1,-0.007190949922003382,0.17628289764826538,0.3395806711394041,2.854909,False,lineage_leiden,Kupffer,35366
PRKCQ-AS1,-0.0183194783772899,0.0005704238589927335,0.002449133285128005,0.9751115,False,lineage_leiden,Kupffer,35366
PRKG1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
PRKX-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
PRMT5-AS1,-0.008823382383757296,0.0970582321560402,0.21384761008854283,11.277244,False,lineage_leiden,Kupffer,35366
PROSER2-AS1,0.008842836364717582,0.09632358810556656,0.21314681162847166,7.68884,False,lineage_leiden,Kupffer,35366
PROX1-AS1,-0.007765184858983485,0.1442132937604826,0.287427419203918,8.314159,False,lineage_leiden,Kupffer,35366
PRR7-AS1,-0.001519909735672359,0.7750144497998205,0.967926874352019,2.4973774,False,lineage_leiden,Kupffer,35366
PRRT3-AS1,-0.0027657097790487334,0.6029953784426716,0.8169309444207623,2.1015205,False,lineage_leiden,Kupffer,35366
PSMD6-AS2,-0.003427941969232733,0.5191652138752111,0.7381212184090727,1.3413839,False,lineage_leiden,Kupffer,35366
PSMG3-AS1,0.005739425710916137,0.2804457518202916,0.4773662402779322,0.92773485,False,lineage_leiden,Kupffer,35366
PTCSC3,-0.0061179257118282185,0.24993880026892787,0.44270444997596126,8.619214,False,lineage_leiden,Kupffer,35366
PTOV1-AS1,-0.011218887086109547,0.03487568024343005,0.09585258614675203,2.705655,False,lineage_leiden,Kupffer,35366
PWRN1,-0.009019927477308011,0.08983881155671622,0.20242027538159385,8.401271,False,lineage_leiden,Kupffer,35366
PXN-AS1,-0.02974293780491177,2.2131942029162644e-08,1.7207086460511138e-07,2.0851192,False,lineage_leiden,Kupffer,35366
RAB11B-AS1,-0.011543458577894423,0.02994318491184125,0.08522007231994073,1.171989,False,lineage_leiden,Kupffer,35366
RAD21-AS1,0.0032276145579292577,0.5438771367199122,0.7613008680281552,11.069695,False,lineage_leiden,Kupffer,35366
RAI1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
RAMP2-AS1,-0.03374479997326941,2.1872847569033468e-10,2.008113558731477e-09,4.4459434,False,lineage_leiden,Kupffer,35366
RAP2C-AS1,-0.01007507513110113,0.05813419310770202,0.14184486684609623,1.2306957,False,lineage_leiden,Kupffer,35366
RASAL2-AS1,-0.011881883904259507,0.02545090414247776,0.07470792610530036,10.347462,False,lineage_leiden,Kupffer,35366
RASSF8-AS1,-0.060534784196756265,4.472858075530598e-30,1.4296579700677431e-28,13.911303,False,lineage_leiden,Kupffer,35366
RBM26-AS1,-0.02003988898689877,0.00016395756875385383,0.0007994089369185077,1.7679515,False,lineage_leiden,Kupffer,35366
RBMS3-AS2,-0.010862289914332357,0.04107877511807003,0.10861279940515896,9.031112,False,lineage_leiden,Kupffer,35366
RBMS3-AS3,-0.03704381986875318,3.202227449365038e-12,3.4981294794962376e-11,11.945383,False,lineage_leiden,Kupffer,35366
RBPMS-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
RFPL1S,-0.04755693619594417,3.6121836534622525e-19,6.112381358701811e-18,3.9685469,False,lineage_leiden,Kupffer,35366
RFPL3S,0.0018304789772451277,0.7306768909876425,0.9286806434791391,10.635699,False,lineage_leiden,Kupffer,35366
RGMB-AS1,-0.015606811632721632,0.0033347394367057963,0.012567162156668569,9.922379,False,lineage_leiden,Kupffer,35366
RGPD4-AS1,0.003966997554582693,0.4556648886750161,0.6710559708644008,9.745757,False,lineage_leiden,Kupffer,35366
RHPN1-AS1,-0.0118851070105085,0.025411089700094872,0.07470792610530036,10.400485,False,lineage_leiden,Kupffer,35366
RMDN2-AS1,0.00604224972920531,0.2558449886953119,0.4454427669122395,7.889474,False,lineage_leiden,Kupffer,35366
RN7SL832P,-0.009829939472540173,0.06451804851125495,0.15423566721665657,0.976594,False,lineage_leiden,Kupffer,35366
RNASEH2B-AS1,-0.008736406351431723,0.10039767241154252,0.21879593760394242,10.954976,False,lineage_leiden,Kupffer,35366
RNF157-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
RNF185-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
RNU6ATAC35P,0.0138626360468834,0.009133411218952722,0.03204119464209837,9.8909855,False,lineage_leiden,Kupffer,35366
RRM1-AS1,0.00195158020556666,0.7136200425829221,0.9110267703388488,8.0957365,False,lineage_leiden,Kupffer,35366
RUSC1-AS1,-0.004826506511468545,0.3640690949601274,0.582915823656011,1.7743826,False,lineage_leiden,Kupffer,35366
RUVBL1-AS1,0.010052548925271007,0.05869803831819396,0.14269410441859545,9.616014,False,lineage_leiden,Kupffer,35366
SAMSN1-AS1,0.011176130454805385,0.035574506998701225,0.09715442892366821,10.772899,False,lineage_leiden,Kupffer,35366
SAP30L-AS1,-0.0037951388634876264,0.4754216922303798,0.6907220882067638,9.691963,False,lineage_leiden,Kupffer,35366
SAPCD1-AS1,-0.0048012872372602995,0.3665810020804214,0.5847678462022249,8.706555,False,lineage_leiden,Kupffer,35366
SBF2-AS1,-0.052408680858212146,6.062760043862057e-23,1.3080404794632387e-21,3.1460748,False,lineage_leiden,Kupffer,35366
SCARNA9,-0.008244393490346183,0.12104557901697553,0.24955745316009972,10.148314,False,lineage_leiden,Kupffer,35366
SCGB1B2P,-0.006926914512370097,0.19269948936499984,0.36330630507707457,9.74615,False,lineage_leiden,Kupffer,35366
SDCBP2-AS1,-0.010602737412244446,0.046160746100139205,0.11891559368483623,2.3368902,False,lineage_leiden,Kupffer,35366
SEC24B-AS1,-0.013091468489792502,0.013817220905084244,0.0448280512822846,2.2386322,False,lineage_leiden,Kupffer,35366
SEC62-AS1,0.0008992290428461066,0.8657166294023949,1.0,9.449814,False,lineage_leiden,Kupffer,35366
SEMA3B-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
SENCR,-0.03339622181119331,3.34301616433936e-10,2.9141645957826945e-09,0.9698653,False,lineage_leiden,Kupffer,35366
SERTAD4-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
SFTA1P,0.005252553648825949,0.32327056043847857,0.5293785458413796,8.695433,False,lineage_leiden,Kupffer,35366
SFTA3,-0.0038390312219092754,0.47033161254585437,0.6856354419376222,8.48398,False,lineage_leiden,Kupffer,35366
SH3BP5-AS1,-0.021524407301923305,5.1618843184947454e-05,0.00028478333854989703,2.6659346,False,lineage_leiden,Kupffer,35366
SH3RF3-AS1,0.006652074061527043,0.2109531933952204,0.39067082811174936,10.473424,False,lineage_leiden,Kupffer,35366
SHANK2-AS1,-0.0010725576250383139,0.8401539923052258,1.0,9.740683,False,lineage_leiden,Kupffer,35366
SHANK2-AS3,-0.0026515332980984255,0.6180424407721902,0.8233737474348151,8.948119,False,lineage_leiden,Kupffer,35366
SIAH2-AS1,-0.016578092859840153,0.0018223401287060217,0.007181185073394048,9.928926,False,lineage_leiden,Kupffer,35366
SIDT1-AS1,-0.013660486100534424,0.01019925746832798,0.03520783678066819,11.191932,False,lineage_leiden,Kupffer,35366
SIGLEC5,-0.05159350047284503,2.7679280368751967e-22,5.555167199589058e-21,1.9520822,False,lineage_leiden,Kupffer,35366
SIX3-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
SLC16A1-AS1,-0.040034927324682466,5.009862807273246e-14,6.358105298054135e-13,2.0420036,False,lineage_leiden,Kupffer,35366
SLC22A18AS,-0.06320998924269017,1.202700586319174e-32,4.5127417651889004e-31,1.8635092,False,lineage_leiden,Kupffer,35366
SLC25A21-AS1,0.007999570155059048,0.13248919416261729,0.2671452676690157,8.818206,False,lineage_leiden,Kupffer,35366
SLC25A30-AS1,-0.00890564963652353,0.09398189177038586,0.20895204104313767,9.881834,False,lineage_leiden,Kupffer,35366
SLC26A4-AS1,0.002146708883945429,0.6864384495502028,0.8894840569997373,7.9670067,False,lineage_leiden,Kupffer,35366
SLC8A1-AS1,-0.005759201922427402,0.27879174159023024,0.47548868180310017,2.8230362,False,lineage_leiden,Kupffer,35366
SLC9A9-AS2,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
SMAD5-AS1,-0.011524274381822727,0.030217082421670757,0.08522007231994073,9.942526,False,lineage_leiden,Kupffer,35366
SMARCA5-AS1,-0.0042951098901560705,0.4192592121925994,0.6342519425377239,9.892936,False,lineage_leiden,Kupffer,35366
SMCR2,-0.006438742139008547,0.22596058413933878,0.41137726714925094,8.692525,False,lineage_leiden,Kupffer,35366
SMCR5,-0.0006508554415407515,0.9025865261848063,1.0,0.79231787,False,lineage_leiden,Kupffer,35366
SMIM2-AS1,-0.017128869171588495,0.0012758737575808774,0.005195132755570248,10.868402,False,lineage_leiden,Kupffer,35366
SNAI3-AS1,-0.019220432740121234,0.0003006121695978596,0.0013873171249355765,2.3275099,False,lineage_leiden,Kupffer,35366
SNAP25-AS1,-0.0034853093526436584,0.5121968130656007,0.7309974034783975,7.7198124,False,lineage_leiden,Kupffer,35366
SNHG10,-0.005445354343847929,0.30582744650447935,0.5105011341070903,1.0644941,False,lineage_leiden,Kupffer,35366
SNHG12,-0.06163207953239455,4.070254290686113e-31,1.3950390126132784e-29,1.3571246,False,lineage_leiden,Kupffer,35366
SNHG15,-0.02746575070978246,2.3920816212985575e-07,1.692103638672668e-06,0.5694096,False,lineage_leiden,Kupffer,35366
SNHG18,0.02149911804558847,5.267796402366514e-05,0.0002877283731166013,11.13675,False,lineage_leiden,Kupffer,35366
SNHG7,-0.07975298363988464,5.299056410663295e-51,2.858178551501515e-49,0.9139142,False,lineage_leiden,Kupffer,35366
SNHG8,-0.06899826981268666,1.3809333670703128e-38,6.272344714640421e-37,0.671177,False,lineage_leiden,Kupffer,35366
SNHG9,-0.010380709980214349,0.05091869452523453,0.12811321683754343,0.6824794,False,lineage_leiden,Kupffer,35366
SNRK-AS1,0.0030175782098884104,0.5704000174485337,0.7838458838504533,9.927686,False,lineage_leiden,Kupffer,35366
SPATA13,0.1502179312851458,1.517239293355253e-177,4.364591700551945e-175,3.8214352,False,lineage_leiden,Kupffer,35366
SPATA13-AS1,-0.005158273237371226,0.33203188696439373,0.5406481480193807,3.3488169,False,lineage_leiden,Kupffer,35366
SPATA41,-0.03142221868661919,3.411415624212271e-09,2.8583026055293103e-08,2.5863929,False,lineage_leiden,Kupffer,35366
SPATA8,-0.01941210285321303,0.0002613983762142013,0.0012193881009343553,10.041373,False,lineage_leiden,Kupffer,35366
SPIN4-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
SRGAP2-AS1,-0.011091030929392435,0.03700099553282242,0.10009987192735345,9.582304,False,lineage_leiden,Kupffer,35366
SRRM2-AS1,-0.0038903699944176206,0.46441637451772133,0.6804606641915001,1.3439722,False,lineage_leiden,Kupffer,35366
SSBP3-AS1,-0.0022467132769376707,0.6726607344633826,0.8768976039907843,8.394926,False,lineage_leiden,Kupffer,35366
ST20,0.027600420402000815,2.088318082108983e-07,1.5018487540500436e-06,2.7674537,False,lineage_leiden,Kupffer,35366
ST3GAL6-AS1,-0.00983429019252219,0.064399898583615,0.15423566721665657,10.368275,False,lineage_leiden,Kupffer,35366
ST7-AS1,-0.01817867728698552,0.0006289413608097463,0.0026870118533604504,3.1424904,False,lineage_leiden,Kupffer,35366
ST7-AS2,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
ST7-OT4,-0.03480752748889365,5.846749883061391e-11,5.669376572002226e-10,3.2630997,False,lineage_leiden,Kupffer,35366
ST8SIA6-AS1,-0.006133559166566761,0.24873064170192852,0.44167601602626405,9.797722,False,lineage_leiden,Kupffer,35366
STARD4-AS1,-0.02547895131295706,1.6501009700398025e-06,1.0788160129881437e-05,3.8370667,False,lineage_leiden,Kupffer,35366
STAU2-AS1,-0.002969827074305368,0.5765148006752264,0.7909893052189513,9.858549,False,lineage_leiden,Kupffer,35366
STEAP3-AS1,-0.013101363170707614,0.013745692970950085,0.04476427559973556,9.647632,False,lineage_leiden,Kupffer,35366
STK24-AS1,-0.004331332751453984,0.4153477053897988,0.6327960739464416,3.9848127,False,lineage_leiden,Kupffer,35366
STX18-AS1,-0.02311954026281314,1.3722589656076738e-05,8.281534876359598e-05,3.9141073,False,lineage_leiden,Kupffer,35366
STXBP5-AS1,0.009517125880134343,0.07349351536028406,0.17188320801063725,4.6086726,False,lineage_leiden,Kupffer,35366
SUCLA2-AS1,-0.003483131022817928,0.5124605203991083,0.7309974034783975,9.333935,False,lineage_leiden,Kupffer,35366
SYP-AS1,-0.004321283575313175,0.4164306939076256,0.6327960739464416,8.010692,False,lineage_leiden,Kupffer,35366
SZT2-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TAB3-AS2,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TAPT1-AS1,-0.05175548576865259,2.0507800755897426e-22,4.2138647743665425e-21,1.888557,False,lineage_leiden,Kupffer,35366
TBC1D3P1-DHX40P1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TCEAL3-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TERC,-0.012275209757466484,0.020973402674002505,0.0635089351146111,10.785023,False,lineage_leiden,Kupffer,35366
TET2-AS1,-0.006809413707208678,0.20035608749275854,0.37264505066002285,7.4090815,False,lineage_leiden,Kupffer,35366
TEX26-AS1,0.002445983439937256,0.6455360241270544,0.851831175568269,8.4030075,False,lineage_leiden,Kupffer,35366
TEX41,-0.013372272662449199,0.0119102255835111,0.04030793991596109,10.165709,False,lineage_leiden,Kupffer,35366
TFAP2A-AS1,-0.004223883463388441,0.4270134347366592,0.6386700072404452,7.566283,False,lineage_leiden,Kupffer,35366
THAP7-AS1,-0.02763398229352018,2.0186262132009234e-07,1.4639280857078963e-06,1.9654965,False,lineage_leiden,Kupffer,35366
THAP9-AS1,0.013678827365400386,0.010098177618077369,0.0349989047566296,0.6240094,False,lineage_leiden,Kupffer,35366
THOC7-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TIPARP-AS1,0.008821333132169422,0.09713587851067067,0.21384761008854283,1.873692,False,lineage_leiden,Kupffer,35366
TLR8-AS1,-0.0037669246272451842,0.4787095107449903,0.6943299290301288,9.200605,False,lineage_leiden,Kupffer,35366
TM4SF1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TM4SF19-AS1,-0.004402454200035413,0.4077307096670712,0.630594269610542,1.5965385,False,lineage_leiden,Kupffer,35366
TMEM105,-0.009236652922978695,0.08238597738178566,0.1901045413916605,5.0533414,False,lineage_leiden,Kupffer,35366
TMEM254-AS1,-0.0264383680342285,6.604271761943745e-07,4.45272385199801e-06,3.4404697,False,lineage_leiden,Kupffer,35366
TMEM44-AS1,-0.004034783856580831,0.4480011185321697,0.6643040640777705,0.97702646,False,lineage_leiden,Kupffer,35366
TMEM72-AS1,-0.007519776481339028,0.15732435125287347,0.30787055585312884,10.062325,False,lineage_leiden,Kupffer,35366
TMEM78,0.007069320957745805,0.18371091820199892,0.34844510419412106,8.905151,False,lineage_leiden,Kupffer,35366
TMEM9B-AS1,-0.011455833967541029,0.031211832691604997,0.08688971488017778,2.5606976,False,lineage_leiden,Kupffer,35366
TMLHE-AS1,-0.03715856564821038,2.7459036816516198e-12,3.077551788656296e-11,4.2962227,False,lineage_leiden,Kupffer,35366
TMPO-AS1,0.03147266408514705,3.220214009052368e-09,2.7245536174629347e-08,1.5103674,False,lineage_leiden,Kupffer,35366
TNK2-AS1,0.004262604247732782,0.4227876902000745,0.6342519425377239,11.358617,False,lineage_leiden,Kupffer,35366
TP53TG1,-0.07943394649613472,1.3134403863576476e-50,6.667641490745e-49,0.7944267,False,lineage_leiden,Kupffer,35366
TP73-AS1,-0.04633583811655409,2.8260253346138765e-18,4.3551068995924563e-17,2.2533288,False,lineage_leiden,Kupffer,35366
TPRG1-AS1,-0.04911957762355461,2.4056411596157176e-20,4.417166639890136e-19,2.1282544,False,lineage_leiden,Kupffer,35366
TPRXL,-0.006468094201462378,0.22385168610106868,0.40928814640936917,8.586021,False,lineage_leiden,Kupffer,35366
TPT1-AS1,-0.017546158004376304,0.0009673942918079255,0.004052724630243882,1.0710897,False,lineage_leiden,Kupffer,35366
TPTEP1,-0.010488695820637125,0.04855564104151983,0.1239749059728746,1.9709868,False,lineage_leiden,Kupffer,35366
TRAF3IP2-AS1,-0.019936139498026025,0.00017725773823430263,0.0008546001569620288,1.2391405,False,lineage_leiden,Kupffer,35366
TRAM2-AS1,-0.042280870501472737,1.7977939078548033e-15,2.4626922896487225e-14,2.7454224,False,lineage_leiden,Kupffer,35366
TRAPPC12-AS1,0.001592958379528514,0.76451358667858,0.9589756181738585,2.2410326,False,lineage_leiden,Kupffer,35366
TRBV11-2,-0.004471290164801537,0.40043835367512814,0.6204278262506923,8.007063,False,lineage_leiden,Kupffer,35366
TRERNA1,0.005126202622234295,0.3350468067543207,0.5424330781095161,11.11291,False,lineage_leiden,Kupffer,35366
TRIM16L,-0.024377089091968646,4.543384345993089e-06,2.883044625435321e-05,1.4493022,False,lineage_leiden,Kupffer,35366
TRIM52-AS1,-0.02924410239874265,3.7853528160965533e-08,2.8406604176446313e-07,0.6615057,False,lineage_leiden,Kupffer,35366
TSIX,-0.0032006983594333157,0.5472415004771723,0.7629554360449108,2.4919553,False,lineage_leiden,Kupffer,35366
TSPEAR-AS1,-0.012672320205215342,0.017165245227056845,0.05426229535146541,8.9182,False,lineage_leiden,Kupffer,35366
TTC3-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TTLL10-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
TTN-AS1,-0.00915824608359591,0.0850221994272095,0.19411152938011056,1.2787199,False,lineage_leiden,Kupffer,35366
TTTY10,-0.006208557574308984,0.2429915503862408,0.43506578419777137,9.243885,False,lineage_leiden,Kupffer,35366
TTTY14,-0.014743781438630473,0.005558546507811398,0.02058809285940445,1.519465,False,lineage_leiden,Kupffer,35366
UBAC2-AS1,-0.017669925195895234,0.0008901609571493873,0.003765729931470202,1.2542791,False,lineage_leiden,Kupffer,35366
UBBP4,-0.010504563459414426,0.048216294155284015,0.1238412555238396,2.4439712,False,lineage_leiden,Kupffer,35366
UBOX5-AS1,0.003586764460811962,0.4999935632138385,0.717960807077442,9.188675,False,lineage_leiden,Kupffer,35366
UBXN7-AS1,-0.0027113988641216387,0.6101323662008107,0.8169328313176542,4.275138,False,lineage_leiden,Kupffer,35366
UGDH-AS1,-0.007871059855830994,0.13882246047474325,0.27732357266135055,11.976881,False,lineage_leiden,Kupffer,35366
UNC5B-AS1,-0.011343908116161861,0.03289917385282523,0.09114604297353997,9.672277,False,lineage_leiden,Kupffer,35366
UPK1A-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
USP2-AS1,0.003165730895063315,0.55162754620395,0.7678299554419499,10.332627,False,lineage_leiden,Kupffer,35366
USP3-AS1,-0.014181907940326387,0.007651614249082827,0.027629050614889034,11.798172,False,lineage_leiden,Kupffer,35366
USP30-AS1,-0.03625284984664217,9.125798796877787e-12,9.488631761091e-11,1.4235125,False,lineage_leiden,Kupffer,35366
UXT-AS1,0.0003286550640519171,0.9507187619735701,1.0,11.386751,False,lineage_leiden,Kupffer,35366
VAC14-AS1,-0.0033355930664906385,0.5304847508438755,0.749277152173919,8.964543,False,lineage_leiden,Kupffer,35366
VAV3-AS1,-0.003955666901894263,0.45695306507787836,0.6718066357107478,3.502884,False,lineage_leiden,Kupffer,35366
VCAN-AS1,0.011509196322595259,0.030433863914212583,0.08555187152431745,9.578703,False,lineage_leiden,Kupffer,35366
VIM-AS1,0.0809404983216021,1.7495390252879316e-52,1.0065681192156565e-50,2.8141525,False,lineage_leiden,Kupffer,35366
VIPR1-AS1,-0.004262290765649061,0.4228218030412388,0.6342519425377239,11.497124,False,lineage_leiden,Kupffer,35366
VPS13A-AS1,-0.0059575641587533605,0.26256850658497954,0.45410144525618706,8.13028,False,lineage_leiden,Kupffer,35366
VPS9D1-AS1,-0.01032917223265972,0.05208000967575725,0.12973669093878268,8.738312,False,lineage_leiden,Kupffer,35366
WAC-AS1,0.009542030501190533,0.07274338523781429,0.17105597128129083,1.0861259,False,lineage_leiden,Kupffer,35366
WARS2-IT1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
WASF3-AS1,-0.008369378066644942,0.11550949956112139,0.24204804876405436,7.9275074,False,lineage_leiden,Kupffer,35366
WASIR1,-0.007108324805990009,0.18130407583128672,0.3454157564681067,7.8415403,False,lineage_leiden,Kupffer,35366
WASIR2,-0.005385913675709743,0.31113735537798726,0.5153772316529809,7.0078745,False,lineage_leiden,Kupffer,35366
WDFY3-AS1,0.0026407053456893323,0.6194779219310095,0.8237433692241313,8.83043,False,lineage_leiden,Kupffer,35366
WEE2-AS1,-0.02053629126273637,0.00011232684466867902,0.0005827366357304233,11.321806,False,lineage_leiden,Kupffer,35366
WNT5A-AS1,-0.002255363080650757,0.6714741075654639,0.8768976039907843,9.405995,False,lineage_leiden,Kupffer,35366
WT1-AS,-0.007458463870285768,0.1607369068394595,0.31172123730888435,8.415058,False,lineage_leiden,Kupffer,35366
WWC2-AS2,-0.029532893939088856,2.777277595425653e-08,2.121053597214459e-07,12.334132,False,lineage_leiden,Kupffer,35366
WWC3-AS1,0.005768460166385007,0.27801970085039507,0.47511089472057616,8.003037,False,lineage_leiden,Kupffer,35366
WWTR1-AS1,0.00450149982518461,0.3972629005849823,0.6177259156843959,7.8121166,False,lineage_leiden,Kupffer,35366
XIAP-AS1,0.002499178435796888,0.6383722547948043,0.8459632800026919,8.50045,False,lineage_leiden,Kupffer,35366
XIST,-0.13197446590185652,3.7796769388652325e-137,6.523722396481391e-135,4.3177323,False,lineage_leiden,Kupffer,35366
XXYLT1-AS2,-0.001789698757576049,0.7364512981400378,0.9317112415020505,9.325818,False,lineage_leiden,Kupffer,35366
YEATS2-AS1,-0.007927691367041271,0.13600337883963037,0.2723223107624153,10.184069,False,lineage_leiden,Kupffer,35366
ZBED3-AS1,-0.08755533699663622,3.8794743211011563e-61,2.5753741070079213e-59,7.1879144,False,lineage_leiden,Kupffer,35366
ZBED5-AS1,-0.007966251110106144,0.1341093328678212,0.2697817115732627,0.6771884,False,lineage_leiden,Kupffer,35366
ZBTB11-AS1,-0.005657574169322875,0.28736230134705454,0.48531050110079854,0.84380484,False,lineage_leiden,Kupffer,35366
ZBTB20-AS1,-0.006071487661494896,0.25355169889021595,0.4429455792353368,9.51072,False,lineage_leiden,Kupffer,35366
ZBTB20-AS2,-0.028401083907831103,9.194999612330747e-08,6.840762642621926e-07,2.71804,False,lineage_leiden,Kupffer,35366
ZBTB20-AS3,0.009006385215756979,0.0903219642132544,0.20246196134035988,7.6052685,False,lineage_leiden,Kupffer,35366
ZBTB20-AS4,-0.0027448229877976875,0.60573566339507,0.8169328313176542,9.648153,False,lineage_leiden,Kupffer,35366
ZEB2-AS1,-0.006394563339535124,0.2291614296773099,0.41547544918386226,0.64384675,False,lineage_leiden,Kupffer,35366
ZFAS1,0.19584121993706066,1.02911036173234e-302,4.440611210875047e-300,0.8345431,False,lineage_leiden,Kupffer,35366
ZFAT-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
ZFX-AS1,-0.004257672114239927,0.4233245873716442,0.6342519425377239,8.913081,False,lineage_leiden,Kupffer,35366
ZFY-AS1,0.004631216649674572,0.3838013578545556,0.6055220691562733,2.7891445,False,lineage_leiden,Kupffer,35366
ZMIZ1-AS1,-0.005937715055819524,0.2641618967837688,0.4559434338487849,2.2334156,False,lineage_leiden,Kupffer,35366
ZMYM4-AS1,0.004515022382691254,0.3958464267519292,0.6166344156803518,8.289056,False,lineage_leiden,Kupffer,35366
ZMYND10-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
ZNF197-AS1,,1.0,1.0,0.0,False,lineage_leiden,Kupffer,35366
ZNF252P-AS1,-0.0031505050846662433,0.5535427363333156,0.7680182981602113,2.4821377,False,lineage_leiden,Kupffer,35366
ZNF286B,-0.016063302223184105,0.0025200072540187443,0.009580468106688,4.1828833,False,lineage_leiden,Kupffer,35366
ZNF295-AS1,-0.0040156534560962616,0.4501565111776761,0.665214159497148,9.492929,False,lineage_leiden,Kupffer,35366
ZNF32-AS1,-0.005418727617160323,0.3081985713161221,0.511491090472718,8.169666,False,lineage_leiden,Kupffer,35366
ZNF32-AS2,-0.013918875878840043,0.008855126200094222,0.0313195652077103,9.451289,False,lineage_leiden,Kupffer,35366
ZNF337-AS1,-0.02049948265865302,0.00011555433873533828,0.0005935916329083151,2.0659723,False,lineage_leiden,Kupffer,35366
ZNF503-AS1,-0.016914077429532506,0.001467923773437593,0.005892177751054152,10.152257,False,lineage_leiden,Kupffer,35366
ZNF571-AS1,-0.005662837319965152,0.286914126011298,0.48531050110079854,10.702773,False,lineage_leiden,Kupffer,35366
ZNF630-AS1,-0.012629949843369674,0.01754038390571652,0.055044913856848565,9.086615,False,lineage_leiden,Kupffer,35366
ZNF667-AS1,-0.03368719227697527,2.3468153312117693e-10,2.1096891987872467e-09,3.9149108,False,lineage_leiden,Kupffer,35366
ZNF674-AS1,0.02047188575068486,0.00011803127450739808,0.0006027277508868908,1.9000454,False,lineage_leiden,Kupffer,35366
ZNF781,-0.037418898361703895,1.9340460800678937e-12,2.1961602198665688e-11,12.533457,False,lineage_leiden,Kupffer,35366
ZNRF3-AS1,-0.008050464800517444,0.1300437552196113,0.2646881149870862,3.9574327,False,lineage_leiden,Kupffer,35366
ZRANB2-AS1,-0.005826377198627806,0.273223068694929,0.46877039420223404,7.93948,False,lineage_leiden,Kupffer,35366
ZSCAN16-AS1,0.004264534775975594,0.4225776473668369,0.6342519425377239,0.56904626,False,lineage_leiden,Kupffer,35366
A1BG-AS1,0.03346768616296181,0.24865445164965774,0.794159836437879,13.774405,False,lineage_leiden,LSEC,1190
A2M-AS1,-0.031017652646956474,0.2850113749639853,0.8278816314425574,15.589144,False,lineage_leiden,LSEC,1190
A2ML1-AS2,,1.0,1.0,0.0,False,lineage_leiden,LSEC,1190
ABCC5-AS1,,1.0,1.0,0.0,False,lineage_leiden,LSEC,1190
ACTA2-AS1,0.03186910327901717,0.2719895989830212,0.8066220753345269,12.921153,False,lineage_leiden,LSEC,1190
ACVR2B-AS1,,1.0,1.0,0.0,False,lineage_leiden,LSEC,1190
ADAM20P1,-0.02291791660992332,0.4296107182615998,1.0,14.622548,False,lineage_leiden,LSEC,1190
ADAMTS9-AS2,0.02451310951043821,0.3981936300065063,0.9931823777329912,1.9869769,False,lineage_leiden,LSEC,1190
ADAMTSL4-AS1,0.033597488684772546,0.24682300546779604,0.794159836437879,14.549329,False,lineage_leiden,LSEC,1190
ADIPOQ-AS1,,1.0,1.0,0.0,False,lineage_leiden,LSEC,1190
ADORA2A-AS1,-0.02182196354811961,0.45200468841608893,1.0,14.193957,False,lineage_leiden,LSEC,1190
ADPGK-AS1,-0.03149486916839429,0.2776620279789051,0.8150419392714119,14.023067,False,lineage_leiden,LSEC,1190
AFAP1-AS1,,1.0,1.0,0.0,False,lineage_leiden,LSEC,1190
AGAP2-AS1,0.0296119704542979,0.3074174597991315,0.8619033196559764,2.0421987,False,lineage_leiden,LSEC,1190
