gene,spearman_rho,wald_p,wald_q,log2fc_max_min,is_progression_coupled,label_set,lineage_name,n_cells
FENDRR,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
FGD5-AS1,-0.0002086076640670878,0.9856541356916506,1.0,0.7080662,False,lineage_leiden,Cholangiocyte,7432
FGF13-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
FGF14-AS2,0.017091179676847396,0.14067714215272176,0.4396878814941086,11.349944,False,lineage_leiden,Cholangiocyte,7432
FLG-AS1,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.585271,False,lineage_leiden,Cholangiocyte,7432
FLNB-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
FOXD2-AS1,0.003516982717473284,0.7617788499972299,1.0,12.255331,False,lineage_leiden,Cholangiocyte,7432
FOXN3-AS1,0.019514973770537524,0.09252143499048614,0.3766320679093846,13.254788,False,lineage_leiden,Cholangiocyte,7432
FOXN3-AS2,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
FOXP1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
FRY-AS1,0.041268359846195535,0.0003728034501212338,0.0035747708606069417,2.7172794,False,lineage_leiden,Cholangiocyte,7432
FTX,0.02975752432517724,0.010302590224524026,0.07287815871937897,1.8342767,False,lineage_leiden,Cholangiocyte,7432
GAS5-AS1,0.019961394623212156,0.08529895692217468,0.36492788076261806,11.165541,False,lineage_leiden,Cholangiocyte,7432
GAS6-AS1,-0.01075715999210269,0.3538043458399837,0.8428459483959482,10.4140005,False,lineage_leiden,Cholangiocyte,7432
GATA3-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GATA6-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GDNF-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GFOD1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GGNBP1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GHRLOS,0.02412028934697541,0.03758611893513966,0.20085768388839617,12.631119,False,lineage_leiden,Cholangiocyte,7432
GK-AS1,0.0045717057572815705,0.6935380944488824,1.0,12.817408,False,lineage_leiden,Cholangiocyte,7432
GNAS-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GNG12-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GOLGA8M,-0.001668131729014828,0.8856710696648398,1.0,11.172999,False,lineage_leiden,Cholangiocyte,7432
GPR158-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GRIK1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GRM7-AS1,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.717851,False,lineage_leiden,Cholangiocyte,7432
GRPEL2-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GS1-24F4.2,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GS1-279B7.1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
GSN-AS1,0.03180757582672562,0.0061004380331720785,0.04700605377345986,11.763952,False,lineage_leiden,Cholangiocyte,7432
GTSCR1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HAND2-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HAR1A,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HAR1B,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HAS2-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HCFC1-AS1,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.841178,False,lineage_leiden,Cholangiocyte,7432
HCG11,0.03370566415287146,0.0036599941061250052,0.030081665843675044,1.185513,False,lineage_leiden,Cholangiocyte,7432
HCG14,0.016870689244685853,0.14587287413128672,0.44326862808204376,11.592338,False,lineage_leiden,Cholangiocyte,7432
HCG15,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.703717,False,lineage_leiden,Cholangiocyte,7432
HCG17,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HCG18,0.08549060540086643,1.5552929568140944e-13,6.3915134368122075e-12,1.9850221,False,lineage_leiden,Cholangiocyte,7432
HCG20,-0.01462330004837557,0.2074832354018622,0.5739039492045099,12.1106415,False,lineage_leiden,Cholangiocyte,7432
HCG21,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HCG22,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HCG24,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.547075,False,lineage_leiden,Cholangiocyte,7432
HCG25,0.0070164531929182514,0.5453202323735133,1.0,11.648634,False,lineage_leiden,Cholangiocyte,7432
HCG27,0.021071039629159172,0.06930744552446469,0.31574569788081513,12.431702,False,lineage_leiden,Cholangiocyte,7432
HCG9,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HDAC11-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HEXA-AS1,-0.00522283696739584,0.6525783928517487,1.0,11.541835,False,lineage_leiden,Cholangiocyte,7432
HHIP-AS1,-0.04976226810941407,1.7715462525532457e-05,0.00023520683322360785,13.869839,False,lineage_leiden,Cholangiocyte,7432
HIF1A-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HLA-DQB1-AS1,0.006611154252575646,0.568778302888998,1.0,11.155923,False,lineage_leiden,Cholangiocyte,7432
HM13-AS1,0.007365579959336997,0.5255057410042322,1.0,10.390852,False,lineage_leiden,Cholangiocyte,7432
HMGA1P4,0.03723784240396278,0.0013236026094128849,0.012023884757087575,1.346642,False,lineage_leiden,Cholangiocyte,7432
HMGN3-AS1,0.02376695500099246,0.04047469965812028,0.20546862238210473,12.112934,False,lineage_leiden,Cholangiocyte,7432
HNF1A-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HNF4A-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HOTAIRM1,-0.02826068898969318,0.014834111063395359,0.09625441990759545,1.1599658,False,lineage_leiden,Cholangiocyte,7432
HOTTIP,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HOXA-AS2,-0.021837073868678582,0.059773429861789476,0.28584435202301384,13.152128,False,lineage_leiden,Cholangiocyte,7432
HOXA-AS3,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.682113,False,lineage_leiden,Cholangiocyte,7432
HOXA10-AS,-0.07300137677057789,2.962503447609846e-10,7.747395379658476e-09,15.055827,False,lineage_leiden,Cholangiocyte,7432
HOXA11-AS,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HOXB-AS1,0.00903287404290369,0.43621515913980996,0.955466198826538,5.2704372,False,lineage_leiden,Cholangiocyte,7432
HOXB-AS2,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HOXB-AS3,-0.0325308569985934,0.005035956215164442,0.039509365578971944,12.703184,False,lineage_leiden,Cholangiocyte,7432
HOXC-AS2,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HOXD-AS2,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
HULC,-0.012932015721980637,0.264972206031134,0.6826000412085632,10.868777,False,lineage_leiden,Cholangiocyte,7432
HYI-AS1,0.01550840076623073,0.18128140810796967,0.5205948372057286,10.446067,False,lineage_leiden,Cholangiocyte,7432
IDH1-AS1,0.030133343125826932,0.009379040297163408,0.06801774602060522,12.392958,False,lineage_leiden,Cholangiocyte,7432
IDI2-AS1,-0.010259993894676977,0.37649175995830175,0.8757746330027343,11.273949,False,lineage_leiden,Cholangiocyte,7432
IFNG-AS1,0.02396071842089282,0.038868172896132286,0.20085768388839617,9.569444,False,lineage_leiden,Cholangiocyte,7432
IGBP1-AS1,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.771366,False,lineage_leiden,Cholangiocyte,7432
IGBP1-AS2,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
IGFBP7-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
IL12A-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
IL20RB-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
IL21-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
IL21R-AS1,0.008443931595438528,0.46671530860594757,0.9994424598683195,10.478283,False,lineage_leiden,Cholangiocyte,7432
INHBA-AS1,0.0010122314971839198,0.930473704164455,1.0,12.53075,False,lineage_leiden,Cholangiocyte,7432
INTS6-AS1,-0.0056902358031810235,0.6238004547124177,1.0,2.7493682,False,lineage_leiden,Cholangiocyte,7432
IPO9-AS1,0.018957355594276932,0.1022236791443567,0.3991811543057911,12.495652,False,lineage_leiden,Cholangiocyte,7432
IQCH-AS1,0.028188391437171275,0.015091804510274752,0.09641998096673744,2.1689148,False,lineage_leiden,Cholangiocyte,7432
ISM1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
ITCH-AS1,0.04270410962134767,0.00023092050998034302,0.0023172604664306517,11.51349,False,lineage_leiden,Cholangiocyte,7432
ITGB2-AS1,0.13613057627501732,4.4676210673916775e-32,5.507938544512883e-30,1.4748644,False,lineage_leiden,Cholangiocyte,7432
ITIH4-AS1,0.0025274314461424855,0.8275450835791924,1.0,10.514844,False,lineage_leiden,Cholangiocyte,7432
ITPK1-AS1,-0.004572001320673269,0.6935192858648264,1.0,13.065908,False,lineage_leiden,Cholangiocyte,7432
ITPKB-AS1,0.005057670361325984,0.6628756218058336,1.0,12.6124935,False,lineage_leiden,Cholangiocyte,7432
JARID2-AS1,0.015476604395541852,0.1821780310963268,0.5205948372057286,11.768415,False,lineage_leiden,Cholangiocyte,7432
JAZF1-AS1,-0.005596062384300352,0.6295546054165975,1.0,10.760027,False,lineage_leiden,Cholangiocyte,7432
JMJD1C-AS1,0.0777302902575491,1.945166720427057e-11,5.995281713316251e-10,13.591995,False,lineage_leiden,Cholangiocyte,7432
JPX,0.06263126808543844,6.525123611129815e-08,1.173162849251048e-06,0.8601949,False,lineage_leiden,Cholangiocyte,7432
KANSL1-AS1,-0.04783619910105956,3.697995433292073e-05,0.0004494887406945154,1.6095529,False,lineage_leiden,Cholangiocyte,7432
KBTBD11-OT1,-0.007999469518176592,0.4904950308016193,1.0,10.577023,False,lineage_leiden,Cholangiocyte,7432
KCNIP2-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
KCNJ2-AS1,0.014048763815911563,0.22590054174070331,0.6110183514481735,1.6930456,False,lineage_leiden,Cholangiocyte,7432
KCNQ1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
KCNQ1OT1,-0.0077548896464450096,0.5038532456655133,1.0,1.6086197,False,lineage_leiden,Cholangiocyte,7432
KCNQ5-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
KCTD21-AS1,-0.011263008795701714,0.3316275931493671,0.7971994787963894,12.689928,False,lineage_leiden,Cholangiocyte,7432
KDM4A-AS1,-0.02827546736896007,0.01478191558447057,0.09625441990759545,13.896343,False,lineage_leiden,Cholangiocyte,7432
KIAA0087,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.826599,False,lineage_leiden,Cholangiocyte,7432
KIF25-AS1,-0.018900202786426713,0.10326223456838275,0.4003858662233956,11.2683525,False,lineage_leiden,Cholangiocyte,7432
KIF9-AS1,0.006486147230985275,0.5761095764039027,1.0,12.233062,False,lineage_leiden,Cholangiocyte,7432
KLHL6-AS1,0.054302141724017004,2.813238212006991e-06,4.49597143881858e-05,12.189478,False,lineage_leiden,Cholangiocyte,7432
KMT2E-AS1,0.042844051687881426,0.0002202158332243199,0.002235838400853977,0.8653884,False,lineage_leiden,Cholangiocyte,7432
KRTAP5-AS1,-0.01334147896275642,0.25013813827747694,0.6581378455288494,10.74462,False,lineage_leiden,Cholangiocyte,7432
KTN1-AS1,0.04348930006983517,0.00017661270726363322,0.0018363465827531983,12.094566,False,lineage_leiden,Cholangiocyte,7432
LAMTOR5-AS1,0.02416534914870432,0.037230671769141785,0.20085768388839617,12.09506,False,lineage_leiden,Cholangiocyte,7432
LATS2-AS1,0.013996783834556707,0.2276226225119943,0.6110183514481735,1.4377961,False,lineage_leiden,Cholangiocyte,7432
LBX2-AS1,-0.018298535919173044,0.11471131617273914,0.4341923941099732,1.7682753,False,lineage_leiden,Cholangiocyte,7432
LDLRAD4-AS1,-0.010274970498626418,0.3757954813643254,0.8757746330027343,11.284828,False,lineage_leiden,Cholangiocyte,7432
LEMD1-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LENG8-AS1,-0.0006032681934466707,0.9585299414698075,1.0,14.067089,False,lineage_leiden,Cholangiocyte,7432
LGALS8-AS1,0.005055133903291213,0.663034260046887,1.0,10.905992,False,lineage_leiden,Cholangiocyte,7432
LIFR-AS1,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LIMD1-AS1,0.011697111497848875,0.31332883370925213,0.7638496708787701,10.667494,False,lineage_leiden,Cholangiocyte,7432
LINC-PINT,0.01967726576154442,0.08984096207336849,0.3697221449037755,0.86645365,False,lineage_leiden,Cholangiocyte,7432
LINC-ROR,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00092,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00102,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.937199,False,lineage_leiden,Cholangiocyte,7432
LINC00106,0.007924764526227287,0.49455489147762866,1.0,1.995462,False,lineage_leiden,Cholangiocyte,7432
LINC00114,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00115,0.03985401347738696,0.0005891433293294279,0.005526420578383655,2.7979202,False,lineage_leiden,Cholangiocyte,7432
LINC00158,0.05360664697762136,3.765453055170175e-06,5.602734459675622e-05,12.668783,False,lineage_leiden,Cholangiocyte,7432
LINC00159,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00161,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00174,0.025520636950100723,0.027799938627628844,0.15936397682773612,12.977417,False,lineage_leiden,Cholangiocyte,7432
LINC00184,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00200,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00205,0.013262633712499016,0.2529485112183949,0.6635093166610176,12.289581,False,lineage_leiden,Cholangiocyte,7432
LINC00221,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00222,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00226,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00237,-0.012295767600498013,0.2892045709489532,0.7251607877979731,12.066226,False,lineage_leiden,Cholangiocyte,7432
LINC00240,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00242,0.030904440099369712,0.007711877635693858,0.05721308848249097,11.275346,False,lineage_leiden,Cholangiocyte,7432
LINC00261,-0.016110005155637045,0.16492864429918164,0.49367362031250916,10.825182,False,lineage_leiden,Cholangiocyte,7432
LINC00265,0.023026621008326864,0.0471408723912826,0.23380789007860278,11.427833,False,lineage_leiden,Cholangiocyte,7432
LINC00276,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00278,-0.005784335471433662,0.6180736424832274,1.0,1.7473416,False,lineage_leiden,Cholangiocyte,7432
LINC00298,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00299,0.03681720293680227,0.0015008539824095364,0.013352958627004433,11.791777,False,lineage_leiden,Cholangiocyte,7432
LINC00304,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00305,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00309,0.007755712590275815,0.5038079793068534,1.0,2.57123,False,lineage_leiden,Cholangiocyte,7432
LINC00310,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00311,0.012788857296075751,0.27029874295849016,0.6921893625316825,9.728243,False,lineage_leiden,Cholangiocyte,7432
LINC00313,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00315,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00319,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00322,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00323,-0.04882355055298348,2.544285244404304e-05,0.0003277191292419275,13.924105,False,lineage_leiden,Cholangiocyte,7432
LINC00324,-0.0024859313695728405,0.8303333449614635,1.0,0.8479526,False,lineage_leiden,Cholangiocyte,7432
LINC00327,0.0010600945260101017,0.9271951075346818,1.0,11.046069,False,lineage_leiden,Cholangiocyte,7432
LINC00330,-0.018517781525985093,0.11042882452937786,0.42355589141712485,10.795757,False,lineage_leiden,Cholangiocyte,7432
LINC00332,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00333,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00334,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00336,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00339,0.020275091365542453,0.08050178881687937,0.3562720192254713,1.9362931,False,lineage_leiden,Cholangiocyte,7432
LINC00342,0.055226726598004816,1.8990694281941275e-06,3.0922583330783626e-05,13.70739,False,lineage_leiden,Cholangiocyte,7432
LINC00355,0.016941646585396684,0.14418501791753502,0.4396878814941086,9.660173,False,lineage_leiden,Cholangiocyte,7432
LINC00359,-0.005864832884135563,0.6131929781439801,1.0,10.774398,False,lineage_leiden,Cholangiocyte,7432
LINC00379,-6.693830312318819e-05,0.9953964576236207,1.0,13.056654,False,lineage_leiden,Cholangiocyte,7432
LINC00381,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00384,0.016941646585396684,0.14418501791753502,0.4396878814941086,9.235217,False,lineage_leiden,Cholangiocyte,7432
LINC00393,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00398,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00399,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00402,-0.019073574289699077,0.10013744473593018,0.3928118854868534,11.4814,False,lineage_leiden,Cholangiocyte,7432
LINC00407,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00412,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00426,0.07279415044505941,3.325395150869138e-10,8.440635338823724e-09,13.304592,False,lineage_leiden,Cholangiocyte,7432
LINC00427,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00449,-0.0057138593794168885,0.6223605904709756,1.0,11.577734,False,lineage_leiden,Cholangiocyte,7432
LINC00461,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00462,0.010675892099943768,0.35745262701380887,0.8428459483959482,10.719497,False,lineage_leiden,Cholangiocyte,7432
LINC00469,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00470,-0.007218134145312511,0.5338288341130534,1.0,13.601307,False,lineage_leiden,Cholangiocyte,7432
LINC00472,0.02934774157330597,0.011401044230348958,0.0751076425251233,11.068641,False,lineage_leiden,Cholangiocyte,7432
LINC00479,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00482,0.005663649452348775,0.6254226211411819,1.0,2.8672862,False,lineage_leiden,Cholangiocyte,7432
LINC00484,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.325698,False,lineage_leiden,Cholangiocyte,7432
LINC00485,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00486,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00487,-0.019733840466724335,0.08892137901635433,0.3689382215918932,11.060573,False,lineage_leiden,Cholangiocyte,7432
LINC00491,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00494,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00500,0.02396071842089282,0.038868172896132286,0.20085768388839617,10.064833,False,lineage_leiden,Cholangiocyte,7432
LINC00501,-0.009592320204491469,0.40833641685568084,0.9161767749895979,10.416706,False,lineage_leiden,Cholangiocyte,7432
LINC00504,0.046394346193011,6.305028226269739e-05,0.0007353026161176736,11.797267,False,lineage_leiden,Cholangiocyte,7432
LINC00507,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00511,-0.019418283887090496,0.09414868036309677,0.3779084239690815,11.652908,False,lineage_leiden,Cholangiocyte,7432
LINC00525,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00526,0.009428462223087979,0.41639002564072725,0.9213963900716606,1.6459517,False,lineage_leiden,Cholangiocyte,7432
LINC00528,0.08442719275710037,3.095367086808723e-13,1.1130424149649701e-11,1.7435498,False,lineage_leiden,Cholangiocyte,7432
LINC00534,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00543,0.02934774157330597,0.011401044230348958,0.0751076425251233,10.979218,False,lineage_leiden,Cholangiocyte,7432
LINC00544,0.02934774157330597,0.011401044230348958,0.0751076425251233,10.421852,False,lineage_leiden,Cholangiocyte,7432
LINC00545,-0.027401071395553745,0.01816358164348117,0.1119655068451732,12.483934,False,lineage_leiden,Cholangiocyte,7432
LINC00551,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00562,0.01542467345635204,0.18364949156439925,0.5221169339117808,11.628641,False,lineage_leiden,Cholangiocyte,7432
LINC00563,0.009604960465203352,0.4077190264867851,0.9161767749895979,11.092526,False,lineage_leiden,Cholangiocyte,7432
LINC00570,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00571,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00574,-0.0013254005101946504,0.9090456832728974,1.0,10.698211,False,lineage_leiden,Cholangiocyte,7432
LINC00578,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00582,0.05873104538535993,4.0483628479240894e-07,6.850464975997037e-06,12.621018,False,lineage_leiden,Cholangiocyte,7432
LINC00592,-0.007587712197904719,0.5130932295813265,1.0,11.249834,False,lineage_leiden,Cholangiocyte,7432
LINC00595,0.04214299910140317,0.00027894058135580587,0.002766962318506442,11.630766,False,lineage_leiden,Cholangiocyte,7432
LINC00598,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00601,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00604,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00607,0.010334566952876293,0.37303266106830246,0.8724313997342684,11.376426,False,lineage_leiden,Cholangiocyte,7432
LINC00608,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00621,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00623,0.013108315759402267,0.2585125122407258,0.6740069427907746,11.334869,False,lineage_leiden,Cholangiocyte,7432
LINC00629,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00630,0.017785419335454064,0.12524446180359475,0.4396878814941086,11.28808,False,lineage_leiden,Cholangiocyte,7432
LINC00632,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00636,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.562391,False,lineage_leiden,Cholangiocyte,7432
LINC00638,0.007301259355493919,0.5291283656151522,1.0,11.874677,False,lineage_leiden,Cholangiocyte,7432
LINC00639,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00640,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00642,0.016941646585396684,0.14418501791753502,0.4396878814941086,8.227115,False,lineage_leiden,Cholangiocyte,7432
LINC00648,-0.028159797551865807,0.015194805807040893,0.09641998096673744,12.170797,False,lineage_leiden,Cholangiocyte,7432
LINC00649,0.019953816025092865,0.08541764995834165,0.36492788076261806,13.217771,False,lineage_leiden,Cholangiocyte,7432
LINC00654,0.02133852123525751,0.0658455566902482,0.3071606239118065,11.076176,False,lineage_leiden,Cholangiocyte,7432
LINC00656,0.019165844466010638,0.09850539698638247,0.38931257270058867,12.161293,False,lineage_leiden,Cholangiocyte,7432
LINC00659,-0.0052201076063414465,0.6527480236109443,1.0,11.162428,False,lineage_leiden,Cholangiocyte,7432
LINC00662,0.03796343880446006,0.0010625394858887276,0.00975501676938268,0.98720074,False,lineage_leiden,Cholangiocyte,7432
LINC00663,0.029466544153189084,0.01107235268420631,0.0751076425251233,10.936577,False,lineage_leiden,Cholangiocyte,7432
LINC00664,0.026651879382913246,0.021581444531002046,0.12834036292752404,11.021332,False,lineage_leiden,Cholangiocyte,7432
LINC00665,0.0780211337180483,1.636319055006037e-11,5.230160535074852e-10,14.037418,False,lineage_leiden,Cholangiocyte,7432
LINC00667,0.08704469955794823,5.602642348351665e-14,2.6861557481263817e-12,0.7462113,False,lineage_leiden,Cholangiocyte,7432
LINC00671,-0.004894020846870669,0.6731414871557244,1.0,11.625937,False,lineage_leiden,Cholangiocyte,7432
LINC00677,-0.015611313907762615,0.1784018237512157,0.5175008387886486,10.905992,False,lineage_leiden,Cholangiocyte,7432
LINC00678,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00682,-0.009072205694674366,0.43422000648384984,0.9535161974441791,10.561846,False,lineage_leiden,Cholangiocyte,7432
LINC00683,-0.00024651260621539787,0.9830477902550174,1.0,10.6876955,False,lineage_leiden,Cholangiocyte,7432
LINC00685,0.04405387130143706,0.00014525307183361542,0.0015475728517581494,1.870893,False,lineage_leiden,Cholangiocyte,7432
LINC00686,-0.013720994961487048,0.2369159238909034,0.6328545889211311,10.911601,False,lineage_leiden,Cholangiocyte,7432
LINC00687,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00691,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00692,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00702,-0.014192082900686475,0.22120063768804007,0.6021960578068725,10.554329,False,lineage_leiden,Cholangiocyte,7432
LINC00707,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00838,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00839,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00842,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
LINC00844,0.012799208167244959,0.269911170830519,0.6921893625316825,10.93601,False,lineage_leiden,Cholangiocyte,7432
LINC00847,0.025506899859329035,0.027884079375420805,0.15936397682773612,1.3618281,False,lineage_leiden,Cholangiocyte,7432
LINC00852,0.008998713894630398,0.43795225869683846,0.9568425297604344,12.2188015,False,lineage_leiden,Cholangiocyte,7432
LINC00853,0.0537902160462572,3.4877626548900073e-06,5.3748913770894225e-05,12.530819,False,lineage_leiden,Cholangiocyte,7432
LINC00861,-0.023316980872266083,0.044423794340017315,0.2241972778680406,13.363232,False,lineage_leiden,Cholangiocyte,7432
LINC00862,,1.0,1.0,0.0,False,lineage_leiden,Cholangiocyte,7432
